"HS96","HS96part","HS02","HS02part","Comment"
"2529.21",0,"2529.21",0,
"2529.22",0,"2529.22",0,
"2529.30",0,"2529.30",0,
"2530.10",0,"2530.10",0,
"2530.20",0,"2530.20",0,
"2530.40",0,"2530.90",1,
"2530.90",0,"2530.90",1,
"2601.11",0,"2601.11",0,
"2601.12",0,"2601.12",0,
"2601.20",0,"2601.20",0,
"2602.00",0,"2602.00",0,
"2603.00",0,"2603.00",0,
"2604.00",0,"2604.00",0,
"2605.00",0,"2605.00",0,
"2606.00",0,"2606.00",0,
"2607.00",0,"2607.00",0,
"2608.00",0,"2608.00",0,
"2609.00",0,"2609.00",0,
"2610.00",0,"2610.00",0,
"2611.00",0,"2611.00",0,
"2612.10",0,"2612.10",0,
"2612.20",0,"2612.20",0,
"2613.10",0,"2613.10",0,
"2613.90",0,"2613.90",0,
"2614.00",0,"2614.00",0,
"2615.10",0,"2615.10",0,
"2615.90",0,"2615.90",0,
"2616.10",0,"2616.10",0,
"2616.90",0,"2616.90",0,
"2617.10",0,"2617.10",0,
"2617.90",0,"2617.90",0,
"2618.00",0,"2618.00",0,
"2619.00",0,"2619.00",0,
"2620.11",0,"2620.11",0,
"2620.19",0,"2620.19",0,
"2620.20",1,"2620.21",0,
"2620.20",1,"2620.29",0,
"2620.30",0,"2620.30",0,
"2620.40",0,"2620.40",0,
"2620.50",0,"2620.99",1,
"2620.90",1,"2620.60",1,
"2620.90",1,"2620.91",0,
"2620.90",1,"2620.99",1,
"2621.00",1,"2620.60",1,
"2621.00",1,"2621.10",0,
"2621.00",1,"2621.90",0,
"2701.11",0,"2701.11",0,
"2701.12",0,"2701.12",0,
"2701.19",0,"2701.19",0,
"2701.20",0,"2701.20",0,
"2702.10",0,"2702.10",0,
"2702.20",0,"2702.20",0,
"2703.00",0,"2703.00",0,
"2704.00",0,"2704.00",0,
"2705.00",0,"2705.00",0,
"2706.00",0,"2706.00",0,
"2707.10",0,"2707.10",0,
"2707.20",0,"2707.20",0,
"2707.30",0,"2707.30",0,
"2707.40",0,"2707.40",0,
"2707.50",0,"2707.50",0,
"2707.60",0,"2707.60",0,
"2707.91",0,"2707.91",0,
"2707.99",0,"2707.99",0,
"2708.10",0,"2708.10",0,
"2708.20",0,"2708.20",0,
"2709.00",0,"2709.00",0,
"2710.00",1,"2710.11",0,
"2710.00",1,"2710.19",0,
"2710.00",1,"2710.91",0,
"2710.00",1,"2710.99",0,
"2711.11",0,"2711.11",0,
"2711.12",0,"2711.12",0,
"2711.13",0,"2711.13",0,
"2711.14",0,"2711.14",0,
"2711.19",0,"2711.19",0,
"2711.21",0,"2711.21",0,
"2711.29",0,"2711.29",0,
"2712.10",0,"2712.10",0,
"2712.20",0,"2712.20",0,
"2712.90",0,"2712.90",0,
"2713.11",0,"2713.11",0,
"2713.12",0,"2713.12",0,
"2713.20",0,"2713.20",0,
"2713.90",0,"2713.90",0,
"2714.10",0,"2714.10",0,
"2714.90",0,"2714.90",0,
"2715.00",0,"2715.00",0,
"2716.00",0,"2716.00",0,
"2801.10",0,"2801.10",0,
"2801.20",0,"2801.20",0,
"2801.30",0,"2801.30",0,
"2802.00",0,"2802.00",0,
"2803.00",0,"2803.00",0,
"2804.10",0,"2804.10",0,
"2804.21",0,"2804.21",0,
"2804.29",0,"2804.29",0,
"2804.30",0,"2804.30",0,
"2804.40",0,"2804.40",0,
"2804.50",0,"2804.50",0,
"2804.61",0,"2804.61",0,
"2804.69",0,"2804.69",0,
"2804.70",0,"2804.70",0,
"2804.80",0,"2804.80",0,
"2804.90",0,"2804.90",0,
"2805.11",0,"2805.11",0,
"2805.19",0,"2805.19",1,
"2805.21",0,"2805.12",0,
"2805.22",0,"2805.19",1,
"2805.30",0,"2805.30",0,
"2805.40",0,"2805.40",0,
"2806.10",0,"2806.10",0,
"2806.20",0,"2806.20",0,
"2807.00",0,"2807.00",0,
"2808.00",0,"2808.00",0,
"2809.10",0,"2809.10",0,
"2809.20",0,"2809.20",0,
"2810.00",0,"2810.00",0,
"2811.11",0,"2811.11",0,
"2811.19",0,"2811.19",0,
"2811.21",0,"2811.21",0,
"2811.22",0,"2811.22",0,
"2811.23",0,"2811.23",0,
"2811.29",0,"2811.29",0,
"2812.10",0,"2812.10",0,
"2812.90",0,"2812.90",0,
"2813.10",0,"2813.10",0,
"2813.90",0,"2813.90",0,
"2814.10",0,"2814.10",0,
"2814.20",0,"2814.20",0,
"2815.11",0,"2815.11",0,
"2815.12",0,"2815.12",0,
"2815.20",0,"2815.20",0,
"2815.30",0,"2815.30",0,
"2816.10",0,"2816.10",0,
"2816.20",0,"2816.40",1,
"2816.30",0,"2816.40",1,
"2817.00",0,"2817.00",0,
"2818.10",0,"2818.10",0,
"2818.20",0,"2818.20",0,
"2818.30",0,"2818.30",0,
"2819.10",0,"2819.10",0,
"2819.90",0,"2819.90",0,
"2820.10",0,"2820.10",0,
"2820.90",0,"2820.90",0,
"2821.10",0,"2821.10",0,
"2821.20",0,"2821.20",0,
"2822.00",0,"2822.00",0,
"2823.00",0,"2823.00",0,
"2824.10",0,"2824.10",0,
"2824.20",0,"2824.20",0,
"2824.90",0,"2824.90",0,
"2825.10",0,"2825.10",0,
"2825.20",0,"2825.20",0,
"2825.30",0,"2825.30",0,
"2825.40",0,"2825.40",0,
"2825.50",0,"2825.50",0,
"2825.60",0,"2825.60",0,
"2825.70",0,"2825.70",0,
"2825.80",0,"2825.80",0,
"2825.90",0,"2825.90",0,
"2826.11",0,"2826.11",0,
"2826.12",0,"2826.12",0,
"2826.19",0,"2826.19",0,
"2826.20",0,"2826.20",0,
"2826.30",0,"2826.30",0,
"2826.90",0,"2826.90",0,
"2827.10",0,"2827.10",0,
"2827.20",0,"2827.20",0,
"2827.31",0,"2827.31",0,
"2827.32",0,"2827.32",0,
"2827.33",0,"2827.33",0,
"2827.34",0,"2827.34",0,
"2827.35",0,"2827.35",0,
"2827.36",0,"2827.36",0,
"2827.38",0,"2827.39",1,
"2827.39",0,"2827.39",1,
"2827.41",0,"2827.41",0,
"2827.49",0,"2827.49",0,
"2827.51",0,"2827.51",0,
"2827.59",0,"2827.59",0,
"2827.60",0,"2827.60",0,
"2828.10",0,"2828.10",0,
"2828.90",0,"2828.90",0,
"2829.11",0,"2829.11",0,
"2829.19",0,"2829.19",0,
"2829.90",0,"2829.90",0,
"2830.10",0,"2830.10",0,
"2830.20",0,"2830.20",0,
"2830.30",0,"2830.30",0,
"2830.90",0,"2830.90",0,
"2831.10",0,"2831.10",0,
"2831.90",0,"2831.90",0,
"2832.10",0,"2832.10",0,
"2832.20",0,"2832.20",0,
"2832.30",0,"2832.30",0,
"2833.11",0,"2833.11",0,
"2833.19",0,"2833.19",0,
"2833.21",0,"2833.21",0,
"2833.22",0,"2833.22",0,
"2833.23",0,"2833.23",0,
"2833.24",0,"2833.24",0,
"2833.25",0,"2833.25",0,
"2833.26",0,"2833.26",0,
"2833.27",0,"2833.27",0,
"2833.29",0,"2833.29",0,
"2833.30",0,"2833.30",0,
"2833.40",0,"2833.40",0,
"2834.10",0,"2834.10",0,
"2834.21",0,"2834.21",0,
"2834.22",0,"2834.29",1,
"2834.29",0,"2834.29",1,
"2835.10",0,"2835.10",0,
"2835.22",0,"2835.22",0,
"2835.23",0,"2835.23",0,
"2835.24",0,"2835.24",0,
"2835.25",0,"2835.25",0,
"2835.26",0,"2835.26",0,
"2835.29",0,"2835.29",0,
"2835.31",0,"2835.31",0,
"2835.39",0,"2835.39",0,
"2836.10",0,"2836.10",0,
"2836.20",0,"2836.20",0,
"2836.30",0,"2836.30",0,
"2836.40",0,"2836.40",0,
"2836.50",0,"2836.50",0,
"2836.60",0,"2836.60",0,
"2836.70",0,"2836.70",0,
"2836.91",0,"2836.91",0,
"2836.92",0,"2836.92",0,
"2836.99",0,"2836.99",0,
"2837.11",0,"2837.11",0,
"2837.19",0,"2837.19",0,
"2837.20",0,"2837.20",0,
"2838.00",0,"2838.00",0,
"2839.11",0,"2839.11",0,
"2839.19",0,"2839.19",0,
"2839.20",0,"2839.20",0,
"2839.90",0,"2839.90",0,
"2840.11",0,"2840.11",0,
"2840.19",0,"2840.19",0,
"2840.20",0,"2840.20",0,
"2840.30",0,"2840.30",0,
"2841.10",0,"2841.10",0,
"2841.20",0,"2841.20",0,
"2841.30",0,"2841.30",0,
"2841.40",0,"2841.50",1,
"2841.50",0,"2841.50",1,
"2841.61",0,"2841.61",0,
"2841.69",0,"2841.69",0,
"2841.70",0,"2841.70",0,
"2841.80",0,"2841.80",0,
"2841.90",0,"2841.90",0,
"2842.10",0,"2842.10",1,
"2842.90",0,"2842.90",0,
"2843.10",0,"2843.10",0,
"2843.21",0,"2843.21",0,
"2843.29",0,"2843.29",0,
"2843.30",0,"2843.30",0,
"2843.90",0,"2843.90",0,
"2844.10",0,"2844.10",0,
"2844.20",0,"2844.20",0,
"2844.30",0,"2844.30",0,
"2844.40",0,"2844.40",0,
"2844.50",0,"2844.50",0,
"2845.10",0,"2845.10",0,
"2845.90",0,"2845.90",0,
"2846.10",0,"2846.10",0,
"2846.90",0,"2846.90",0,
"2847.00",0,"2847.00",0,
"2848.00",0,"2848.00",0,
"2849.10",0,"2849.10",0,
"2849.20",0,"2849.20",0,
"2849.90",0,"2849.90",0,
"2850.00",0,"2850.00",0,
"2851.00",0,"2851.00",0,
"2901.10",0,"2901.10",0,
"2901.21",0,"2901.21",0,
"2901.22",0,"2901.22",0,
"2901.23",0,"2901.23",0,
"2901.24",0,"2901.24",0,
"2901.29",0,"2901.29",0,
"2902.11",0,"2902.11",0,
"2902.19",0,"2902.19",0,
"2902.20",0,"2902.20",0,
"2902.30",0,"2902.30",0,
"2902.41",0,"2902.41",0,
"2902.42",0,"2902.42",0,
"2902.43",0,"2902.43",0,
"2902.44",0,"2902.44",0,
"2902.50",0,"2902.50",0,
"2902.60",0,"2902.60",0,
"2902.70",0,"2902.70",0,
"2902.90",0,"2902.90",0,
"2903.11",0,"2903.11",0,
"2903.12",0,"2903.12",0,
"2903.13",0,"2903.13",0,
"2903.14",0,"2903.14",0,
"2903.15",0,"2903.15",0,
"2903.16",0,"2903.19",1,
"2903.19",0,"2903.19",1,
"2903.21",0,"2903.21",0,
"2903.22",0,"2903.22",0,
"2903.23",0,"2903.23",0,
"2903.29",0,"2903.29",0,
"2903.30",0,"2903.30",0,
"2903.41",0,"2903.41",0,
"2903.42",0,"2903.42",0,
"2903.43",0,"2903.43",0,
"2903.44",0,"2903.44",0,
"2903.45",0,"2903.45",0,
"2903.46",0,"2903.46",0,
"2903.47",0,"2903.47",0,
"2903.49",0,"2903.49",0,
"2903.51",0,"2903.51",0,
"2903.59",0,"2903.59",0,
"2903.61",0,"2903.61",0,
"2903.62",0,"2903.62",0,
"2903.69",0,"2903.69",0,
"2904.10",0,"2904.10",0,
"2904.20",0,"2904.20",0,
"2904.90",0,"2904.90",0,
"2905.11",0,"2905.11",0,
"2905.12",0,"2905.12",0,
"2905.13",0,"2905.13",0,
"2905.14",0,"2905.14",0,
"2905.15",0,"2905.15",0,
"2905.16",0,"2905.16",0,
"2905.17",0,"2905.17",0,
"2905.19",0,"2905.19",0,
"2905.22",0,"2905.22",0,
"2905.29",0,"2905.29",0,
"2905.31",0,"2905.31",0,
"2905.32",0,"2905.32",0,
"2905.39",0,"2905.39",0,
"2905.41",0,"2905.41",0,
"2905.42",0,"2905.42",0,
"2905.43",0,"2905.43",0,
"2905.44",0,"2905.44",0,
"2905.45",0,"2905.45",0,
"2905.49",0,"2905.49",0,
"2905.50",1,"2905.51",0,
"2905.50",1,"2905.59",0,
"2906.11",0,"2906.11",0,
"2906.12",0,"2906.12",0,
"2906.13",0,"2906.13",0,
"2906.14",0,"2906.14",0,
"2906.19",0,"2906.19",0,
"2906.21",0,"2906.21",0,
"2906.29",0,"2906.29",0,
"2907.11",0,"2907.11",0,
"2907.12",0,"2907.12",0,
"2907.13",0,"2907.13",0,
"2907.14",0,"2907.14",0,
"2907.15",0,"2907.15",0,
"2907.19",0,"2907.19",0,
"2907.21",0,"2907.21",0,
"2907.22",0,"2907.22",0,
"2907.23",0,"2907.23",0,
"2907.29",0,"2907.29",1,
"2907.30",0,"2907.29",1,
"2908.10",0,"2908.10",0,
"2908.20",0,"2908.20",0,
"2908.90",0,"2908.90",0,
"2909.11",0,"2909.11",0,
"2909.19",0,"2909.19",0,
"2909.20",0,"2909.20",0,
"2909.30",0,"2909.30",0,
"2909.41",0,"2909.41",0,
"2909.42",0,"2909.42",0,
"2909.43",0,"2909.43",0,
"2909.44",0,"2909.44",0,
"2909.49",0,"2909.49",0,
"2909.50",0,"2909.50",0,
"2909.60",0,"2909.60",0,
"2910.10",0,"2910.10",0,
"2910.20",0,"2910.20",0,
"2910.30",0,"2910.30",0,
"2910.90",0,"2910.90",0,
"2911.00",0,"2911.00",0,
"2912.11",0,"2912.11",0,
"2912.12",0,"2912.12",0,
"2912.13",0,"2912.13",0,
"2912.19",0,"2912.19",0,
"2912.21",0,"2912.21",0,
"2912.29",0,"2912.29",0,
"2912.30",0,"2912.30",0,
"2912.41",0,"2912.41",0,
"2912.42",0,"2912.42",0,
"2912.49",0,"2912.49",0,
"2912.50",0,"2912.50",0,
"2912.60",0,"2912.60",0,
"2913.00",0,"2913.00",0,
"2914.11",0,"2914.11",0,
"2914.12",0,"2914.12",0,
"2914.13",0,"2914.13",0,
"2914.19",0,"2914.19",0,
"2914.21",0,"2914.21",0,
"2914.22",0,"2914.22",0,
"2914.23",0,"2914.23",0,
"2914.29",0,"2914.29",0,
"2914.31",0,"2914.31",0,
"2914.39",0,"2914.39",0,
"2914.40",0,"2914.40",0,
"2914.50",1,"2914.50",0,
"2914.50",1,"2937.29",1,
"2914.61",0,"2914.61",0,
"2914.69",0,"2914.69",0,
"2914.70",0,"2914.70",0,
"2915.11",0,"2915.11",0,
"2915.12",0,"2915.12",0,
"2915.13",0,"2915.13",0,
"2915.21",0,"2915.21",0,
"2915.22",0,"2915.22",0,
"2915.23",0,"2915.23",0,
"2915.24",0,"2915.24",0,
"2915.29",0,"2915.29",0,
"2915.31",0,"2915.31",0,
"2915.32",0,"2915.32",0,
"2915.33",0,"2915.33",0,
"2915.34",0,"2915.34",0,
"2915.35",0,"2915.35",0,
"2915.39",0,"2915.39",0,
"2915.40",0,"2915.40",0,
"2915.50",0,"2915.50",0,
"2915.60",0,"2915.60",0,
"2915.70",0,"2915.70",0,
"2915.90",0,"2915.90",0,
"2916.11",0,"2916.11",0,
"2916.12",0,"2916.12",0,
"2916.13",0,"2916.13",0,
"2916.14",0,"2916.14",0,
"2916.15",0,"2916.15",0,
"2916.19",0,"2916.19",0,
"2916.20",0,"2916.20",0,
"2916.31",0,"2916.31",0,
"2916.32",0,"2916.32",0,
"2916.34",0,"2916.34",0,
"2916.35",0,"2916.35",0,
"2916.39",0,"2916.39",0,
"2917.11",0,"2917.11",0,
"2917.12",0,"2917.12",0,
"2917.13",0,"2917.13",0,
"2917.14",0,"2917.14",0,
"2917.19",0,"2917.19",0,
"2917.20",0,"2917.20",0,
"2917.31",0,"2917.31",0,
"2917.32",0,"2917.32",0,
"2917.33",0,"2917.33",0,
"2917.34",0,"2917.34",0,
"2917.35",0,"2917.35",0,
"2917.36",0,"2917.36",0,
"2917.37",0,"2917.37",0,
"2917.39",0,"2917.39",0,
"2918.11",0,"2918.11",0,
"2918.12",0,"2918.12",0,
"2918.13",0,"2918.13",0,
"2918.14",0,"2918.14",0,
"2918.15",0,"2918.15",0,
"2918.16",0,"2918.16",0,
"2918.17",0,"2918.19",1,
"2918.19",1,"2918.19",1,
"2918.19",1,"2937.50",1,
"2918.21",0,"2918.21",0,
"2918.22",0,"2918.22",0,
"2918.23",0,"2918.23",0,
"2918.29",0,"2918.29",0,
"2918.30",0,"2918.30",0,
"2918.90",1,"2918.90",0,
"2918.90",1,"2937.50",1,
"2919.00",0,"2919.00",0,
"2920.10",0,"2920.10",0,
"2920.90",0,"2920.90",0,
"2921.11",0,"2921.11",0,
"2921.12",0,"2921.12",0,
"2921.19",0,"2921.19",0,
"2921.21",0,"2921.21",0,
"2921.22",0,"2921.22",0,
"2921.29",0,"2921.29",0,
"2921.30",0,"2921.30",0,
"2921.41",0,"2921.41",0,
"2921.42",0,"2921.42",0,
"2921.43",0,"2921.43",0,
"2921.44",0,"2921.44",0,
"2921.45",0,"2921.45",0,
"2921.49",1,"2921.46",0,
"2921.49",1,"2921.49",0,
"2921.51",0,"2921.51",0,
"2921.59",0,"2921.59",0,
"2922.11",0,"2922.11",0,
"2922.12",0,"2922.12",0,
"2922.13",0,"2922.13",0,
"2922.19",1,"2922.14",0,
"2922.19",1,"2922.19",0,
"2922.21",0,"2922.21",0,
"2922.22",0,"2922.22",0,
"2922.29",0,"2922.29",0,
"2922.30",1,"2922.31",0,
"2922.30",1,"2922.39",0,
"2922.41",0,"2922.41",0,
"2922.42",0,"2922.42",0,
"2922.43",0,"2922.43",0,
"2922.49",1,"2922.44",0,
"2922.49",1,"2922.49",0,
"2922.50",1,"2922.50",0,
"2922.50",1,"2937.39",1,
"2923.10",0,"2923.10",0,
"2923.20",0,"2923.20",0,
"2923.90",0,"2923.90",0,
"2924.10",1,"2924.11",0,
"2924.10",1,"2924.19",0,
"2924.21",0,"2924.21",0,
"2924.22",0,"2924.23",1,
"2924.29",1,"2924.23",1,
"2924.29",1,"2924.24",0,
"2924.29",1,"2924.29",0,
"2925.11",0,"2925.11",0,
"2925.19",1,"2925.12",0,
"2925.19",1,"2925.19",0,
"2925.20",0,"2925.20",0,
"2926.10",0,"2926.10",0,
"2926.20",0,"2926.20",0,
"2926.90",1,"2926.30",0,
"2926.90",1,"2926.90",0,
"2927.00",0,"2927.00",0,
"2928.00",0,"2928.00",0,
"2929.10",0,"2929.10",0,
"2929.90",0,"2929.90",0,
"2930.10",0,"2930.10",0,
"2930.20",0,"2930.20",0,
"2930.30",0,"2930.30",0,
"2930.40",0,"2930.40",0,
"2930.90",0,"2930.90",0,
"2931.00",0,"2931.00",0,
"2932.11",0,"2932.11",0,
"2932.12",0,"2932.12",0,
"2932.13",0,"2932.13",0,
"2932.19",0,"2932.19",0,
"2932.21",0,"2932.21",0,
"2932.29",0,"2932.29",0,
"2932.91",0,"2932.91",0,
"2932.92",0,"2932.92",0,
"2932.93",0,"2932.93",0,
"2932.94",0,"2932.94",0,
"2932.99",1,"2932.95",0,
"2932.99",1,"2932.99",0,
"2933.11",0,"2933.11",0,
"2933.19",0,"2933.19",0,
"2933.21",0,"2933.21",0,
"2933.29",0,"2933.29",0,
"2933.31",0,"2933.31",0,
"2933.32",0,"2933.32",0,
"2933.39",1,"2933.33",0,
"2933.39",1,"2933.39",0,
"2933.40",1,"2933.41",0,
"2933.40",1,"2933.49",0,
"2933.51",1,"2933.52",0,
"2933.51",1,"2933.53",0,
"2933.51",1,"2933.54",0,
"2933.59",1,"2933.55",0,
"2933.59",1,"2933.59",0,
"2933.61",0,"2933.61",0,
"2933.69",0,"2933.69",0,
"2933.71",0,"2933.71",0,
"2933.79",1,"2933.72",0,
"2933.79",1,"2933.79",0,
"2933.90",1,"2933.91",0,
"2933.90",1,"2933.99",0,
"2933.90",1,"2937.11",1,
"2933.90",1,"2937.19",1,
"2933.90",1,"2937.90",1,
"2934.10",0,"2934.10",0,
"2934.20",0,"2934.20",0,
"2934.30",0,"2934.30",0,
"2934.90",1,"2934.91",0,
"2934.90",1,"2934.99",0,
"2934.90",1,"2937.11",1,
"2934.90",1,"2937.19",1,
"2934.90",1,"2937.50",1,
"2934.90",1,"2937.90",1,
"2935.00",0,"2935.00",0,
"2936.10",0,"2936.10",0,
"2936.21",0,"2936.21",0,
"2936.22",0,"2936.22",0,
"2936.23",0,"2936.23",0,
"2936.24",0,"2936.24",0,
"2936.25",0,"2936.25",0,
"2936.26",0,"2936.26",0,
"2936.27",0,"2936.27",0,
"2936.28",0,"2936.28",0,
"2936.29",0,"2936.29",0,
"2936.90",0,"2936.90",0,
"2937.10",1,"2937.11",1,
"2937.10",1,"2937.19",1,
"2937.21",0,"2937.21",0,
"2937.22",0,"2937.22",0,
"2937.29",0,"2937.29",1,
"2937.91",0,"2937.12",0,
"2937.92",0,"2937.23",0,
"2937.99",1,"2937.19",1,
"2937.99",1,"2937.29",1,
"2937.99",1,"2937.31",0,
"2937.99",1,"2937.39",1,
"2937.99",1,"2937.40",0,
"2937.99",1,"2937.50",1,
"2937.99",1,"2937.90",1,
"2938.10",0,"2938.10",0,
"2938.90",0,"2938.90",0,
"2939.10",1,"2939.11",1,
"2939.10",1,"2939.19",0,
"2939.21",0,"2939.21",0,
"2939.29",0,"2939.29",0,
"2939.30",0,"2939.30",0,
"2939.41",0,"2939.41",0,
"2939.42",0,"2939.42",0,
"2939.49",1,"2939.43",0,
"2939.49",1,"2939.49",0,
"2939.50",1,"2939.51",0,
"2939.50",1,"2939.59",0,
"2939.61",0,"2939.61",0,
"2939.62",0,"2939.62",0,
"2939.63",0,"2939.63",0,
"2939.69",0,"2939.69",0,
"2939.70",0,"2939.99",1,
"2939.90",1,"2939.91",0,
"2939.90",1,"2939.99",1,
"2940.00",0,"2940.00",0,
"2941.10",0,"2941.10",0,
"2941.20",0,"2941.20",0,
"2941.30",0,"2941.30",0,
"2941.40",0,"2941.40",0,
"2941.50",0,"2941.50",0,
"2941.90",0,"2941.90",0,
"2942.00",0,"2942.00",0,
"3001.10",1,"3001.10",0,
"3001.10",1,"3006.80",1,
"3001.20",1,"3001.20",0,
"3001.20",1,"3006.80",1,
"3001.90",1,"3001.90",0,
"3001.90",1,"3006.80",1,
"3002.10",1,"3002.10",0,
"3002.10",1,"3006.80",1,
"3002.20",1,"3002.20",0,
"3002.20",1,"3006.80",1,
"3002.30",1,"3002.30",0,
"3002.30",1,"3006.80",1,
"3002.90",1,"3002.90",0,
"3002.90",1,"3006.80",1,
"3003.10",1,"3003.10",0,
"3003.10",1,"3006.80",1,
"3003.20",1,"3003.20",0,
"3003.20",1,"3006.80",1,
"3003.31",1,"3003.31",0,
"3003.31",1,"3006.80",1,
"3003.39",1,"3003.39",0,
"3003.39",1,"3006.80",1,
"3003.40",1,"3003.40",0,
"3003.40",1,"3006.80",1,
"3003.90",1,"3003.90",0,
"3003.90",1,"3006.80",1,
"3004.10",1,"3004.10",0,
"3004.10",1,"3006.80",1,
"3004.20",1,"3004.20",0,
"3004.20",1,"3006.80",1,
"3004.31",1,"3004.31",0,
"3004.31",1,"3006.80",1,
"3004.32",1,"3004.32",1,
"3004.32",1,"3006.80",1,
"3004.39",1,"3004.32",1,
"3004.39",1,"3004.39",0,
"3004.39",1,"3006.80",1,
"3004.40",1,"3004.40",0,
"3004.40",1,"3006.80",1,
"3004.50",1,"3004.50",0,
"3004.50",1,"3006.80",1,
"3004.90",1,"3004.90",0,
"3004.90",1,"3006.80",1,
"3005.10",1,"3005.10",0,
"3005.10",1,"3006.80",1,
"3005.10",1,"3825.30",1,
"3005.90",1,"3005.90",0,
"3005.90",1,"3006.80",1,
"3005.90",1,"3825.30",1,
"3006.10",1,"3006.10",0,
"3006.10",1,"3006.80",1,
"3006.20",1,"3006.20",0,
"3006.20",1,"3006.80",1,
"3006.30",1,"3006.30",0,
"3006.30",1,"3006.80",1,
"3006.40",1,"3006.40",0,
"3006.40",1,"3006.80",1,
"3006.50",1,"3006.50",0,
"3006.50",1,"3006.80",1,
"3006.60",1,"3006.60",0,
"3006.60",1,"3006.80",1,
"3101.00",0,"3101.00",0,
"3102.10",0,"3102.10",0,
"3102.21",0,"3102.21",0,
"3102.29",0,"3102.29",0,
"3102.30",0,"3102.30",0,
"3102.40",0,"3102.40",0,
"3102.50",0,"3102.50",0,
"3102.60",0,"3102.60",0,
"3102.70",0,"3102.70",0,
"3102.80",0,"3102.80",0,
"3102.90",0,"3102.90",0,
"3103.10",0,"3103.10",0,
"3103.20",0,"3103.20",0,
"3103.90",0,"3103.90",0,
"3104.10",0,"3104.10",0,
"3104.20",0,"3104.20",0,
"3104.30",0,"3104.30",0,
"3104.90",0,"3104.90",0,
"3105.10",0,"3105.10",0,
"3105.20",0,"3105.20",0,
"3105.30",0,"3105.30",0,
"3105.40",0,"3105.40",0,
"3105.51",0,"3105.51",0,
"3105.59",0,"3105.59",0,
"3105.60",0,"3105.60",0,
"3105.90",0,"3105.90",0,
"3201.10",0,"3201.10",0,
"3201.20",0,"3201.20",0,
"3201.90",0,"3201.90",0,
"3202.10",0,"3202.10",0,
"3202.90",0,"3202.90",0,
"3203.00",0,"3203.00",0,
"3204.11",0,"3204.11",0,
"3204.12",0,"3204.12",0,
"3204.13",0,"3204.13",0,
"3204.14",0,"3204.14",0,
"3204.15",0,"3204.15",0,
"3204.16",0,"3204.16",0,
"3204.17",0,"3204.17",0,
"3204.19",0,"3204.19",0,
"3204.20",0,"3204.20",0,
"3204.90",0,"3204.90",0,
"3205.00",0,"3205.00",0,
"3206.11",0,"3206.11",0,
"3206.19",0,"3206.19",0,
"3206.20",0,"3206.20",0,
"3206.30",0,"3206.30",0,
"3206.41",0,"3206.41",0,
"3206.42",0,"3206.42",0,
"3206.43",0,"3206.43",0,
"3206.49",0,"3206.49",0,
"3206.50",0,"3206.50",0,
"3207.10",0,"3207.10",0,
"3207.20",0,"3207.20",0,
"3207.30",0,"3207.30",0,
"3207.40",0,"3207.40",0,
"3208.10",0,"3208.10",0,
"3208.20",0,"3208.20",0,
"3208.90",0,"3208.90",0,
"3209.10",0,"3209.10",0,
"3209.90",0,"3209.90",0,
"3210.00",0,"3210.00",0,
"3211.00",0,"3211.00",0,
"3212.10",0,"3212.10",0,
"3212.90",0,"3212.90",0,
"3213.10",0,"3213.10",0,
"3213.90",0,"3213.90",0,
"3214.10",0,"3214.10",0,
"3214.90",0,"3214.90",0,
"3215.11",0,"3215.11",0,
"3215.19",0,"3215.19",0,
"3215.90",0,"3215.90",0,
"3301.11",0,"3301.11",0,
"3301.12",0,"3301.12",0,
"3301.13",0,"3301.13",0,
"3301.14",0,"3301.14",0,
"3301.19",0,"3301.19",0,
"3301.21",0,"3301.21",0,
"3301.22",0,"3301.22",0,
"3301.23",0,"3301.23",0,
"3301.24",0,"3301.24",0,
"3301.25",0,"3301.25",0,
"3301.26",0,"3301.26",0,
"3301.29",0,"3301.29",0,
"3301.30",0,"3301.30",0,
"3301.90",0,"3301.90",0,
"3302.10",0,"3302.10",0,
"3302.90",0,"3302.90",0,
"3303.00",0,"3303.00",0,
"3304.10",0,"3304.10",0,
"3304.20",0,"3304.20",0,
"3304.30",0,"3304.30",0,
"3304.91",0,"3304.91",0,
"3304.99",0,"3304.99",0,
"3305.10",0,"3305.10",0,
"3305.20",0,"3305.20",0,
"3305.30",0,"3305.30",0,
"3305.90",0,"3305.90",0,
"3306.10",0,"3306.10",0,
"3306.20",0,"3306.20",0,
"3306.90",0,"3306.90",0,
"3307.10",0,"3307.10",0,
"3307.20",0,"3307.20",0,
"3307.30",0,"3307.30",0,
"3307.41",0,"3307.41",0,
"3307.49",0,"3307.49",0,
"3307.90",0,"3307.90",0,
"3401.11",0,"3401.11",0,
"3401.19",0,"3401.19",0,
"3401.20",0,"3401.20",0,
"3402.11",0,"3402.11",0,
"3402.12",0,"3402.12",0,
"3402.13",0,"3402.13",0,
"3402.19",0,"3402.19",0,
"3402.20",1,"3401.30",0,
"3402.20",1,"3402.20",0,
"3402.90",0,"3402.90",0,
"3403.11",0,"3403.11",0,
"3403.19",0,"3403.19",0,
"3403.91",0,"3403.91",0,
"3403.99",0,"3403.99",0,
"3404.10",0,"3404.10",0,
"3404.20",0,"3404.20",0,
"3404.90",0,"3404.90",0,
"3405.10",0,"3405.10",0,
"3405.20",0,"3405.20",0,
"3405.30",0,"3405.30",0,
