"HS96","HS96part","HS02","HS02part","Comment"
"3405.40",0,"3405.40",0,
"3405.90",0,"3405.90",0,
"3406.00",0,"3406.00",0,
"3407.00",0,"3407.00",0,
"3501.10",0,"3501.10",0,
"3501.90",0,"3501.90",0,
"3502.11",0,"3502.11",0,
"3502.19",0,"3502.19",0,
"3502.20",0,"3502.20",0,
"3502.90",0,"3502.90",0,
"3503.00",0,"3503.00",0,
"3504.00",0,"3504.00",0,
"3505.10",0,"3505.10",0,
"3505.20",0,"3505.20",0,
"3506.10",0,"3506.10",0,
"3506.91",0,"3506.91",0,
"3506.99",0,"3506.99",0,
"3507.10",0,"3507.10",0,
"3507.90",0,"3507.90",0,
"3601.00",0,"3601.00",0,
"3602.00",0,"3602.00",0,
"3603.00",0,"3603.00",0,
"3604.10",0,"3604.10",0,
"3604.90",0,"3604.90",0,
"3605.00",0,"3605.00",0,
"3606.10",0,"3606.10",0,
"3606.90",0,"3606.90",0,
"3701.10",0,"3701.10",0,
"3701.20",0,"3701.20",0,
"3701.30",0,"3701.30",0,
"3701.91",0,"3701.91",0,
"3701.99",0,"3701.99",0,
"3702.10",0,"3702.10",0,
"3702.20",0,"3702.20",0,
"3702.31",0,"3702.31",0,
"3702.32",0,"3702.32",0,
"3702.39",0,"3702.39",0,
"3702.41",0,"3702.41",0,
"3702.42",0,"3702.42",0,
"3702.43",0,"3702.43",0,
"3702.44",0,"3702.44",0,
"3702.51",0,"3702.51",0,
"3702.52",0,"3702.52",0,
"3702.53",0,"3702.53",0,
"3702.54",0,"3702.54",0,
"3702.55",0,"3702.55",0,
"3702.56",0,"3702.56",0,
"3702.91",0,"3702.91",1,
"3702.92",0,"3702.91",1,
"3702.93",0,"3702.93",0,
"3702.94",0,"3702.94",0,
"3702.95",0,"3702.95",0,
"3703.10",0,"3703.10",0,
"3703.20",0,"3703.20",0,
"3703.90",0,"3703.90",0,
"3704.00",0,"3704.00",0,
"3705.10",0,"3705.10",0,
"3705.20",0,"3705.20",0,
"3705.90",0,"3705.90",0,
"3706.10",0,"3706.10",0,
"3706.90",0,"3706.90",0,
"3707.10",0,"3707.10",0,
"3707.90",0,"3707.90",0,
"3801.10",0,"3801.10",0,
"3801.20",0,"3801.20",0,
"3801.30",0,"3801.30",0,
"3801.90",0,"3801.90",0,
"3802.10",0,"3802.10",0,
"3802.90",0,"3802.90",0,
"3803.00",0,"3803.00",0,
"3804.00",0,"3804.00",0,
"3805.10",0,"3805.10",0,
"3805.20",0,"3805.20",0,
"3805.90",0,"3805.90",0,
"3806.10",0,"3806.10",0,
"3806.20",0,"3806.20",0,
"3806.30",0,"3806.30",0,
"3806.90",0,"3806.90",0,
"3807.00",0,"3807.00",0,
"3808.10",0,"3808.10",0,
"3808.20",0,"3808.20",0,
"3808.30",0,"3808.30",0,
"3808.40",0,"3808.40",0,
"3808.90",0,"3808.90",0,
"3809.10",0,"3809.10",0,
"3809.91",0,"3809.91",0,
"3809.92",0,"3809.92",0,
"3809.93",0,"3809.93",0,
"3810.10",0,"3810.10",0,
"3810.90",0,"3810.90",0,
"3811.11",0,"3811.11",0,
"3811.19",0,"3811.19",0,
"3811.21",0,"3811.21",0,
"3811.29",0,"3811.29",0,
"3811.90",0,"3811.90",0,
"3812.10",0,"3812.10",0,
"3812.20",0,"3812.20",0,
"3812.30",0,"3812.30",0,
"3813.00",0,"3813.00",0,
"3814.00",0,"3814.00",0,
"3815.11",0,"3815.11",0,
"3815.12",0,"3815.12",0,
"3815.19",0,"3815.19",0,
"3815.90",0,"3815.90",0,
"3816.00",0,"3816.00",0,
"3817.10",0,"3817.00",1,
"3817.20",0,"3817.00",1,
"3818.00",0,"3818.00",0,
"3819.00",0,"3819.00",0,
"3820.00",0,"3820.00",0,
"3821.00",0,"3821.00",0,
"3822.00",0,"3822.00",0,"I changed this HS96 from n/a to 3822.00.
Certainly all of HS96 HS3822.00 is here, but there may be more, which corresponds to the HS02 phrase ""certified reference materials"". If I can find this, I will add it later."
"3823.11",0,"3823.11",0,
"3823.12",0,"3823.12",0,
"3823.13",0,"3823.13",0,
"3823.19",0,"3823.19",0,
"3823.70",0,"3823.70",0,
"3824.10",0,"3824.10",0,
"3824.20",0,"3824.20",0,
"3824.30",0,"3824.30",0,
"3824.40",0,"3824.40",0,
"3824.50",0,"3824.50",0,
"3824.60",0,"3824.60",0,
"3824.71",0,"3824.71",0,
"3824.79",0,"3824.79",0,
"3824.90",1,"2842.10",1,
"3824.90",1,"3006.70",0,
"3824.90",1,"3006.80",1,
"3824.90",1,"3824.90",0,
"3824.90",1,"3825.10",0,
"3824.90",1,"3825.20",0,
"3824.90",1,"3825.30",1,
"3824.90",1,"3825.41",0,
"3824.90",1,"3825.49",0,
"3824.90",1,"3825.50",0,
"3824.90",1,"3825.61",0,
"3824.90",1,"3825.69",0,
"3824.90",1,"3825.90",0,
"3901.10",0,"3901.10",0,
"3901.20",0,"3901.20",0,
"3901.30",0,"3901.30",0,
"3901.90",0,"3901.90",0,
"3902.10",0,"3902.10",0,
"3902.20",0,"3902.20",0,
"3902.30",0,"3902.30",0,
"3902.90",0,"3902.90",0,
"3903.11",0,"3903.11",0,
"3903.19",0,"3903.19",0,
"3903.20",0,"3903.20",0,
"3903.30",0,"3903.30",0,
"3903.90",0,"3903.90",0,
"3904.10",0,"3904.10",0,
"3904.21",0,"3904.21",0,
"3904.22",0,"3904.22",0,
"3904.30",0,"3904.30",0,
"3904.40",0,"3904.40",0,
"3904.50",0,"3904.50",0,
"3904.61",0,"3904.61",0,
"3904.69",0,"3904.69",0,
"3904.90",0,"3904.90",0,
"3905.12",0,"3905.12",0,
"3905.19",0,"3905.19",0,
"3905.21",0,"3905.21",0,
"3905.29",0,"3905.29",0,
"3905.30",0,"3905.30",0,
"3905.91",0,"3905.91",0,
"3905.99",0,"3905.99",0,
"3906.10",0,"3906.10",0,
"3906.90",0,"3906.90",0,
"3907.10",0,"3907.10",0,
"3907.20",0,"3907.20",0,
"3907.30",0,"3907.30",0,
"3907.40",0,"3907.40",0,
"3907.50",0,"3907.50",0,
"3907.60",0,"3907.60",0,
"3907.91",0,"3907.91",0,
"3907.99",0,"3907.99",0,
"3908.10",0,"3908.10",0,
"3908.90",0,"3908.90",0,
"3909.10",0,"3909.10",0,
"3909.20",0,"3909.20",0,
"3909.30",0,"3909.30",0,
"3909.40",0,"3909.40",0,
"3909.50",0,"3909.50",0,
"3910.00",0,"3910.00",0,
"3911.10",0,"3911.10",0,
"3911.90",0,"3911.90",0,
"3912.11",0,"3912.11",0,
"3912.12",0,"3912.12",0,
"3912.20",0,"3912.20",0,
"3912.31",0,"3912.31",0,
"3912.39",0,"3912.39",0,
"3912.90",0,"3912.90",0,
"3913.10",0,"3913.10",0,
"3913.90",0,"3913.90",0,
"3914.00",0,"3914.00",0,
"3915.10",0,"3915.10",0,
"3915.20",0,"3915.20",0,
"3915.30",0,"3915.30",0,
"3915.90",0,"3915.90",0,
"3916.10",0,"3916.10",0,
"3916.20",0,"3916.20",0,
"3916.90",0,"3916.90",0,
"3917.10",0,"3917.10",0,
"3917.21",0,"3917.21",0,
"3917.22",0,"3917.22",0,
"3917.23",0,"3917.23",0,
"3917.29",0,"3917.29",0,
"3917.31",0,"3917.31",0,
"3917.32",0,"3917.32",0,
"3917.33",0,"3917.33",0,
"3917.39",0,"3917.39",0,
"3917.40",0,"3917.40",0,
"3918.10",0,"3918.10",0,
"3918.90",0,"3918.90",0,
"3919.10",0,"3919.10",0,
"3919.90",0,"3919.90",0,
"3920.10",0,"3920.10",0,
"3920.20",0,"3920.20",0,
"3920.30",0,"3920.30",0,
"3920.41",1,"3920.43",1,
"3920.41",1,"3920.49",1,
"3920.42",1,"3920.43",1,
"3920.42",1,"3920.49",1,
"3920.51",0,"3920.51",0,
"3920.59",0,"3920.59",0,
"3920.61",0,"3920.61",0,
"3920.62",0,"3920.62",0,
"3920.63",0,"3920.63",0,
"3920.69",0,"3920.69",0,
"3920.71",0,"3920.71",0,
"3920.72",0,"3920.72",0,
"3920.73",0,"3920.73",0,
"3920.79",0,"3920.79",0,
"3920.91",0,"3920.91",0,
"3920.92",0,"3920.92",0,
"3920.93",0,"3920.93",0,
"3920.94",0,"3920.94",0,
"3920.99",0,"3920.99",0,
"3921.11",0,"3921.11",0,
"3921.12",0,"3921.12",0,
"3921.13",0,"3921.13",0,
"3921.14",0,"3921.14",0,
"3921.19",0,"3921.19",0,
"3921.90",0,"3921.90",0,
"3922.10",0,"3922.10",1,
"3922.20",0,"3922.20",0,
"3922.90",1,"3922.10",1,
"3922.90",1,"3922.90",0,
"3923.10",0,"3923.10",0,
"3923.21",0,"3923.21",0,
"3923.29",0,"3923.29",0,
"3923.30",0,"3923.30",0,
"3923.40",0,"3923.40",0,
"3923.50",0,"3923.50",0,
"3923.90",0,"3923.90",0,
"3924.10",0,"3924.10",0,
"3924.90",0,"3924.90",0,
"3925.10",0,"3925.10",0,
"3925.20",0,"3925.20",0,
"3925.30",0,"3925.30",0,
"3925.90",0,"3925.90",0,
"3926.10",0,"3926.10",0,
"3926.20",0,"3926.20",0,
"3926.30",0,"3926.30",0,
"3926.40",0,"3926.40",0,
"3926.90",0,"3926.90",0,
"4001.10",0,"4001.10",0,
"4001.21",0,"4001.21",0,
"4001.22",0,"4001.22",0,
"4001.29",0,"4001.29",0,
"4001.30",0,"4001.30",0,
"4002.11",0,"4002.11",0,
"4002.19",0,"4002.19",0,
"4002.20",0,"4002.20",0,
"4002.31",0,"4002.31",0,
"4002.39",0,"4002.39",0,
"4002.41",0,"4002.41",0,
"4002.49",0,"4002.49",0,
"4002.51",0,"4002.51",0,
"4002.59",0,"4002.59",0,
"4002.60",0,"4002.60",0,
"4002.70",0,"4002.70",0,
"4002.80",0,"4002.80",0,
"4002.91",0,"4002.91",0,
"4002.99",0,"4002.99",0,
"4003.00",0,"4003.00",0,
"4004.00",0,"4004.00",0,
"4005.10",0,"4005.10",0,
"4005.20",0,"4005.20",0,
"4005.91",0,"4005.91",0,
"4005.99",0,"4005.99",0,
"4006.10",0,"4006.10",0,
"4006.90",0,"4006.90",0,
"4007.00",0,"4007.00",0,
"4008.11",0,"4008.11",0,
"4008.19",0,"4008.19",0,
"4008.21",0,"4008.21",0,
"4008.29",0,"4008.29",0,
"4009.10",0,"4009.11",0,
"4009.20",0,"4009.21",0,
"4009.30",0,"4009.31",0,
"4009.40",0,"4009.41",0,
"4009.50",1,"4009.12",0,
"4009.50",1,"4009.22",0,
"4009.50",1,"4009.32",0,
"4009.50",1,"4009.42",0,
"4010.11",0,"4010.11",0,
"4010.12",0,"4010.12",0,
"4010.13",0,"4010.13",0,
"4010.19",0,"4010.19",0,
"4010.21",1,"4010.31",0,
"4010.21",1,"4010.32",0,
"4010.22",1,"4010.33",0,
"4010.22",1,"4010.34",0,
"4010.23",0,"4010.35",0,
"4010.24",0,"4010.36",0,
"4010.29",0,"4010.39",0,
"4011.10",0,"4011.10",0,
"4011.20",0,"4011.20",0,
"4011.30",0,"4011.30",0,
"4011.40",0,"4011.40",0,
"4011.50",0,"4011.50",0,
"4011.91",1,"4011.61",0,
"4011.91",1,"4011.62",0,
"4011.91",1,"4011.63",0,
"4011.91",1,"4011.69",0,
"4011.99",1,"4011.92",0,
"4011.99",1,"4011.93",0,
"4011.99",1,"4011.94",0,
"4011.99",1,"4011.99",0,
"4012.10",1,"4012.11",0,
"4012.10",1,"4012.12",0,
"4012.10",1,"4012.13",0,
"4012.10",1,"4012.19",0,
"4012.20",0,"4012.20",0,
"4012.90",0,"4012.90",0,
"4013.10",0,"4013.10",0,
"4013.20",0,"4013.20",0,
"4013.90",0,"4013.90",0,
"4014.10",0,"4014.10",0,
"4014.90",0,"4014.90",0,
"4015.11",1,"3825.30",1,
"4015.11",1,"4015.11",0,
"4015.19",0,"4015.19",0,
"4015.90",0,"4015.90",0,
"4016.10",0,"4016.10",0,
"4016.91",0,"4016.91",0,
"4016.92",0,"4016.92",0,
"4016.93",0,"4016.93",0,
"4016.94",0,"4016.94",0,
"4016.95",0,"4016.95",0,
"4016.99",0,"4016.99",0,
"4017.00",0,"4017.00",0,
"4101.10",0,"4101.20",1,
"4101.21",1,"4101.20",1,
"4101.21",1,"4101.50",1,
"4101.22",0,"4101.90",1,
"4101.29",0,"4101.90",1,
"4101.30",1,"4101.20",1,
"4101.30",1,"4101.50",1,
"4101.30",1,"4101.90",1,
"4101.40",1,"4101.20",1,
"4101.40",1,"4101.50",1,
"4101.40",1,"4101.90",1,
"4102.10",0,"4102.10",0,
"4102.21",0,"4102.21",1,
"4102.29",0,"4102.29",1,
"4103.10",0,"4103.10",1,
"4103.20",0,"4103.20",1,
"4103.90",1,"4103.30",1,
"4103.90",1,"4103.90",1,
"4104.10",1,"4101.20",1,
"4104.10",1,"4104.11",1,
"4104.10",1,"4104.19",1,
"4104.10",1,"4104.41",1,
"4104.10",1,"4104.49",1,
"4104.10",1,"4107.11",1,
"4104.10",1,"4107.12",1,
"4104.10",1,"4107.19",1,
"4104.21",1,"4101.20",1,
"4104.21",1,"4101.50",1,
"4104.21",1,"4101.90",1,
"4104.21",1,"4104.11",1,
"4104.21",1,"4104.19",1,
"4104.22",1,"4101.20",1,
"4104.22",1,"4101.50",1,
"4104.22",1,"4101.90",1,
"4104.22",1,"4104.11",1,
"4104.22",1,"4104.19",1,
"4104.29",1,"4101.20",1,
"4104.29",1,"4101.50",1,
"4104.29",1,"4101.90",1,
"4104.29",1,"4104.11",1,
"4104.29",1,"4104.19",1,
"4104.31",1,"4104.41",1,
"4104.31",1,"4107.11",1,
"4104.31",1,"4107.12",1,
"4104.31",1,"4107.91",0,
"4104.31",1,"4107.92",0,
"4104.39",1,"4104.49",1,
"4104.39",1,"4107.19",1,
"4104.39",1,"4107.99",0,
"4105.11",1,"4102.21",1,
"4105.11",1,"4102.29",1,
"4105.11",1,"4105.10",1,
"4105.12",1,"4102.21",1,
"4105.12",1,"4102.29",1,
"4105.12",1,"4105.10",1,
"4105.19",0,"4105.10",1,
"4105.20",1,"4105.30",0,
"4105.20",1,"4112.00",0,
"4106.11",1,"4103.10",1,
"4106.11",1,"4106.21",1,
"4106.12",1,"4103.10",1,
"4106.12",1,"4106.21",1,
"4106.19",0,"4106.21",1,
"4106.20",1,"4106.22",0,
"4106.20",1,"4113.10",0,
"4107.10",1,"4103.30",1,
"4107.10",1,"4106.31",0,
"4107.10",1,"4106.32",0,
"4107.10",1,"4113.20",0,
"4107.21",1,"4103.20",1,
"4107.21",1,"4106.40",1,
"4107.29",1,"4103.20",1,
"4107.29",1,"4106.40",1,
"4107.29",1,"4113.30",0,
"4107.90",1,"4103.90",1,
"4107.90",1,"4106.91",0,
"4107.90",1,"4106.92",0,
"4107.90",1,"4113.90",0,
"4108.00",0,"4114.10",0,
"4109.00",0,"4114.20",0,
"4110.00",0,"4115.20",0,
"4111.00",0,"4115.10",0,
"4201.00",0,"4201.00",0,
"4202.11",0,"4202.11",0,
"4202.12",0,"4202.12",0,
"4202.19",0,"4202.19",0,
"4202.21",0,"4202.21",0,
"4202.22",0,"4202.22",0,
"4202.29",0,"4202.29",0,
"4202.31",0,"4202.31",0,
"4202.32",0,"4202.32",0,
"4202.39",0,"4202.39",0,
"4202.91",0,"4202.91",0,
"4202.92",0,"4202.92",0,
"4202.99",0,"4202.99",0,
"4203.10",0,"4203.10",0,
"4203.21",0,"4203.21",0,
"4203.29",0,"4203.29",0,
"4203.30",0,"4203.30",0,
"4203.40",0,"4203.40",0,
"4204.00",0,"4204.00",0,
"4205.00",0,"4205.00",0,
"4206.10",0,"4206.10",0,
"4206.90",0,"4206.90",0,
"4301.10",0,"4301.10",0,
"4301.20",0,"4301.80",1,
"4301.30",0,"4301.30",0,
"4301.40",0,"4301.80",1,
"4301.50",0,"4301.80",1,
"4301.60",0,"4301.60",0,
"4301.70",0,"4301.70",0,
"4301.80",0,"4301.80",1,
"4301.90",0,"4301.90",0,
"4302.11",0,"4302.11",0,
"4302.12",0,"4302.19",1,
"4302.13",0,"4302.13",0,
"4302.19",0,"4302.19",1,
"4302.20",0,"4302.20",0,
"4302.30",0,"4302.30",0,
"4303.10",0,"4303.10",0,
"4303.90",0,"4303.90",0,
"4304.00",0,"4304.00",0,
"4401.10",0,"4401.10",0,
"4401.21",0,"4401.21",0,
"4401.22",0,"4401.22",0,
"4401.30",0,"4401.30",0,
"4402.00",0,"4402.00",0,
"4403.10",0,"4403.10",0,
"4403.20",0,"4403.20",0,
"4403.41",0,"4403.41",0,
"4403.49",0,"4403.49",1,
"4403.91",0,"4403.91",0,
"4403.92",0,"4403.92",0,
"4403.99",1,"4403.49",1,
"4403.99",1,"4403.99",0,
"4404.10",0,"4404.10",0,
"4404.20",0,"4404.20",0,
"4405.00",0,"4405.00",0,
"4406.10",0,"4406.10",0,
"4406.90",0,"4406.90",0,
"4407.10",0,"4407.10",0,
"4407.24",0,"4407.24",0,
"4407.25",0,"4407.25",0,
"4407.26",0,"4407.26",0,
"4407.29",0,"4407.29",1,
"4407.91",0,"4407.91",0,
"4407.92",0,"4407.92",0,
"4407.99",1,"4407.29",1,
"4407.99",1,"4407.99",0,
"4408.10",0,"4408.10",1,
"4408.31",0,"4408.31",1,
"4408.39",0,"4408.39",1,
"4408.90",1,"4408.39",1,
"4408.90",1,"4408.90",1,
"4409.10",0,"4409.10",0,
"4409.20",0,"4409.20",0,
"4410.11",1,"4410.21",0,
"4410.11",1,"4410.29",1,
"4410.19",1,"4410.29",1,
"4410.19",1,"4410.31",0,
"4410.19",1,"4410.32",0,
"4410.19",1,"4410.33",0,
"4410.19",1,"4410.39",0,
"4410.90",0,"4410.90",0,
"4411.11",0,"4411.11",0,
"4411.19",0,"4411.19",0,
"4411.21",0,"4411.21",0,
"4411.29",0,"4411.29",0,
"4411.31",0,"4411.31",0,
"4411.39",0,"4411.39",0,
"4411.91",0,"4411.91",0,
"4411.99",0,"4411.99",0,
"4412.13",1,"4408.10",1,
"4412.13",1,"4408.31",1,
"4412.13",1,"4408.39",1,
"4412.13",1,"4408.90",1,
"4412.13",1,"4412.13",1,
"4412.14",1,"4408.10",1,
"4412.14",1,"4408.90",1,
"4412.14",1,"4412.13",1,
"4412.14",1,"4412.14",0,
"4412.19",1,"4408.10",1,
"4412.19",1,"4408.90",1,
"4412.19",1,"4412.13",1,
"4412.19",1,"4412.19",0,
"4412.22",1,"4408.10",1,
"4412.22",1,"4408.31",1,
"4412.22",1,"4408.39",1,
"4412.22",1,"4408.90",1,
"4412.22",1,"4412.22",1,
"4412.23",1,"4408.90",1,
"4412.23",1,"4412.22",1,
"4412.23",1,"4412.23",0,
"4412.29",1,"4408.10",1,
"4412.29",1,"4408.90",1,
"4412.29",1,"4412.22",1,
"4412.29",1,"4412.29",0,
"4412.92",1,"4408.10",1,
"4412.92",1,"4408.31",1,
"4412.92",1,"4408.39",1,
"4412.92",1,"4408.90",1,
"4412.92",1,"4412.92",1,
"4412.93",1,"4408.90",1,
"4412.93",1,"4412.92",1,
"4412.93",1,"4412.93",0,
"4412.99",1,"4408.10",1,
"4412.99",1,"4408.90",1,
"4412.99",1,"4412.92",1,
"4412.99",1,"4412.99",0,
"4413.00",0,"4413.00",0,
"4414.00",0,"4414.00",0,
"4415.10",0,"4415.10",0,
"4415.20",0,"4415.20",0,
"4416.00",0,"4416.00",0,
"4417.00",0,"4417.00",0,
"4418.10",0,"4418.10",0,
"4418.20",0,"4418.20",0,
"4418.30",0,"4418.30",0,
"4418.40",0,"4418.40",0,
"4418.50",0,"4418.50",0,
"4418.90",0,"4418.90",0,
"4419.00",0,"4419.00",0,
"4420.10",0,"4420.10",0,
"4420.90",0,"4420.90",0,
"4421.10",0,"4421.10",0,
"4421.90",0,"4421.90",0,
"4501.10",0,"4501.10",0,
"4501.90",0,"4501.90",0,
"4502.00",0,"4502.00",0,
"4503.10",0,"4503.10",0,
"4503.90",0,"4503.90",0,
"4504.10",0,"4504.10",0,
"4504.90",0,"4504.90",0,
"4601.10",1,"4601.91",1,
"4601.10",1,"4601.99",1,
"4601.20",0,"4601.20",0,
"4601.91",0,"4601.91",1,
"4601.99",0,"4601.99",1,
"4602.10",0,"4602.10",0,
"4602.90",0,"4602.90",0,
"4701.00",0,"4701.00",0,
"4702.00",0,"4702.00",0,
"4703.11",0,"4703.11",0,
"4703.19",0,"4703.19",0,
"4703.21",0,"4703.21",0,
"4703.29",0,"4703.29",0,
"4704.11",0,"4704.11",0,
"4704.19",0,"4704.19",0,
"4704.21",0,"4704.21",0,
"4704.29",0,"4704.29",0,
"4705.00",0,"4705.00",0,
"4706.10",0,"4706.10",0,
"4706.20",0,"4706.20",0,
"4706.91",0,"4706.91",0,
"4706.92",0,"4706.92",0,
"4706.93",0,"4706.93",0,
"4707.10",0,"4707.10",0,
"4707.20",0,"4707.20",0,
"4707.30",0,"4707.30",0,
"4707.90",0,"4707.90",0,
"4801.00",1,"4801.00",0,
"4801.00",1,"4802.61",1,
"4801.00",1,"4802.62",1,
"4801.00",1,"4802.69",1,
"4802.10",0,"4802.10",0,
"4802.20",0,"4802.20",1,
"4802.30",0,"4802.30",1,
"4802.40",0,"4802.40",1,
"4802.51",1,"4802.54",1,
"4802.51",1,"4802.61",1,
"4802.51",1,"4802.62",1,
"4802.51",1,"4802.69",1,
"4802.52",1,"4802.55",1,
"4802.52",1,"4802.56",1,
"4802.52",1,"4802.57",1,
"4802.52",1,"4802.61",1,
"4802.52",1,"4802.62",1,
"4802.52",1,"4802.69",1,
"4802.53",1,"4802.58",1,
"4802.53",1,"4802.61",1,
"4802.53",1,"4802.62",1,
"4802.53",1,"4802.69",1,
"4802.60",1,"4802.61",1,
"4802.60",1,"4802.62",1,
"4802.60",1,"4802.69",1,
"4803.00",0,"4803.00",0,
"4804.11",1,"4804.11",0,
"4804.11",1,"4823.90",1,
"4804.19",1,"4804.19",0,
"4804.19",1,"4823.90",1,
"4804.21",1,"4804.21",0,
"4804.21",1,"4823.90",1,
"4804.29",1,"4804.29",0,
"4804.29",1,"4823.90",1,
"4804.31",1,"4804.31",0,
"4804.31",1,"4823.90",1,
"4804.39",1,"4804.39",0,
"4804.39",1,"4823.90",1,
"4804.41",1,"4804.41",0,
"4804.41",1,"4823.90",1,
"4804.42",1,"4804.42",0,
"4804.42",1,"4823.90",1,
"4804.49",1,"4804.49",0,
"4804.49",1,"4823.90",1,
"4804.51",1,"4804.51",0,
"4804.51",1,"4823.90",1,
"4804.52",1,"4804.52",0,
"4804.52",1,"4823.90",1,
"4804.59",1,"4804.59",0,
"4804.59",1,"4823.90",1,
"4805.10",1,"4805.11",0,
"4805.10",1,"4823.90",1,
"4805.21",1,"4802.54",1,
"4805.21",1,"4802.55",1,
"4805.21",1,"4802.56",1,
"4805.21",1,"4802.57",1,
"4805.21",1,"4802.58",1,
"4805.21",1,"4802.61",1,
"4805.21",1,"4802.62",1,
"4805.21",1,"4802.69",1,
"4805.21",1,"4805.24",1,
"4805.21",1,"4805.25",1,
"4805.21",1,"4805.91",1,
"4805.21",1,"4805.92",1,
"4805.21",1,"4805.93",1,
"4805.21",1,"4823.90",1,
"4805.22",1,"4802.54",1,
"4805.22",1,"4802.55",1,
"4805.22",1,"4802.56",1,
"4805.22",1,"4802.57",1,
"4805.22",1,"4802.58",1,
"4805.22",1,"4802.61",1,
"4805.22",1,"4802.62",1,
"4805.22",1,"4802.69",1,
"4805.22",1,"4805.24",1,
"4805.22",1,"4805.25",1,
"4805.22",1,"4805.91",1,
"4805.22",1,"4805.92",1,
"4805.22",1,"4805.93",1,
"4805.22",1,"4823.90",1,
"4805.23",1,"4802.54",1,
"4805.23",1,"4802.55",1,
"4805.23",1,"4802.56",1,
"4805.23",1,"4802.57",1,
"4805.23",1,"4802.58",1,
"4805.23",1,"4802.61",1,
"4805.23",1,"4802.62",1,
"4805.23",1,"4802.69",1,
"4805.23",1,"4805.24",1,
"4805.23",1,"4805.25",1,
"4805.23",1,"4805.91",1,
"4805.23",1,"4805.92",1,
"4805.23",1,"4805.93",1,
"4805.23",1,"4823.90",1,
"4805.29",1,"4802.54",1,
"4805.29",1,"4802.55",1,
"4805.29",1,"4802.56",1,
"4805.29",1,"4802.57",1,
"4805.29",1,"4802.58",1,
"4805.29",1,"4802.61",1,
"4805.29",1,"4802.62",1,
"4805.29",1,"4802.69",1,
"4805.29",1,"4805.12",1,
"4805.29",1,"4805.19",1,
"4805.29",1,"4805.24",1,
"4805.29",1,"4805.25",1,
"4805.29",1,"4805.91",1,
"4805.29",1,"4805.92",1,
"4805.29",1,"4805.93",1,
"4805.29",1,"4823.90",1,
"4805.30",1,"4805.30",0,
"4805.30",1,"4823.90",1,
"4805.40",1,"4805.40",0,
"4805.40",1,"4823.20",1,
"4805.50",1,"4805.50",0,
"4805.50",1,"4823.90",1,
"4805.60",1,"4802.20",1,
"4805.60",1,"4802.30",1,
"4805.60",1,"4802.40",1,
"4805.60",1,"4802.54",1,
"4805.60",1,"4802.55",1,
"4805.60",1,"4802.56",1,
"4805.60",1,"4802.57",1,
"4805.60",1,"4802.61",1,
"4805.60",1,"4802.62",1,
"4805.60",1,"4802.69",1,
"4805.60",1,"4805.12",1,
"4805.60",1,"4805.19",1,
"4805.60",1,"4805.24",1,
"4805.60",1,"4805.91",1,
"4805.60",1,"4823.90",1,
"4805.70",1,"4802.20",1,
"4805.70",1,"4802.40",1,
"4805.70",1,"4802.58",1,
"4805.70",1,"4802.61",1,
"4805.70",1,"4802.62",1,
"4805.70",1,"4802.69",1,
"4805.70",1,"4805.12",1,
"4805.70",1,"4805.19",1,
"4805.70",1,"4805.25",1,
"4805.70",1,"4805.92",1,
"4805.70",1,"4823.90",1,
"4805.80",1,"4802.20",1,
"4805.80",1,"4802.58",1,
"4805.80",1,"4802.61",1,
"4805.80",1,"4802.62",1,
"4805.80",1,"4802.69",1,
"4805.80",1,"4805.12",1,
"4805.80",1,"4805.19",1,
"4805.80",1,"4805.25",1,
"4805.80",1,"4805.93",1,
"4805.80",1,"4823.90",1,
"4806.10",1,"4806.10",0,
"4806.10",1,"4823.90",1,
"4806.20",1,"4806.20",0,
"4806.20",1,"4823.90",1,
"4806.30",1,"4806.30",0,
"4806.30",1,"4823.90",1,
"4806.40",1,"4806.40",0,
"4806.40",1,"4823.90",1,
"4807.10",1,"4807.00",1,
"4807.10",1,"4823.90",1,
"4807.90",1,"4807.00",1,
"4807.90",1,"4823.90",1,
"4808.10",1,"4808.10",0,
"4808.10",1,"4823.90",1,
"4808.20",1,"4808.20",0,
"4808.20",1,"4823.90",1,
"4808.30",1,"4808.30",0,
"4808.30",1,"4823.90",1,
"4808.90",1,"4808.90",0,
"4808.90",1,"4823.90",1,
"4809.10",0,"4809.10",0,
"4809.20",0,"4809.20",0,
"4809.90",0,"4809.90",0,
"4810.11",1,"4810.13",1,
"4810.11",1,"4810.14",1,
"4810.11",1,"4810.19",1,
"4810.11",1,"4810.29",1,
"4810.12",1,"4810.13",1,
"4810.12",1,"4810.14",1,
"4810.12",1,"4810.19",1,
"4810.12",1,"4810.29",1,
"4810.21",0,"4810.22",1,
"4810.29",0,"4810.29",1,
"4810.31",0,"4810.31",1,
"4810.32",0,"4810.32",1,
"4810.39",1,"4810.29",1,
"4810.39",1,"4810.39",1,
"4810.91",0,"4810.92",1,
"4810.99",0,"4810.99",1,
"4811.10",0,"4811.10",1,
"4811.21",0,"4811.41",1,
"4811.29",0,"4811.49",1,
"4811.31",0,"4811.51",1,
"4811.39",0,"4811.59",1,
"4811.40",0,"4811.60",1,
"4811.90",0,"4811.90",1,
"4812.00",0,"4812.00",0,
"4813.10",0,"4813.10",0,
"4813.20",0,"4813.20",0,
"4813.90",0,"4813.90",0,
"4814.10",0,"4814.10",0,
