IES_ID;IES_NAME
1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA
1283;INSTITUTO MANCHESTER PAULISTA DE ENSINO SUPERIOR
1285;INSTITUTO DE ENSINO SUPERIOR DE MAIRIPORÃ
1286;FACULDADE SENAI DE TECNOLOGIA AMBIENTAL
1287;FACULDADE DE CIENCIAS GERENCIAIS DO PLANALTO CENTRAL
1288;FACULDADE INDEPENDENTE BUTANTÃ
1289;FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO
1290;FACULDADE ALBERT EINSTEIN DE SÃO PAULO
1291;FACULDADE DO NORTE PIONEIRO
1292;FACULDADES ADAMANTINENSES INTEGRADAS
1293;INSTITUTO DE ENSINO SUPERIOR DO OESTE PAULISTA
1294;FACULDADE DAS AMÉRICAS
1295;FACULDADE MORUMBI SUL
1296;ESCOLA SUPERIOR DE MARKETING
1297;FACULDADE DOURADOS
1298; Faculdade Estácio de Alagoas - Estácio FAL
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS
1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH
1301;INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR
1302;FACULDADE BATISTA BRASILEIRA
1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO
1304;FACULDADES INTEGRADAS DE RIBEIRÃO PIRES
1305;FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP
1306;FACULDADE DE CIENCIAS CONTABEIS DE CACOAL
1307;FACULDADE DE CIÊNCIAS HUMANAS DE GARÇA
1308;FACULDADE NOVO MILÊNIO
1309;FACULDADE JESUS MARIA JOSÉ
1310;FACULDADE DE AMERICANA
1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS
1312;FACULDADES INTEGRADAS DE RONDONÓPOLIS
1313;FACULDADE UNIDA DE SUZANO
1314;INSTITUTO DE ENSINO SUPERIOR JOÃO ALFREDO DE ANDRADE
1315;FACULDADE DE EDUCAÇÃO DA SERRA
1316;FACULDADE DA TERRA DE BRASILIA
1317;FACULDADE SUDOESTE PAULISTA
1318;FACULDADE JUVÊNCIO TERRA
1319;FACULDADE TECSOMA
1320;FACULDADE DE EDUCACAO FISICA DO LITORAL NORTE
1321;FACULDADE DE CIENCIAS ADMINISTRATIVAS E CONTABEIS DA ZONA NORTE
1322;FACULDADE EDUVALE DE AVARÉ
1323;FACULDADE TANCREDO NEVES
1324;FACULDADE DE INFORMÁTICA LEMOS DE CASTRO
1325;FACULDADE DE APUCARANA
1326;FACULDADE CAPIXABA DA SERRA
1327;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE
1328;FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA
1329;FACULDADE DE ADMINISTRACAO DE DIADEMA
1330;FACULDADE COTEMIG
1331;FACULDADE HOYLER DE COMUNICACAO SOCIAL
1332;FACULDADE DE COMUNICACAO SOCIAL DE HORTOLANDIA
1333;FACULDADE CECAP DO LAGO NORTE
1334;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA
1335;INSTITUTO DE ENSINO SUPERIOR THATHI
1336;FACULDADE ASSIS GURGACZ
1337;FACULDADE MATER DEI
1338;FACULDADE DE EDUCACAO DE PORTO VELHO
1339;FACULDADE DE CIENCIAS ADMINISTRATIVAS DE PARANAIBA
1340;FACULDADE DE CIENCIAS GERENCIAIS DE SETE LAGOAS
1341;FACULDADE DE ARQUITETURA E URBANISMO DO PLANALTO CENTRAL
1342;Faculdade Comunitária de Pedagogia da Serra
1343;FACULDADE DE EDUCACAO DA TERRA DE BRASILIA
1344;FACULDADE BORGES DE MENDONÇA
1345;FACULDADE ANHANGUERA DE OSASCO
1346;FACULDADE BATISTA DE MINAS GERAIS
1347;FACULDADE ADVENTISTA DE ADMINISTRACAO DE MINAS GERAIS
1348;FACULDADE BATISTA DE ADMINISTRACAO E INFORMATICA
1349;FACULDADE DE CIENCIAS ECONOMICAS DE AFONSO CLAUDIO
1350;FACULDADE DO VALE DO JAGUARIBE
1351;INSTITUTO SUPERIOR TUPY - IST
1352;FACULDADE ADVENTISTA DE EDUCACAO FISICA
1353;INSTITUTO DE ENSINO SUPERIOR DE GARÇA
1354;FACULDADE DE CIENCIA DE ADMINISTRACAO
1355;FACULDADES INTEGRADAS DE JAHU
1356;FACULDADES INTEGRADAS DE SANTA FÉ DO SUL
1357;INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO
1358;FACULDADE DE PEDAGOGIA DE AFONSO CLÁUDIO
1359;FACULDADE CAPIXABA DE NOVA VENÉCIA
1360;FACULDADE SÃO GABRIEL
1361;FACULDADE DOM ORIONE
1362;FACULDADE UBAENSE OZANAM COELHO
1363;FACULDADE VISCONDE DE CAIRÚ
1364;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA
1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO
1366;FACULDADE BARDDAL
1367;FACULDADE DE CIENCIA DA COMPUTACAO DE FORMIGA
1368;FACULDADE DE CIENCIAS CONTABEIS DE BOM DESPACHO
1369;FACULDADE SENAC DE TURISMO E HOTELARIA DE AGUAS DE SAO PEDRO
1370;FACULDADE SENAC DE TURISMO E HOTELARIA DE CAMPOS DO JORDAO
1371;FACULDADE DE MIRANDÓPOLIS
1372;FACULDADE SENAC DE EDUCACAO AMBIENTAL
1373;FACULDADE CASA BRANCA
1374;FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE
1375;FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA
1376;FACULDADE COMPACTO DE EDUCACAO
1377;FACULDADE DE CIENCIA E TECNOLOGIA DO PLANALTO CENTRAL
1378;FACULDADE ASSEMBLEIANA
1379;FACULDADES INTEGRADAS SÃO PEDRO
1380;FACULDADE DE DOMINGOS MARTINS
1381;FACULDADE MARTHA FALCÃO
1382;ESCOLA SUPERIOR DE TEOLOGIA
1383;FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS
1384;FACULDADE SANTA HELENA
1385;FACULDADES INTEGRADAS IPEP
1386;FACULDADE ESAMC CAMPINAS
1387;FACULDADE OCTÓGONO
1388;FACULDADE SUMARÉ
1389;FACULDADE TORRICELLI
1390;FACULDADE ELITE
1394;FACULDADE CASTRO ALVES
1395;FACULDADE DE CALDAS NOVAS
1396;FACULDADE DINÂMICA DAS CATARATAS
1397;FACULDADE OESTE MINEIRA DE INFORMATICA
1398;FACULDADE DE DIREITO DOS CAMPOS GERAIS
1399;FACULDADE UNISSA DE SARANDI
1400;FACULDADE METROPOLITANA DE CURITIBA
1401;FACULDADE ADELMAR ROSADO
1402;INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS
1403;FACULDADE DE PIMENTA BUENO
1404;FACULDADE DE PIRACANJUBA
1405;FACULDADE DE CIENCIAS CONTABEIS DE GUARAPARI
1406;FACULDADE DE ENGENHARIA E TECNOLOGIA DO INSTITUTO MAIRIPORÃ DE ENSINO SUPERIOR
1407;FACULDADE DE ECONOMIA E ADMINISTRACAO DOMUS
1408;FACULDADE DE SANTO ANDRE
1409;FACULDADE DO CENTRO LESTE
1410;ÁREA1 - FACULDADE DE CIÊNCIA E TECNOLOGIA
1411;FACULDADE DOIS DE JULHO
1412;FACULDADE ANHAGUERA DE JUNDIAÍ
1413;FACULDADE DE PRIMAVERA
1414;FACULDADE SÃO LUCAS
1415;FACULDADE MAGISTER
1416;FACULDADE GRANDE VITORIA
1417;FACULDADE CENECISTA DE CAMPO LARGO
1418;CENTRO UNIVERSITÁRIO TOLEDO
1419;CENTRO UNIVERSITÁRIO CURITIBA
1420;FACULDADES DE DRACENA
1422;CENTRO UNIVERSITÁRIO DO NORTE
1423;FACULDADE IDEAL
1424;FACULDADE PIO XII
1425;FACULDADE EVOLUTIVO
1426;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA
1427;FACULDADE DA SERRA GAÚCHA
1428;INSTITUTO DE ENSINO SUPERIOR PLANALTO
1429;FACULDADE BATISTA DO RIO DE JANEIRO
1430;FACULDADE INGÁ
1431;FACULDADE PIRATININGA
1432;FACULDADE BERTIOGA
1433;FACULDADE ORÍGENES LESSA
1434;INSTITUTO DE ENSINO SUPERIOR DE ITAPIRA
1435;FACULDADE DE VILA VELHA
1436;ESCOLA SUPERIOR BATISTA DO AMAZONAS
1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO
1438;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS
1439;FACULDADE DE CIÊNCIAS ECONÔMICAS
1440;INSTITUTO APHONSIANO DE ENSINO SUPERIOR
1441;FACULDADE DE TECNOLOGIA DO PIAUÍ
1442;FACULDADE DE DIREITO DE TANGARÁ DA SERRA
1443;FACULDADE NACIONAL
1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA
1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA
1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN
1447;FACULDADE DE DIREITO DE CARATINGA
1448;FACULDADE DO CENTRO EDUCACIONAL DE NITERÓI
1449;FACULDADE DE EDUCAÇÃO, ADMINISTRAÇÃO E TECNOLOGIA DE IBAITI
1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO
1451;FACULDADES INTEGRADAS DE SÃO CARLOS
1452;FACULDADE ATENAS MARANHENSE
1453;FACULDADE DO NORTE DO PARANÁ
1454;FACULDADE SALESIANA DO NORDESTE
1455;FACULDADE SANTÍSSIMO SACRAMENTO
1456;FACULDADE ANHANGUERA DE SERTÃOZINHO
1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN
1458;FACULDADE DO NORTE PAULISTA
1459;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS
1460;FACULDADE DE CIENCIAS SOCIAIS E APLICADAS DO COMPLEXO DE ENSINO SUPERIOR DO BRASIL
1461;FACULDADE DE TECNOLOGIA E CIÊNCIAS
1462;INSTITUTO PARAIBANO DE ENSINO RENOVADO
1463;FACULDADE ALFACASTELO
1464;HSM Escola Superior de Administração
1465;FACULDADE DE RIBEIRÃO PRETO
1466;INSTITUTO DE ENSINO SUPERIOR DE ALPHAVILLE
1467;FACULDADE CENECISTA DE VILA VELHA
1468;FACULDADE ESAMC UBERLÂNDIA
1469;FACULDADE DE CIÊNCIAS SOCIAIS DE FLORIANÓPOLIS
1470;FACULDADE CAMOES
1471;INSTITUTO DE ENSINO SUPERIOR DE LINHARES
1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI
1473;FACULDADE DE ADMINISTRACAO
1474;FACULDADE DE EDUCACAO DE ATIBAIA
1475;FACULDADE DE CIENCIAS ECONOMICAS DE CACOAL
1476;FACULDADES INTEGRADAS INTERAMERICANAS
1477;FACULDADE MICHELANGELO
1478;FACULDADE ANCHIETA
1479;FACULDADES INTEGRADAS TIBIRIÇÁ
1480;FACULDADE DE LETRAS DOMUS
1481;FACULDADE DE ADMINISTRACAO DE FLORIANOPOLIS
1482;FACULDADE DE CIENCIAS ECONOMICAS VIANNA JUNIOR
1483;FACULDADE DE CIENCIAS ECONOMICAS DE EUNAPOLIS
1484;FACULDADE IBMEC
1485;FACULDADE DE ENFERMAGEM DE CATANDUVA
1486;FACULDADE ESTÁCIO DE SÁ DE VITÓRIA
1487;FACULDADE DOM BOSCO
1488;FACULDADE PARAÍSO
1489;FACULDADE DE SELVÍRIA
1490;FACULDADE DE JAGUARIÚNA
1491;CENTRO UNIVERSITÁRIO INTERNACIONAL
1492;FACULDADE PITÁGORAS DE UBERLÂNDIA
1493;FACULDADE ALVES FARIA
1494;FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO
1495;FACULDADE UNIÃO DE QUEDAS DO IGUAÇU
1496;FACULDADE ESTÁCIO DE SÁ DE VILA VELHA
1497;FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO
1498;INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA
1499;FACULDADE ANHANGUERA DE TABOÃO DA SERRA
1500;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU
1501;FACULDADE LATINO AMERICANA DE EDUCAÇÃO
1502;FACULDADE PITÁGORAS DE JUNDIAÍ
1503;FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA
1504;FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ
1505;FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA
1506;INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR
1507;FACULDADE PROJEÇÃO DE CEILÂNDIA
1508;FACULDADE METROPOLITANA DE MARINGÁ
1509;FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE
1510;FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA
1511;FACULDADE DE ENFERMAGEM DOS CAMPOS GERAIS
1512;FACULDADE DE CIENCIA DA EDUCACAO DE LAGES
1513;INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO
1514;FACULDADE VALE DO CRICARÉ
1515;FACULDADE DE EDUCAÇÃO DE PORTO VELHO
1516;FACULDADE DE VINHEDO
1517;FACULDADE NOVO ATENEU DE GUARAPUAVA
1518;FACULDADE SANTA TEREZINHA
1519;FACULDADE DE PATO BRANCO
1520;FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS
1521;INSTITUTO DE ESTUDOS SUPERIORES DA AMAZÔNIA
1522;FACULDADE DE EDUCACAO DE GUARAPARI
1523;FACULDADE DE DIREITO FRANCISCO BELTRÃO
1524;FACULDADES INTEGRADAS OLGA METTIG
1525;FACULDADE DE CIÊNCIAS CONTÁBEIS DE AFONSO CLÁUDIO
1526;FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF
1527;FACULDADE TAMOIOS
1528;FACULDADE DE CIÊNCIAS HUMANAS SÃO PAULO
1529;FACULDADE DE EDUCACAO FISICA DE AMERICANA
1530;FACULDADE CENECISTA DE JOINVILLE - FACE
1531;FACULDADE DE ENFERMAGEM DO PLANALTO CENTRAL
1532;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA
1533;FACULDADE DE COMUNICACAO SOCIAL
1534;FACULDADE DE CIÊNCIAS, LETRAS E EDUCAÇÃO DO NOROESTE DO PARANÁ
1535;FACULDADE SÃO JUDAS TADEU DE PINHAIS
1536;FACULDADE DE TELÊMACO BORBA
1537;FACULDADE EXPONENCIAL
1538;FACULDADE PROJEÇÃO
1539;FACULDADE ÍTALO BRASILEIRA
1540;INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA
1541;FACULDADE FLAMINGO
1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE
1543;FACULDADE DE DIREITO DE LINHARES
1544;FACULDADE DECISÃO
1545;INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA
1546;FACULDADE DE EDUCAÇÃO SÃO FRANCISCO
1547;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE
1548;FACULDADE DE CAMPO GRANDE
1549;FACULDADE PALAS ATENA DE CHOPINZINHO
1550;FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU
1551;FACULDADE FRANCO BRASILEIRO
1552;FACULDADE PIAUIENSE
1553;FACULDADE DE ODONTOLOGIA DE SAO JOSE DO RIO PRETO
1554;FACULDADES INTEGRADAS DO VALE DO RIBEIRA
1555;FACULDADE DE DIREITO DE GUARAPUAVA
1556;FACULDADE SETE DE SETEMBRO
1557;UNIVERSIDADE FUMEC
1558;Faculdade Comunitária de João Monlevade
1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO
1561;FACULDADE ESAMC SOROCABA
1562;FACULDADE DE ILHA SOLTEIRA
1563;CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ
1564;FACULDADE SUL FLUMINENSE
1565;FACULDADE UNIME DE CIÊNCIAS JURÍDICAS
1566;FACULDADE DE CIENCIAS GERENCIAIS
1567;FACULDADE VIZINHANÇA VALE DO IGUAÇU
1568;FACULDADES INTEGRADAS DE CARATINGA
1569;FACULDADES INTEGRADAS DE ARARAQUARA
1570;FACULDADE DE CIENCIAS CONTABEIS DE POMBAL
1571;FACULDADE UNIME DE CIÊNCIAS SOCIAIS
1572;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS
1573;FACULDADE ALFREDO NASSER
1574;FACULDADE EDUCACIONAL DE MEDIANEIRA
1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ
1576;INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS
1577;FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ
1578;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE
1579;FACULDADE DE CIÊNCIAS SOCIAIS DE IBIRAÇU
1580;FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES
1581;FACULDADE DA CIDADE DE SANTA LUZIA
1582;FACULDADE DECISÃO
1583;FACULDADE DE TECNOLOGIA DE INDAIATUBA
1584;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ
1585;FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS
1586;UNIVERSIDADE DO VALE DO SAPUCAÍ
1587;FACULDADES INTEGRADAS DE TANGARÁ DA SERRA
1588;FACULDADE PITAGORAS DE TURISMO E HOTELARIA DE MONTES CLAROS
1589;FACULDADE DE CASCAVEL
1590;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS
1591;FACULDADE SEAMA
1592;FACULDADE DE ODONTOLOGIA DE MANAUS
1593;FACULDADE DE PEDAGOGIA DE EUNAPOLIS
1594;FACULDADE DE LETRAS DA INSTITUICAO DE ENSINO SUPERIOR DE GOIAS
1595;FACULDADE DE LETRAS UNIAO DE ENSINO SUPERIOR CERTO
1596;FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO
1597;FACULDADE SANTA FÉ
1598;FACULDADE POLITÉCNICA DE UBERLÂNDIA
1599;INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES
1600;INSTITUTO DE CIÊNCIAS DA SAÚDE
1601;FACULDADE CIDADE DE COROMANDEL
1602;FACULDADE DE CIENCIAS GERENCIAIS DO OESTE DE MINAS
1603;FACULDADE DE COMUNICACAO SOCIAL DO OESTE DE MINAS
1604;FACULDADE MAGNUN DE EDUCACAO FISICA E ESPORTE
1605;FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA
1606;FACULDADES INTEGRADAS DE CASSILÂNDIA
1607;FACULDADE LUTERANA SÃO MARCOS
1608;FACULDADE DE INFORMATICA DE PATOS
1609;FACULDADE DOS CERRADOS PIAUIENSES
1610;FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA
1611;FACULDADE EDUCACIONAL DE ARAPOTI
1612;FACULDADE SUL BRASIL
1613;FACULDADE ADVENTISTA PARANAENSE
1614;FACULDADE ASTORGA
1615;INSTITUTO SUPERIOR DO LITORAL DO PARANÁ
1616;FACULDADE ANGEL VIANNA
1617;FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA
1618;INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR
1619;FACULDADE ERNESTO RISCALI
1620;FACULDADE SANTA RITA
1621;FACULDADE NETWORK
1622;FACULDADE DO INTERIOR PAULISTA
1623;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA
1624;FACULDADE MARECHAL RONDON
1625;FACULDADE REUNIDA
1626;CENTRO DE TECNOLOGIA E CIENCIA CETEC
1627;FACULDADE DE EDUCACAO DE MONTE ALTO
1628;FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ
1629;INSTITUTO DE ENSINO SUPERIOR AQUIDAUANENSE
1630;FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIENCIAS E TECNOLOGIAS
1631;FACULDADE PITAGORAS DE FISIOTERAPIA DE MONTES CLAROS
1632;FACULDADE PITÁGORAS DE LONDRINA
1633;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE CUIABA
1634;Faculdade Comunitária da Serra
1635;FACULDADE DE CIENCIAS DA SAUDE
1636;CASTELLI ESCOLA SUPERIOR DE HOTELARIA
1637;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ
1638;FACULDADE DO AMAZONAS
1639;FACULDADE HÉLIO ROCHA
1640;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS
1641;FACULDADE SOCIAL DA BAHIA
1642;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA
1643;FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA
1644;FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO
1645;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ
1646;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO
1647;FACULDADE DE ENSINO E CULTURA DO CEARÁ
1648;FACULDADE COMPACTO DE COMUNICACAO SOCIAL
1649;FACULDADE DE COMUNICACAO DA SERRA
1650;FACULDADE J. SIMÕES ENSINO SUPERIOR
1651;FACULDADE DE EDUCAÇÃO
1652;FACULDADE DE VITÓRIA
1653;FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ
1654;INSTITUTO DE ENSINO SUPERIOR DE NOVA VENECIA
1655;FACULDADE CENECISTA DE SETE LAGOAS
1656;INSTITUTO DE ENSINO SUPERIOR DE TERESINA
1657;FACULDADE EDUCACIONAL DE DOIS VIZINHOS
1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA
1659;FACULDADE ESTÁCIO DE SÁ DE OURINHOS
1660;FACULDADE DE CIÊNCIAS SOCIAIS E TECNOLÓGICAS FACITEC
1661;Faculdade Projeção de Sobradinho
1662;Faculdade Comunitária de Administração e Educação de Vitória
1663;FACULDADE ARAGUAIA
1664;FACULDADE DA SAÚDE E ECOLOGIA HUMANA
1665;FACULDADE KENNEDY
1666;FACULDADE NOVOS HORIZONTES
1667;FACULDADE INTERNACIONAL DE CIÊNCIAS EMPRESARIAIS
1668;FACULDADE DE NEGÓCIOS DE BELO HORIZONTE
1669;INSTITUTO METROPOLITANO DE ENSINO SUPERIOR
1670;FACULDADE ASA DE BRUMADINHO
1671;FACULDADE DE ENSINO UNIFICADO DE BELO HORIZONTE
1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR
1673;FACULDADE DE AGRONOMIA DE POMBAL
1674;INSTITUTO SALESIANO DE FILOSOFIA
1675;FACULDADE METROPOLITANA DA GRANDE RECIFE
1676;FACULDADE SÃO MIGUEL
1677;FACULDADE DE ENSINO SUPERIOR DO PIAUÍ
1678;FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ
1679;FACULDADE DE CAMPINA GRANDE DO SUL
1680;FACULDADE DE CIÊNCIAS E TECNOLOGIA MATER CHRISTI
1681;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC
1682;FACULDADE SALESIANA MARIA AUXILIADORA
1683;FACULDADE PIAUIENSE
1684;FACULDADE DE RORAIMA
1685;FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS
1686;FACULDADE BARDDAL DE ARTES APLICADAS
1687;FACULDADE IDEPE
1688;FACULDADE SENAC DE EDUCACAO EM SAUDE
1689;FACULDADE SANTA IZILDINHA
1690;FACULDADE DE SÃO VICENTE
1691;FACULDADE PRÁXIS
1692;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA
1693;FACULDADE ITANHAÉM
1694;ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI
1695;FACULDADE DE EDUCAÇÃO DE BOM DESPACHO
1696;FACULDADE CENTRAL DE CRISTALINA
1697;FACULDADE ESCRITOR OSMAN DA COSTA LINS
1698;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DO CESCARELI
1699;FACULDADE DE EDUCAÇÃO DE JARU
1700;FACULDADE PROMOVE DE SETE LAGOAS
1701;FACULDADE MACHADO DE ASSIS
1702;ESTÁCIO ATUAL - FACULDADE ESTÁCIO DA AMAZÔNIA
1703;INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE
1704;FACULDADE DE ADMINISTRACAO DO ALTO VALE DO RIO TUBARAO
1705;FACULDADE DE EDUCACAO DO ALTO VALE DO RIO TUBARAO
1706;FACULDADE DE INFORMÁTICA DO RECIFE
1707;FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE
1708;INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR
1709;FACULDADE INTEGRADA DE PERNAMBUCO
1710;FACULDADE DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO
1711;FACULDADE DE PRESIDENTE PRUDENTE
1712;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA
1713;FACULDADE DE TECNOLOGIA DE SÃO VICENTE
1714;ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING
1715;FACULDADE DO SUL DA BAHIA
1716;FACULDADE UNIÃO DAS AMÉRICAS
1717;FACULDADE DE IMPERATRIZ
1718;FACULDADE NOBRE DE FEIRA DE SANTANA
1719;FACULDADE DE ADMINISTRACAO DE CAMPOS GERAIS
1720;FACULDADE MINAS GERAIS
1721;FACULDADE DE VIÇOSA
1722;FACULDADE DE PORTO VELHO
1723;ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO
1724;FACULDADE DE GUARARAPES
1725;FACULDADE XV DE AGOSTO
1726;FACULDADE SANTA AMÉLIA
1727;FACULDADE DE CARIACICA
1728;FACULDADE INTERAMERICANA DE PORTO VELHO
1729;FACULDADE DE ODONTOLOGIA DOS CAMPOS GERAIS
1730;FACULDADE NORTE CAPIXABA
1731;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS
1732;FACULDADE GENNARI E PEARTREE
1733;FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON
1734;FACULDADE INTEGRAL DIFERENCIAL
1735;FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO
1736;CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO
1737;FACULDADE DE INFORMATICA DE TAQUARA
1738;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO
1739;IMP de Ensino Superior - IMP
1740;FACULDADE DE TECNOLOGIA RADIAL
1741;FACULDADE DE TECNOLOGIA INTERAMÉRICA
1742;FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE
1743;FACULDADE DE TECNOLOGIA OSWALDO CRUZ
1744;FACULDADE DE TECNOLOGIA OPET
1745;FACULDADE DE TECNOLOGIA ALBERT EINSTEIN
1746;FACULDADE DE TECNOLOGIA DAS AMERICAS
1747;FACULDADE DE TECNOLOGIA FLAMINGO
1748;FACULDADE DE TECNOLOGIA MÁRIO DE ANDRADE
1749;FACULDADE LUSO-BRASILEIRA
1750;UNIDADE DE ENSINO SUPERIOR EXPOENTE
1751;FACULDADE DE DESIGN GRAFICO
