CO_SH4
3402
3819
3822
3917
3923
0207
0804
0805
1005
1602
1905
2106
2202
3004
3215
3403
3404
3824
3924
1701
2001
2205
2206
2207
2818
2827
3301
3405
3406
0101
0201
0209
2002
2208
2828
2830
2835
3006
3302
3503
3504
0210
0807
2005
2901
3303
3304
3506
3901
3918
3919
0202
0810
0811
1108
2304
2903
2905
3201
3202
3902
0301
0302
0901
1201
2008
2309
3204
3305
3903
1211
1702
1704
2009
2915
3206
3702
3904
3920
0402
1302
2401
3207
3208
3906
3907
0407
0409
1507
2101
2922
3306
3802
3805
0203
0504
1511
1512
1514
1516
2925
2929
3307
3808
3909
3910
3921
1517
1518
1521
1805
2102
2506
2507
2513
2936
3401
3922
0205
0510
1601
1806
2103
2516
2518
3001
3002
3003
3209
3913
3916
0206
0511
0706
2524
3210
3810
0709
0714
2601
3214
3812
3814
0801
0904
1902
2710
3815
0907
0910
2713
2715
2803
2804
3926
4010
4016
4104
4802
4911
5607
6117
6202
6203
6403
6404
6812
6813
7009
7217
7318
4001
4107
4409
4804
5201
5704
6204
6814
7219
4005
4006
4410
5705
5801
5802
5806
7010
7013
7223
7227
4412
4810
5902
6406
6505
6903
6905
6907
7304
3925
4008
4811
5911
6205
6206
6506
6704
6801
6908
7016
7019
4009
4115
4202
5207
5208
6802
7020
7306
4011
4818
6006
6102
4414
4415
6104
6217
6302
7103
7307
4203
4417
4819
5209
7106
4205
4206
4418
4820
6304
6305
7113
7115
4402
4407
4821
5305
6105
6307
6803
6804
6909
6912
6913
7116
7117
4012
4823
5404
6310
6401
7003
4013
4015
4421
5407
6107
6108
6402
6805
7007
7202
7207
7308
7309
4503
4702
4703
4901
4908
5502
5504
5508
5509
6109
6110
7208
4017
4408
5601
6806
7214
6115
6810
6811
7215
7315
7610
8207
8302
8305
8409
8413
8414
8419
8421
8432
8470
8471
8481
8482
8483
7326
7615
7616
8208
8433
8211
8310
8422
7320
8212
8402
8473
7903
7907
8214
8215
8407
8408
8424
8436
8474
8201
8437
8477
7407
7408
8301
8438
8439
8479
7411
7412
8202
8442
8443
8203
7321
7415
8428
8480
8204
8410
8415
8429
8453
8457
8458
8459
7323
7502
8205
8412
8431
8462
7324
7601
7604
8417
8466
7325
7606
7607
8418
8467
7608
7609
8502
8503
8511
8515
8516
8533
8536
8543
8706
8707
8708
8714
9026
9032
9403
9609
9613
8716
9617
9701
8504
8517
8535
8803
8544
8804
9001
9002
9998
8484
9004
9008
9014
9015
8512
9017
9027
9033
9104
9106
8518
8537
9018
9107
9306
9401
8505
9029
8507
8523
8538
9405
9999
8545
9020
9021
8487
8501
8508
8509
8526
8527
8546
9030
9406
9503
9504
8529
8539
8547
9031
9603
8607
9025
8531
8541
8609
8701
8532
8703
9604
0105
8704
9608
2104
2606
2941
3801
3806
1006
0808
2712
3908
1104
1105
3212
0305
2003
2203
2811
3213
3809
3912
0403
0405
0406
2825
3811
1209
1212
1301
2829
2832
2833
2836
2839
2841
2847
2849
0506
2308
2902
2907
2908
2909
3102
3823
0604
1520
2912
2914
3105
3505
2916
0803
2918
0903
1901
2504
2508
3205
2923
2927
3507
1004
1903
1904
2931
3703
4002
5402
5405
7108
4106
4504
4602
4902
6910
6911
4909
6106
7004
5512
5514
5515
7201
5603
7204
7205
5004
5007
5605
6211
6212
7310
4805
5101
5103
5701
5702
6214
6216
6405
7209
7210
7212
7312
4808
5703
7213
7216
7314
5811
5901
6111
6815
6902
5205
5903
5909
6114
6303
7317
6306
7222
7225
4302
6001
6004
6201
7228
7229
7303
6101
7014
6103
4419
4420
4822
5301
5308
5401
8209
8452
7901
8304
8456
8460
8461
8108
8213
8309
7418
7505
8411
8425
8427
8441
8450
8451
8711
8510
9109
9202
9028
9209
9304
8528
8540
8702
9019
8542
9022
9402
9024
1803
2933
2937
2939
9505
0401
2301
1106
2820
2821
2306
1604
9606
2904
0602
0701
0711
1404
3005
2523
2525
1515
2529
0909
2007
2708
5807
4112
3816
3911
4411
5211
5304
6112
5309
4807
4809
5501
3603
3605
3707
5602
4813
5608
7313
7612
8311
7220
6208
6209
6210
7002
7005
6808
7112
7114
8105
6501
7413
8210
7319
7419
7508
7605
8303
7211
7311
8308
8468
8426
8430
8448
8455
8465
8506
9113
8709
9003
9013
9404
8530
9506
9602
0507
2503
2505
2917
0702
1207
2919
2921
0712
2519
3203
0802
2924
2926
2709
0902
2006
2934
2942
3915
1001
3407
1801
2817
1102
0306
0307
3701
2906
3211
6113
4114
5210
6005
6116
4303
5503
4007
4413
5112
6207
5604
6301
7316
7806
8001
7017
8111
7305
8307
7614
8406
8464
8513
8534
8454
0102
9615
9616
0304
9105
9303
9305
0603
0713
2201
4601
2714
2802
3501
2814
4004
2402
3807
2501
3905
2517
2520
2603
2609
5212
5406
6809
5203
6507
4816
5906
8404
8003
8007
8101
8102
8306
8514
8608
8903
2826
1501
1509
0806
2910
9611
9612
2511
2512
0303
2602
2707
1603
3820
4201
6002
4903
4401
5516
3705
5609
4706
4113
6308
8206
7905
7221
8103
7302
6504
6904
8423
8525
8802
0508
0601
9205
9997
0813
0814
2302
2932
2938
2716
1202
2819
2834
2403
2204
1103
2526
2530
3103
3606
2615
7008
5808
5303
4806
4910
5511
4817
7006
8420
7105
8405
8463
0809
9102
8548
1804
2809
3821
3604
1504
2509
4101
5202
5204
4803
7226
8416
7409
8434
8522
8472
9610
9010
3817
2515
2920
2620
2930
4103
4404
5606
7224
5910
7403
0410
1605
0208
9618
2209
2815
2842
2522
3914
3104
4707
8445
8112
1502
1505
9507
9601
2940
2850
3602
6213
5311
9023
8712
9011
8521
9206
2823
2843
1703
1513
6807
6601
6309
8440
3706
9508
9607
0501
7206
4014
0106
9016
4905
7406
8907
2105
1401
7506
7218
1208
8478
6703
9208
7107
9704
1101
5804
7109
5513
3101
7110
0812
3804
2611
7015
8403
8104
7603
2610
6914
4204
2806
0408
4801
7613
6215
7801
7904
2824
2846
8519
8801
2004
4003
8715
9006
1508
7011
7404
8449
8705
9605
2853
2502
5809
4403
2711
5810
5905
7301
7410
0703
5105
4814
5907
7203
1522
1802
2307
2514
4812
7322
9101
2810
5506
9114
2616
5107
9007
8475
9705
8435
2935
4904
7101
7018
4907
9103
9702
8901
5408
8486
2844
0710
2808
4105
5109
5302
1506
3502
8906
2303
6901
0505
6702
8444
8713
5505
3813
7001
4906
7602
2521
2607
2928
6003
9703
2840
5510
5206
9111
0906
2801
5003
2831
4304
2805
5403
4416
9207
2701
3825
5908
9301
2837
2812
0708
0905
2822
9706
0104
2706
8109
4501
9112
2528
2807
4704
8106
0908
7405
6701
7104
8113
6602
1213
1008
1206
7507
8446
8476
2816
8447
7102
7501
2510
2845
1007
0404
6603
2911
8902
2621
8904
4301
7503
8002
5005
1503
5111
8469
7111
2852
1204
5805
0103
5803
6502
9614
8606
2613
0502
9005
8603
9201
2704
3818
2705
0704
5904
5310
1107
9110
3601
2703
8605
1210
2851
7611
8107
4406
7504
5002
2619
8401
9012
2702
5307
1214
2305
2614
5306
1003
2913
0204
8805
7402
3803
0707
4405
2848
1109
7804
2617
