cod_regsaude;municipio
31004;314055
31004;314315
31004;314675
31004;315510
31004;315660
31004;315710
31004;315810
31004;316030
31005;310340
31005;310650
31005;311950
31005;312650
31005;313545
31005;317160
31006;310400
31006;311150
31006;312950
31006;314920
31006;314980
31006;315300
31006;315770
31006;316810
31007;310163
31007;310210
31007;310290
31007;310560
31007;311220
31007;311320
31007;311630
31007;312150
31007;312940
31007;314660
31007;315440
31007;315730
31007;315870
31007;315940
31007;316620
31008;310620
31008;310640
31008;311000
31008;313460
31008;313660
31008;314230
31008;314480
31008;315390
31008;315460
31008;315480
31008;315670
31008;315780
31008;316830
31009;310670
31009;310810
31009;310900
31009;312060
31009;312410
31009;312600
31009;313010
31009;313665
31009;314015
31009;314070
31009;315040
31009;315530
31009;316292
31010;310740
31010;312320
31010;312470
31010;313880
31010;314050
31010;314240
31010;316660
31011;310860
31011;311115
31011;312965
31011;313005
31011;313535
31011;313865
31011;313868
31011;314200
31011;314795
31011;315057
31011;316110
31011;316240
31011;316420
31011;317000
31011;317052
31011;317090
31012;311010
31012;311210
31012;311330
31012;312200
31012;312420
31012;312530
31012;312595
31012;314587
31012;314875
31012;314900
31012;316920
31013;310780
31013;311340
31013;312385
31013;313055
31013;313090
31013;315015
31013;315725
31013;315935
31013;316095
31013;316447
31013;317005
31013;317057
31013;317115
31014;311310
31014;311490
31014;311540
31014;311800
31014;311830
31014;312040
31014;312140
31014;312390
31014;313390
31014;313540
31014;313790
31014;314590
31014;315080
31014;315380
31014;315520
31014;315910
31014;316090
31014;316600
31015;311860
31015;312980
31015;316553
31016;311880
31016;313560
31016;313730
31016;316225
31016;316265
31017;310300
31017;311940
31017;312000
31017;312180
31017;313500
31017;314030
31017;315053
31017;316870
31018;310480
31018;310920
31018;311910
31018;312090
31018;312570
31018;313110
31018;314250
31018;314360
31018;315320
31018;316060
31018;316935
31019;310240
31019;311350
31019;311680
31019;311810
31019;312010
31019;312100
31019;312160
31019;312540
31019;312550
31019;312760
31019;313250
31019;315330
31019;316020
31019;316590
31019;316710
31020;310390
31020;310420
31020;311420
31020;311660
31020;312230
31020;313350
31020;313530
31020;313720
31020;314890
31020;314970
31020;316040
31020;316180
31020;316460
31021;310510
31021;311980
31021;311995
31021;312610
31021;313030
31021;314130
31021;314650
31021;315050
31021;316820
31022;310850
31022;311270
31022;312030
31022;312670
31022;312780
31022;313657
31023;311455
31023;311690
31023;312700
31023;312710
31023;313340
31023;313440
31023;313862
31023;315070
31023;315160
31023;316130
31023;317043
31024;310180
31024;311265
31024;311920
31024;312220
31024;312370
31024;312580
31024;312690
31024;312730
31024;312750
31024;312770
31024;313320
31024;313507
31024;314010
31024;314420
31024;315750
31024;316160
31024;316165
31024;316300
31024;316550
31024;316770
31024;316840
31024;316950
31024;317150
31024;317190
31025;311380
31025;312260
31025;312310
31025;312800
31025;314060
31025;315600
31025;315680
31025;316610
31025;316650
31025;317180
31026;310410
31026;310950
31026;312830
31026;312870
31026;313690
31026;314300
31026;314410
31026;314510
31026;316390
31027;310050
31027;310630
31027;310880
31027;310925
31027;312250
31027;312930
31027;313115
31027;313130
31027;313610
31027;314170
31027;314435
31027;314995
31027;315895
31027;316260
31028;310540
31028;310770
31028;311535
31028;312590
31028;313170
31028;313280
31028;314370
31028;314750
31028;315720
31028;315800
31028;316050
31028;316190
31028;316480
31029;310890
31029;311720
31029;311850
31029;312110
31029;312740
31029;313240
31029;313990
31029;314040
31029;314730
31029;314910
31029;315090
31029;315100
31029;316320
31029;316540
31029;317220
31030;311700
31030;313330
31030;313400
31030;314140
31030;315217
31031;313220
31031;313370
31031;313380
31031;315060
31032;310980
31032;311110
31032;311180
31032;311260
31032;311580
31032;312910
31032;313140
31032;313420
31032;315980
31033;311547
31033;312430
31033;312733
31033;313505
31033;313510
31033;313925
31033;314085
31033;314100
31033;314290
31033;314505
31033;314655
31033;315220
31033;315450
31033;316695
31033;317103
31034;310825
31034;311783
31034;313210
31034;313520
31034;314915
31035;310600
31035;313620
31035;314470
31035;315570
31035;316100
31036;310855
31036;313630
31036;313753
31037;310280
31037;310360
31037;310610
31037;310680
31037;310720
31037;310750
31037;311590
31037;311620
31037;311960
31037;312500
31037;312738
31037;313670
31037;313850
31037;313860
31037;314080
31037;314540
31037;314780
31037;314940
31037;315010
31037;315540
31037;315590
31037;315727
31037;315860
31037;315930
31037;316750
31038;311460
31038;313040
31038;313080
31038;313430
31038;313450
31038;313820
31038;313870
31038;314460
31038;314990
31038;315470
31039;310440
31039;310460
31039;311530
31039;312290
31039;313260
31039;313800
31039;313840
31039;314670
31039;315410
31039;315840
31040;313695
31040;313930
31040;314225
31040;314270
31040;316245
31041;310030
31041;310205
31041;311290
31041;311600
31041;311740
31041;312352
31041;313120
31041;313770
31041;313867
31041;313940
31041;313950
31041;314053
31041;314090
31041;314400
31041;315190
31041;315350
31041;315415
31041;315790
31041;315890
31041;316255
31041;316360
31041;316760
31041;316805
31042;311570
31042;312083
31042;312210
31042;313180
31042;313960
31042;314150
31042;314467
31042;316105
31042;316257
31043;310445
31043;311230
31043;311610
31043;313652
31043;313835
31043;314180
31043;316970
31043;317107
31044;310730
31044;311650
31044;312380
31044;312660
31044;312735
31044;312825
31044;313200
31044;313640
31044;313680
31044;314330
31044;314545
31045;310310
31045;310550
31045;312490
31045;314210
31045;314220
31045;314390
31045;314820
31045;315645
31045;316140
31045;316443
31045;317140
31046;311370
31046;314430
31046;316670
31047;313190
31047;314000
31047;314610
31048;311300
31048;311545
31048;313230
31048;314630
31049;311760
31049;313020
31049;313830
31049;314520
31049;314580
31049;314710
31049;315140
31049;316310
31050;310190
31050;310760
31050;311240
31050;311280
31050;311510
31050;311640
31050;312120
31050;312340
31050;312630
31050;312810
31050;312970
31050;313375
31050;314790
31050;315150
31050;316220
31050;316294
31050;316430
31050;317060
31051;310380
31051;311430
31051;312070
31051;312860
31051;312890
31051;313710
31051;313750
31051;314120
31051;314800
31051;315340
31051;315550
31051;315970
31051;316170
31051;316210
31051;316680
31051;316890
31051;317075
31051;317100
31052;310010
31052;311930
31052;312350
31052;312480
31052;312790
31052;313160
31052;314310
31052;314810
31052;315640
31053;310100
31053;310270
31053;312235
31053;314870
31054;310940
31054;312960
31054;313810
31054;315120
31054;315213
31054;315760
31054;317080
31055;310260
31055;311030
31055;312990
31055;315180
31055;315920
31056;310040
31056;310230
31056;310250
31056;310570
31056;312170
31056;312270
31056;312820
31056;313550
31056;314585
31056;315020
31056;315210
31056;315400
31056;315490
31056;315500
31056;315740
31056;316010
31056;316340
31056;316400
31056;316556
31056;316630
31056;317050
31057;310140
31057;310790
31057;310830
31057;310910
31057;310970
31057;311050
31057;311060
31057;311360
31057;311780
31057;311790
31057;311990
31057;312440
31057;312450
31057;312510
31057;312920
31057;313060
31057;313150
31057;313360
31057;313490
31057;314340
31057;314380
31057;314440
31057;314600
31057;315250
31057;315960
31057;316230
31057;316440
31057;316557
31057;316580
31057;316740
31057;316905
31057;316910
31057;316980
31058;310110
31058;310220
31058;311840
31058;312737
31058;313410
31058;315430
31058;315950
31059;310665
31059;312087
31059;312707
31059;313065
31059;314345
31059;314465
31059;314537
31059;314625
31059;315560
31059;315650
31059;315700
31059;315737
31059;316045
31059;316270
31059;316800
31059;317065
31060;310060
31060;311205
31060;312695
31060;313655
31060;314840
31060;314860
31060;315820
31060;316280
31060;316350
31060;316410
31060;316450
31061;310080
31061;310800
31061;311040
31061;311120
31061;311190
31061;311200
31061;311400
31061;311450
31061;312020
31061;314560
31061;314770
31061;315880
31061;315990
31061;316120
31062;310330
31062;314570
31062;316070
31063;310590
31063;311520
31063;311970
31063;312300
31063;313000
31063;313740
31063;313910
31063;314450
31063;315030
31063;315270
31063;315420
31063;315610
31063;315733
31063;316250
31063;316500
31063;316530
31063;316880
31064;310690
31064;312130
31064;312850
31064;313980
31064;314020
31064;314950
31064;315620
31064;316290
31064;316560
31065;310120
31065;310130
31065;310490
31065;311410
31065;311480
31065;311550
31065;311770
31065;312050
31065;312080
31065;312280
31065;313300
31065;313310
31065;313590
31065;313780
31065;314190
31065;314550
31065;314760
31065;315260
31065;316370
31065;316490
31065;316640
31065;316700
31065;316780
31065;317170
31066;313290
31066;313480
31066;314320
31066;315290
31066;316470
31066;316510
31067;310020
31067;310320
31067;310500
31067;310700
31067;310960
31067;310990
31067;311250
31067;311560
31067;311890
31067;312640
31067;312720
31067;313100
31067;313570
31067;313970
31067;314350
31067;314640
31067;314690
31067;314740
31067;314960
31067;315200
31067;315360
31067;315370
31067;315850
31067;316720
31068;310285
31068;310470
31068;311080
31068;312675
31068;312680
31068;313270
31068;313700
31068;313920
31068;314490
31068;314530
31068;314620
31068;315000
31068;315240
31068;316330
31068;316555
31068;316860
31069;311070
31069;311090
31069;311390
31069;316080
31069;316520
31069;316930
31070;310710
31070;311870
31070;313050
31070;315830
31070;316940
31071;310870
31071;311670
31071;312190
31071;312330
31071;312400
31071;312840
31071;312880
31071;312900
31071;314160
31071;315130
31071;315310
31071;315580
31071;315630
31071;316150
31071;316570
31071;316730
31071;316790
31071;316900
31071;316990
31071;317200
31072;310070
31072;311140
31072;311730
31072;311820
31072;312125
31072;315690
31072;317010
31072;317110
31073;310350
31073;310375
31073;311500
31073;313070
31073;314280
31073;314500
31073;315280
31073;316960
31073;317020
31074;310450
31074;310820
31074;310930
31074;310945
31074;311615
31074;312247
31074;312620
31074;314437
31074;314700
31074;315445
31074;317040
31074;317047
31075;311900
31075;312360
31075;314260
31075;316200
31075;317070
31076;311750
31076;311787
31076;313760
31076;314110
31076;314930
31076;315900
31076;316295
31076;317120
31077;310370
31077;311020
31077;311170
31077;314830
31077;314880
31077;315230
31077;316380
31077;316850
31077;317130
29000;299999
31000;310000
32001;320013
32001;320035
32001;320060
32001;320080
32001;320150
32001;320225
32001;320250
32001;320313
32001;320320
32001;320330
32001;320335
32001;320400
32001;320435
32001;320465
32001;320470
32001;320495
32001;320501
32001;320517
32002;320010
32002;320115
32002;320130
32002;320170
32002;320190
32002;320220
32002;320240
32002;320245
32002;320270
32002;320290
32002;320316
32002;320334
32002;320450
32002;320455
32002;320460
32002;320500
32002;320506
32002;320510
32002;320520
32002;320530
32003;320016
32003;320090
32003;320100
32003;320160
32003;320210
32003;320305
32003;320350
32003;320360
32003;320390
32003;320405
32003;320410
32003;320425
32003;320490
32003;320515
32004;320020
32004;320030
32004;320040
32004;320050
32004;320070
32004;320110
32004;320120
32004;320140
32004;320180
32004;320200
32004;320230
32004;320255
32004;320260
32004;320265
32004;320280
32004;320300
32004;320310
32004;320332
32004;320340
32004;320370
32004;320380
32004;320420
32004;320430
32004;320440
32004;320480
32004;320503
31000;319999
32000;320000
33001;330010
33001;330260
33001;330380
33002;330020
33002;330023
33002;330025
33002;330070
33002;330130
33002;330187
33002;330452
33002;330520
33002;330550
33003;330022
33003;330095
33003;330180
33003;330280
33003;330290
33003;330360
33003;330370
33003;330385
33003;330540
33003;330600
33003;330620
33004;330030
33004;330040
33004;330225
33004;330395
33004;330400
33004;330411
33004;330412
33004;330420
33004;330440
33004;330450
33004;330610
32000;329999
33004;330630
33005;330045
33005;330170
33005;330200
33005;330227
33005;330250
33005;330285
33005;330320
33005;330350
33005;330414
33004;336305
33005;330455
33005;330510
33005;330555
33006;330190
33006;330270
33006;330330
33006;330430
33006;330490
33006;330560
33006;330575
33007;330015
33007;330060
33007;330090
33007;330115
33007;330205
33007;330210
33007;330220
33007;330230
33007;330300
33007;330310
33007;330410
33007;330470
33007;330513
33007;330615
33008;330093
33008;330100
33008;330140
33008;330240
33008;330415
33008;330475
33008;330480
33008;330500
33009;330050
33009;330080
33009;330110
33009;330120
33009;330150
33009;330160
33009;330185
33009;330245
33009;330340
33009;330390
33009;330460
33009;330515
33009;330530
33009;330570
33009;330580
33009;330590
33005;334501
33005;334530
33000;330000
35001;350010
35001;351600
35001;352080
35001;352740
35001;352890
35001;353460
35001;353490
35001;354085
35001;354470
35001;354510
35002;352130
35002;353190
35002;353360
35002;353430
35002;354490
35002;354940
35003;350300
35003;350820
35003;351770
35003;352010
35003;352410
35003;352970
35004;351440
35004;351580
35004;352160
35004;352600
35004;353160
35004;353310
35004;353480
35004;353540
35004;353640
35004;354710
35004;354930
35004;355510
35005;350080
35005;350130
35005;350240
35005;350890
35005;351512
35005;351530
35005;352060
35005;352920
35005;353220
35005;353920
35005;354120
35005;354140
35005;354240
35005;354323
35005;354550
35005;354770
35005;354830
35005;355290
35005;355390
35006;351990
35006;352560
35006;353215
35006;354170
35006;354220
35007;350390
35007;350660
35007;351570
35007;351830
35007;351880
35007;352310
35007;353060
35007;353980
35007;354500
35007;354680
35007;355250
35008;350850
35008;352020
35008;352440
35008;352490
35008;353170
35008;353560
35008;354600
35008;354990
35009;351310
35009;351885
35009;352510
35009;352760
35009;354340
35009;354750
35009;354760
35009;355090
35009;355140
35009;355150
35010;350330
35010;351220
35010;352670
35010;353930
35010;354620
35011;350400
35011;350720
35011;351000
35011;351330
35011;351610
35011;351950
35011;352790
35011;352880
35011;353530
35011;353550
35011;353715
35011;353970
35011;355395
35012;352260
35012;353070
35012;353080
35012;355730
35013;350635
35013;351350
35013;351870
35013;352210
35013;353110
35013;353760
35013;354100
35013;354850
35013;355100
35014;350070
35014;350340
35014;350430
35014;350470
35014;350600
35014;350745
35014;350830
35014;351450
35014;351910
35014;352680
35014;352750
35014;352800
35014;353657
35014;353670
35014;353890
35014;353940
35014;354110
35014;354250
35017;350370
35017;351110
35017;351120
35017;351492
35017;351495
35017;351560
35017;352150
35017;352190
35017;352885
35017;353325
35017;353350
35017;353510
35017;353570
35017;353810
35017;353900
35017;354480
35017;354560
35017;355260
35017;355600
35018;350280
35018;350420
35018;350620
35018;350640
35018;351820
35018;351890
35018;353286
35018;353330
35018;354440
35018;354805
35018;355630
35019;350170
35019;350320
35019;350670
35019;351685
35019;353205
35019;354370
35019;354690
35019;355475
35020;350740
35020;351960
35020;352270
35020;353290
35020;355270
35021;350250
35021;350315
35021;350350
35021;350490
35021;350860
35021;350995
35021;351340
35021;351360
35021;351840
35021;352660
35021;352720
35021;353850
35021;354075
35021;354190
35021;354430
35021;354960
35021;355200
35022;350110
35022;350440
35022;350510
35022;350650
35022;350770
35022;350775
35022;350810
35022;351190
35022;351250
35022;351650
35022;351710
35022;352725
35022;352770
35022;353730
35022;353770
35022;354840
35022;355520
35023;351370
35023;351430
35023;351930
35023;354070
35023;354290
35023;354890
35024;350910
35024;352870
35024;353830
35024;354130
35024;354150
35025;351520
35025;351550
35025;351800
35025;352070
35025;352820
35025;352960
35025;353000
35025;353475
35025;353690
35025;354040
35025;354920
35025;354925
35025;355530
35026;350900
35026;350920
35026;351630
35026;351640
35026;352850
35027;351380
35027;352940
35027;354330
35027;354410
35027;354780
35027;354870
35027;354880
35028;350560
35028;351460
35028;351860
35028;352430
35028;353130
35028;353950
35028;354020
35028;354090
35028;355170
35029;350075
35029;350220
35029;350945
35029;351150
35029;351160
35029;351850
35029;352230
35029;354165
35029;355020
35029;355110
35029;355400
35030;350270
35030;350535
35030;350715
35030;350800
35030;351020
35030;351760
35030;352170
35030;352215
35030;352240
35030;352265
35030;352320
35030;353282
35030;354280
35030;354300
35030;354325
35030;354350
35030;355385
35031;350260
35031;350395
35031;351385
35031;351420
35031;352480
35031;352910
35031;352965
35031;353520
35031;353590
35031;354025
35031;354570
35031;354720
35031;354765
35031;354900
35031;355580
35031;355695
35032;350520
35032;350530
35032;350680
35032;350730
35032;350790
35032;351410
35032;352000
35032;352200
35032;352290
35032;352530
35032;352980
35032;355470
35033;350020
35033;352450
35033;352570
35033;352950
35033;353140
35033;353270
35033;353960
35033;353990
35033;355535
35033;355570
35033;355715
35035;350210
35035;351100
35035;351780
35035;352044
35035;352300
35035;352650
35035;353010
35035;353210
35035;353320
35035;353740
35035;355230
35035;355255
35036;351240
35036;351515
35036;352140
35036;352690
35037;350880
35037;351700
35037;351720
35037;352710
35037;354010
35037;354160
35037;354460
35037;355590
35038;351050
35038;352040
35038;355070
35038;355540
35039;351300
35039;351500
35039;351510
35039;352220
35039;352620
35039;354995
35039;355280
35039;355645
35040;350030
35040;350040
35040;351518
35040;354630
35040;354810
35040;354910
35040;355330
35040;355640
35041;350140
35041;350150
35041;350980
35041;351470
35041;351565
35041;351660
35041;351670
35041;351730
35041;351810
35041;352580
35041;352780
35041;352900
35041;353370
35041;353410
35041;353450
35041;354000
35041;354200
35041;355550
35041;355660
35042;350090
35042;350550
35042;350930
35042;351200
35042;351210
35042;351740
35042;351790
35042;352420
35042;353390
35042;355190
35043;351010
35043;351400
35043;352930
35043;354650
35043;355370
35045;350630
35045;351015
35045;351519
35045;352090
35045;353380
35045;353470
35045;354320
35045;354540
35045;354640
35045;355050
35045;355460
35045;355720
35046;350230
35046;350360
35046;350690
35046;350750
35046;351230
35046;352350
35046;352640
35046;353610
35046;353750
35046;354050
35046;354105
35046;355010
35046;355465
35047;350060
35047;351040
35047;351170
35047;351490
35047;353090
35047;353870
35047;354210
35047;354400
35047;354515
35047;354700
35047;355040
35048;351535
35048;353020
35048;354425
35048;355430
35049;350200
35049;351270
35049;352110
35049;352360
35049;354390
35049;354670
35050;350870
35050;351080
35050;351390
35050;352380
35050;353050
35050;354970
35050;355080
35050;355360
35051;350570
35051;351060
35051;352250
35051;352500
35051;353440
35051;353910
35051;354730
35052;353284
35052;354450
35052;354610
35052;354660
35052;354740
35052;355490
35053;350460
35053;350480
35053;351130
35053;351750
35053;351940
35053;351980
35053;352115
35053;353030
35053;353040
35053;353250
35053;353280
35053;353300
35053;353400
35053;353420
35053;353500
35053;353660
35053;354080
35053;354980
35053;355340
35053;355560
33000;339999
33000;330064
35054;355030
35055;350115
35055;350275
35055;350290
35055;350700
35055;351030
35055;351970
35055;352100
35055;352390
35055;352585
35055;352840
35055;353780
35055;353790
35055;354060
35055;354520
35055;354530
35055;355060
35055;355220
35055;355350
35055;355450
35055;355700
35056;350610
35056;353150
35056;355310
35056;355320
35056;355365
35056;355440
35056;355680
35056;355690
35057;351320
35057;351620
35057;352370
35057;352540
35057;353630
35057;353700
35057;354270
35057;354310
35057;354360
35057;354950
35058;350335
35058;350580
35058;351900
35058;351920
35058;353600
35058;354180
35058;354380
35058;355500
35059;350100
35059;350590
35059;350780
35059;350940
35059;351090
35059;354625
35059;354790
35060;350055
35060;350310
35060;350450
35060;350500
35060;351140
35060;351260
35060;351540
35060;351925
35060;352180
35060;352280
35060;352860
35060;353580
35060;353880
35060;355120
35060;355300
35060;355380
35060;355420
35061;350970
35061;352630
35061;353230
35061;353800
35061;354230
35061;354820
35061;354860
35061;355000
35061;355410
35061;355480
35062;350540
35062;350925
35062;350990
35062;351480
35062;352030
35062;352042
35062;352120
35062;352330
35062;352460
35062;352610
35062;352990
35062;353620
35062;353720
35062;354260
35062;355180
35063;350120
35063;350180
35063;351070
35063;351290
35063;351590
35063;351680
35063;351690
35063;352810
35063;352830
35063;353100
35063;353260
35063;353625
35063;354030
35063;354420
35063;355130
35063;355610
35063;355710
35064;350410
35064;350710
35064;350760
35064;352550
35064;353200
35064;353240
35064;353680
35064;353820
35064;353860
35064;355210
35064;355495
35064;355635
35065;350160
35065;350380
35065;350950
35065;351280
35065;351905
35065;351907
35065;352050
35065;352340
35065;352470
35065;353180
35065;353340
35065;353650
35065;353710
35065;354580
35065;354800
35065;355240
35065;355620
35065;355670
35066;350840
35066;350960
35066;352400
35066;352520
35066;352590
35066;352730
35066;355650
35067;350050
35067;350190
35067;352700
35067;353120
35067;355160
35054;358001
35054;358058
35000;350000
41001;410120
41001;410950
41001;410960
41001;411570
41001;411620
41001;411820
41001;411995
41002;410020
41002;410030
41002;410040
41002;410180
41002;410230
41002;410310
41002;410400
41002;410410
41002;410420
41002;410425
41002;410520
41002;410580
41002;410620
41002;410690
41002;410765
41002;411125
41002;411320
41002;411430
41002;411910
41002;411915
41002;411950
41002;412080
41002;412120
41002;412220
41002;412230
41002;412550
41002;412760
41002;412788
41002;412863
41003;410160
41003;410465
41003;410490
41003;411050
41003;411140
41003;411200
41003;411770
41003;411940
41003;411990
41003;412010
41003;412510
41003;412630
41004;410773
41004;410895
41004;411010
41004;411020
41004;411070
41004;411390
41004;412150
41004;412200
41004;412700
41005;410304
41005;410395
41005;410442
41005;410445
41005;410845
41005;410865
41005;410940
41005;411325
41005;411330
41005;411545
41005;411705
41005;411780
41005;411930
41005;411960
41005;412015
41005;412060
41005;412175
41005;412215
41005;412796
41005;412865
41006;410130
41006;410290
41006;410680
41006;410850
41006;411860
41006;411870
41006;412030
41006;412560
41006;412820
41007;410322
41007;410540
41007;410570
41007;410645
41007;410650
41007;410965
41007;411120
41007;411440
41007;411530
41007;411760
41007;411850
41007;412480
41007;412627
41007;412665
41007;412870
41008;410100
41008;410260
41008;410275
41008;410302
41008;410315
41008;410450
41008;410657
41008;410720
41008;410740
41008;410785
41008;410840
41008;411435
41008;411540
41008;411695
41008;411725
41008;411900
41008;411925
41008;411980
41008;412035
41008;412140
41008;412160
41008;412280
41008;412300
41008;412380
41008;412440
41008;412520
41008;412860
41009;410830
41009;411095
41009;411560
41009;411580
41009;411605
41009;412125
41009;412405
41009;412570
41009;412635
41010;410105
41010;410305
41010;410335
41010;410345
41010;410405
41010;410460
41010;410480
41010;410500
41010;410530
41010;410630
41010;410712
41010;410754
41010;410820
41010;410930
41010;410975
41010;411005
41010;411065
41010;411275
41010;411345
41010;411670
41010;412090
41010;412382
41010;412402
41010;412785
41010;412855
41011;410045
41011;410170
41011;410250
41011;410300
41011;410390
41011;410430
41011;410655
41011;410750
41011;410755
41011;410770
41011;410860
41011;411080
41011;411220
41011;411295
41011;411373
41011;411400
41011;411610
41011;411680
41011;411880
41011;412065
41011;412110
41011;412135
41011;412250
41011;412720
41011;412800
41012;410050
41012;410070
41012;410337
41012;410347
41012;410660
41012;410725
41012;410752
41012;410832
41012;410990
41012;411060
41012;411155
41012;411470
41012;411510
41012;411720
41012;411885
41012;411890
41012;412535
41012;412690
41012;412810
41012;412862
41012;412880
41013;410550
41013;410560
41013;410910
41013;411040
41013;411240
41013;411300
41013;412260
41013;412555
41013;412610
41013;412680
41013;412790
41014;410060
41014;410090
41014;410670
41014;410710
41014;410890
41014;411030
41014;411130
41014;411260
41014;411350
41014;411500
41014;411590
41014;411650
41014;411710
41014;411800
41014;411830
41014;411840
41014;411970
41014;412020
41014;412100
41014;412330
41014;412370
41014;412395
41014;412420
41014;412460
41014;412490
41014;412590
41014;412670
41014;412730
41015;410115
41015;410210
41015;410220
41015;410590
41015;410730
41015;410780
41015;410790
41015;410810
41015;411000
41015;411090
41015;411110
41015;411160
41015;411360
41015;411410
41015;411420
41015;411480
41015;411520
41015;411630
41015;411640
41015;411690
41015;411740
41015;411750
41015;411810
41015;412040
41015;412340
41015;412360
41015;412450
41015;412530
41015;412625
41015;412830
41016;410140
41016;410150
41016;410320
41016;410330
41016;410350
41016;410380
41016;410760
41016;410870
41016;411210
41016;411310
41016;411490
41016;411550
41016;411575
41016;411729
41016;412210
41016;412270
41016;412580
41017;410080
41017;410190
41017;410280
41017;410340
41017;410370
41017;410510
41017;410800
41017;410920
41017;410980
41017;411190
41017;411270
41017;411370
41017;411380
41017;411600
41017;411965
41017;412000
41017;412033
41017;412050
41017;412240
41017;412650
41017;412667
41018;410010
41018;410110
41018;410240
41018;410600
41018;410640
41018;411100
41018;411340
41018;411660
41018;411700
41018;411721
41018;412130
41018;412190
41018;412310
41018;412320
41018;412390
41018;412430
41018;412470
41018;412600
41018;412620
41018;412640
41018;412840
41019;410270
41019;410360
41019;410470
41019;410610
41019;410775
41019;410900
41019;410970
41019;411170
41019;411180
41019;411230
41019;411280
41019;411290
41019;411920
41019;412070
41019;412180
41019;412290
41019;412400
41019;412410
41019;412540
41019;412660
41019;412780
41019;412850
41020;410200
41020;410715
41020;410753
41020;410880
41020;411460
41020;411535
41020;411585
41020;411722
41020;411745
41020;411790
41020;411845
41020;412085
41020;412350
41020;412545
41020;412575
41020;412740
41020;412770
41020;412795
41021;410700
41021;411007
41021;411730
41021;412170
41021;412710
41021;412750
41021;412853
41022;410165
41022;410185
41022;410440
41022;410685
41022;410855
41022;411150
41022;411250
41022;411342
41022;411375
41022;411450
41022;411573
41022;411727
41022;412217
41022;412265
41022;412385
41022;412500
35000;359999
41000;410000
42001;420080
42001;420208
42001;420209
42001;420215
42001;420257
42001;420490
42001;420500
42001;420535
42001;420640
42001;420660
42001;420765
42001;420775
42001;420840
42001;421050
42001;421090
42001;421100
42001;421200
42001;421223
42001;421415
42001;421520
42001;421535
42001;421555
42001;421568
42001;421625
42001;421670
42001;421715
42001;421720
42001;421730
42001;421795
42001;421875
42002;420050
42002;420055
42002;420310
42002;420410
42002;420420
42002;420435
42002;420440
42002;420470
42002;420475
42002;420543
42002;420665
42002;420785
42002;420895
42002;421140
42002;421145
42002;421210
42002;421290
42002;421315
42002;421420
42002;421507
42002;421569
42002;421600
42002;421755
42002;421775
42002;421885
42003;420010
42003;420253
42003;420350
42003;420445
42003;420517
42003;420530
42003;420560
42003;420768
42003;420917
42003;420945
42003;421055
42003;421165
42003;421185
42003;421227
42003;421340
42003;421575
42003;421610
42003;421690
42003;421910
42003;421950
42003;421970
42004;420020
42004;420030
42004;420180
42004;420190
42004;420285
42004;420419
42004;420510
42004;420690
42004;420740
42004;420850
42004;420915
42004;420950
42004;420990
42004;421085
42004;421270
42004;421370
42004;421400
42004;421410
42004;421450
42004;421460
42004;421480
42004;421530
42004;421567
42004;421780
42004;421860
42004;421920
42004;421935
42004;421940
42005;420200
42005;420245
42005;420320
42005;420710
42005;420820
42005;420830
42005;421000
42005;421130
42005;421250
42005;421280
42005;421350
42006;420125
42006;420170
42006;420220
42006;420240
42006;420270
42006;420290
42006;420515
42006;420590
42006;420630
42006;420750
42006;421320
42006;421470
42006;421510
42006;421820
42007;420060
42007;420070
42007;420090
42007;420110
42007;420120
42007;420230
42007;420370
42007;420540
42007;420570
42007;420600
42007;420980
42007;421020
42007;421150
42007;421190
42007;421230
42007;421430
42007;421570
42007;421590
42007;421630
42007;421660
42007;421725
42007;421800
42008;420005
42008;420040
42008;420287
42008;420360
42008;420390
42008;420400
41000;419999
42008;420415
42008;420520
42008;420670
42008;420680
42008;420860
42008;420900
42008;420920
42008;421003
42008;421105
42008;421180
42008;421850
42008;421915
42008;421917
42008;421985
42009;420160
42009;420300
42009;420315
42009;420480
42009;420550
42009;420555
42009;420675
42009;420757
42009;420970
42009;421005
42009;421070
42009;421300
42009;421335
42009;421440
42009;421540
42009;421550
42009;421605
42009;421790
42009;421825
42009;421930
42010;420075
42010;420127
42010;420165
42010;420430
42010;420760
42010;420770
42010;420780
42010;420800
42010;420985
42010;421187
42010;421260
42010;421310
42010;421390
42010;421750
42010;421960
42011;420130
42011;420205
42011;420210
42011;420450
42011;420580
42011;420650
42011;420845
42011;420890
42011;420910
42011;421060
42011;421620
42011;421635
42011;421740
42012;420213
42012;420330
42012;420380
42012;420790
42012;420810
42012;421010
42012;421030
42012;421110
42012;421220
42012;421360
42012;421500
42012;421580
42012;421830
42013;420100
42013;420243
42013;420250
42013;420260
42013;420325
42013;420340
42013;420417
42013;420455
42013;420930
42013;421175
42013;421189
42013;421205
42013;421330
42013;421505
42013;421650
42013;421680
42013;421890
42013;421895
42014;420140
42014;420195
42014;420207
42014;420519
42014;420870
42014;421040
42014;421080
42014;421125
42014;421225
42014;421380
42014;421565
42014;421640
42014;421770
42014;421810
42014;421880
42015;420425
42015;420460
42015;420545
42015;420700
42015;420960
42015;421120
42015;421160
42015;421170
42015;421760
42015;421835
42015;421900
42015;422000
42016;420150
42016;420280
42016;420395
42016;420610
42016;420620
42016;420720
42016;420730
42016;420880
42016;420940
