cod_mun_ibge	cod_mun_mdic
2708907	2708907
2700201	2700201
2701001	2701001
2701407	2701407
2702306	2702306
2703759	2703759
2704005	2704005
2707800	2707800
2708600	2708600
2709152	2709152
2702702	2702702
2703205	2703205
2706703	2706703
2706802	2706802
2707503	2707503
2801207	2801207
2802205	2802205
2802403	2802403
2802601	2802601
2803104	2803104
2804201	2804201
2804508	2804508
2805406	2805406
2805604	2805604
2801405	2801405
2802304	2802304
2804458	2804458
2805000	2805000
2805208	2805208
2806008	2806008
2800209	2800209
2801900	2801900
2803807	2803807
2804300	2804300
2804607	2804607
2807006	2807006
2800506	2800506
2801009	2801009
2802908	2802908
2803708	2803708
2803906	2803906
2804102	2804102
2806800	2806800
2805505	2805505
2807105	2807105
2807402	2807402
2803500	2803500
2805802	2805802
2800100	2800100
2800704	2800704
2801108	2801108
2801603	2801603
2802700	2802700
2804409	2804409
2804706	2804706
2805703	2805703
2806404	2806404
2807303	2807303
2801306	2801306
2802007	2802007
2806503	2806503
2807204	2807204
2803302	2803302
2803401	2803401
2804904	2804904
2805307	2805307
2806909	2806909
2801504	2801504
2802502	2802502
2803609	2803609
2804003	2804003
2805901	2805901
2806107	2806107
2806602	2806602
2800308	2800308
2800605	2800605
2804805	2804805
2806701	2806701
2800407	2800407
2800670	2800670
2801702	2801702
2803005	2803005
2805109	2805109
2806206	2806206
2807501	2807501
2807600	2807600
2802106	2802106
2802809	2802809
2803203	2803203
2806305	2806305
2902500	2902500
2903201	2903201
2907400	2907400
2911105	2911105
2919553	2919553
2926202	2926202
2928901	2928901
2901403	2901403
2904407	2904407
2909406	2909406
2909703	2909703
2920452	2920452
2928406	2928406
2930907	2930907
2933455	2933455
2906105	2906105
2908101	2908101
2909109	2909109
2909307	2909307
2917359	2917359
2928109	2928109
2928208	2928208
2929057	2929057
2930303	2930303
2905909	2905909
2907202	2907202
2909901	2909901
2918407	2918407
2924405	2924405
2926004	2926004
2930204	2930204
2930774	2930774
2900207	2900207
2907707	2907707
2911402	2911402
2919900	2919900
2924009	2924009
2927101	2927101
2902708	2902708
2904753	2904753
2913200	2913200
2915353	2915353
2921609	2921609
2922250	2922250
2933604	2933604
2903904	2903904
2907103	2907103
2910776	2910776
2923704	2923704
2930154	2930154
2930758	2930758
2901353	2901353
2901809	2901809
2906006	2906006
2910859	2910859
2917003	2917003
2917706	2917706
2924603	2924603
2930105	2930105
2932457	2932457
2901155	2901155
2903003	2903003
2903235	2903235
2905305	2905305
2906204	2906204
2907608	2907608
2911303	2911303
2912400	2912400
2913101	2913101
2914406	2914406
2914604	2914604
2918357	2918357
2918506	2918506
2919157	2919157
2922052	2922052
2925600	2925600
2929255	2929255
2930808	2930808
2932408	2932408
2905107	2905107
2905503	2905503
2906873	2906873
2917508	2917508
2921203	2921203
2921401	2921401
2921708	2921708
2923357	2923357
2924801	2924801
2925253	2925253
2925931	2925931
2929370	2929370
2929800	2929800
2930600	2930600
2933109	2933109
2933158	2933158
2902609	2902609
2903805	2903805
2911907	2911907
2912608	2912608
2914703	2914703
2919009	2919009
2919603	2919603
2920106	2920106
2922102	2922102
2927200	2927200
2931301	2931301
2933059	2933059
2900405	2900405
2901502	2901502
2901700	2901700
2908200	2908200
2908507	2908507
2908903	2908903
2910305	2910305
2910800	2910800
2913804	2913804
2914000	2914000
2914505	2914505
2916856	2916856
2923308	2923308
2924108	2924108
2924652	2924652
2925956	2925956
2927507	2927507
2928307	2928307
2928505	2928505
2928802	2928802
2929305	2929305
2930402	2930402
2931103	2931103
2931400	2931400
2909208	2909208
2918100	2918100
2924207	2924207
2927606	2927606
2930766	2930766
2906808	2906808
2906824	2906824
2910701	2910701
2921500	2921500
2922656	2922656
2925808	2925808
2925907	2925907
2931905	2931905
2932002	2932002
2900355	2900355
2901601	2901601
2902658	2902658
2907806	2907806
2907905	2907905
2910750	2910750
2911857	2911857
2916500	2916500
2922904	2922904
2923050	2923050
2923100	2923100
2923803	2923803
2926509	2926509
2926608	2926608
2902104	2902104
2903276	2903276
2903607	2903607
2906402	2906402
2906857	2906857
2908408	2908408
2911253	2911253
2913309	2913309
2919108	2919108
2922730	2922730
2924058	2924058
2926103	2926103
2926301	2926301
2928000	2928000
2928950	2928950
2930501	2930501
2931509	2931509
2933000	2933000
2900306	2900306
2900702	2900702
2901908	2901908
2902054	2902054
2902203	2902203
2909604	2909604
2913705	2913705
2927002	2927002
2929701	2929701
2907004	2907004
2908606	2908606
2910503	2910503
2910602	2910602
2917904	2917904
2901106	2901106
2907509	2907509
2915908	2915908
2921005	2921005
2925204	2925204
2929503	2929503
2931707	2931707
2902302	2902302
2904852	2904852
2904902	2904902
2907301	2907301
2908309	2908309
2909802	2909802
2910206	2910206
2911600	2911600
2917805	2917805
2920601	2920601
2922201	2922201
2922300	2922300
2922508	2922508
2927309	2927309
2928604	2928604
2928703	2928703
2929008	2929008
2929107	2929107
2929602	2929602
2929750	2929750
2933174	2933174
2905701	2905701
2906501	2906501
2910057	2910057
2916104	2916104
2919207	2919207
2919926	2919926
2927408	2927408
2929206	2929206
2930709	2930709
2933208	2933208
2904100	2904100
2904209	2904209
2904506	2904506
2907558	2907558
2912509	2912509
2913002	2913002
2914109	2914109
2919801	2919801
2923035	2923035
2923209	2923209
2931053	2931053
2900108	2900108
2901304	2901304
2902807	2902807
2904001	2904001
2904050	2904050
2908804	2908804
2912202	2912202
2915007	2915007
2918605	2918605
2919306	2919306
2921906	2921906
2922854	2922854
2923506	2923506
2924306	2924306
2926707	2926707
2929909	2929909
2932804	2932804
2933406	2933406
2900603	2900603
2901007	2901007
2901957	2901957
2904308	2904308
2909505	2909505
2914208	2914208
2914307	2914307
2915106	2915106
2916708	2916708
2916906	2916906
2917607	2917607
2918001	2918001
2918209	2918209
2918308	2918308
2918704	2918704
2918803	2918803
2919058	2919058
2920502	2920502
2920809	2920809
2921302	2921302
2922409	2922409
2922805	2922805
2924900	2924900
2927903	2927903
2929404	2929404
2932101	2932101
2900504	2900504
2910107	2910107
2919504	2919504
2923605	2923605
2926905	2926905
2905008	2905008
2905206	2905206
2906600	2906600
2911709	2911709
2912004	2912004
2913408	2913408
2917334	2917334
2917409	2917409
2918753	2918753
2919405	2919405
2920205	2920205
2921054	2921054
2921807	2921807
2923407	2923407
2924504	2924504
2926400	2926400
2930006	2930006
2932606	2932606
2902005	2902005
2904605	2904605
2906899	2906899
2908705	2908705
2909000	2909000
2911659	2911659
2917201	2917201
2919959	2919959
2920304	2920304
2924702	2924702
2925709	2925709
2926806	2926806
2931004	2931004
2931806	2931806
2901205	2901205
2902906	2902906
2903508	2903508
2903706	2903706
2903953	2903953
2904803	2904803
2905156	2905156
2906709	2906709
2910008	2910008
2912301	2912301
2913507	2913507
2920403	2920403
2921450	2921450
2922706	2922706
2925006	2925006
2925105	2925105
2933307	2933307
2910404	2910404
2915809	2915809
2916401	2916401
2916807	2916807
2917102	2917102
2919702	2919702
2920007	2920007
2925402	2925402
2926657	2926657
2905404	2905404
2905800	2905800
2913457	2913457
2917300	2917300
2920700	2920700
2922607	2922607
2924678	2924678
2925758	2925758
2931202	2931202
2932903	2932903
2900900	2900900
2902252	2902252
2902401	2902401
2903102	2903102
2903300	2903300
2903409	2903409
2904704	2904704
2905602	2905602
2906303	2906303
2908002	2908002
2910909	2910909
2911006	2911006
2911204	2911204
2911501	2911501
2912103	2912103
2912707	2912707
2912905	2912905
2913606	2913606
2913903	2913903
2914802	2914802
2914901	2914901
2915205	2915205
2915403	2915403
2915502	2915502
2915700	2915700
2916203	2916203
2916302	2916302
2916609	2916609
2918555	2918555
2920908	2920908
2922755	2922755
2923902	2923902
2927804	2927804
2928059	2928059
2929354	2929354
2931608	2931608
2932200	2932200
2932309	2932309
2932507	2932507
2932705	2932705
2933505	2933505
2900801	2900801
2906907	2906907
2910727	2910727
2911808	2911808
2912806	2912806
2914653	2914653
2915304	2915304
2915601	2915601
2916005	2916005
2918456	2918456
2918902	2918902
2921104	2921104
2922003	2922003
2923001	2923001
2925303	2925303
2925501	2925501
2927705	2927705
2931350	2931350
2933257	2933257
3104502	3104502
3108206	3108206
3109303	3109303
3109451	3109451
3122470	3122470
3126208	3126208
3144375	3144375
3170404	3170404
3170479	3170479
3108552	3108552
3128600	3128600
3136306	3136306
3137106	3137106
3137536	3137536
3147006	3147006
3153400	3153400
3161700	3161700
3170750	3170750
3171006	3171006
3108255	3108255
3116159	3116159
3117836	3117836
3130051	3130051
3132107	3132107
3135209	3135209
3136959	3136959
3139300	3139300
3140852	3140852
3142254	3142254
3142700	3142700
3149150	3149150
3150570	3150570
3161106	3161106
3162450	3162450
3170529	3170529
3115474	3115474
3124302	3124302
3127339	3127339
3135050	3135050
3135100	3135100
3139250	3139250
3141009	3141009
3142908	3142908
3145059	3145059
3146552	3146552
3152204	3152204
3154507	3154507
3166956	3166956
3101003	3101003
3106655	3106655
3120870	3120870
3122355	3122355
3127073	3127073
3130655	3130655
3143450	3143450
3144656	3144656
3145372	3145372
3155603	3155603
3156502	3156502
3157005	3157005
3157377	3157377
3160454	3160454
3162708	3162708
3168002	3168002
3170651	3170651
3109402	3109402
3129608	3129608
3135605	3135605
3137304	3137304
3138104	3138104
3151206	3151206
3154457	3154457
3157609	3157609
3164209	3164209
3170800	3170800
3108602	3108602
3111150	3111150
3112703	3112703
3116506	3116506
3118809	3118809
3126703	3126703
3127354	3127354
3129657	3129657
3135357	3135357
3136801	3136801
3138658	3138658
3138682	3138682
3142007	3142007
3143302	3143302
3147956	3147956
3152131	3152131
3162252	3162252
3162401	3162401
3162658	3162658
3170008	3170008
3170909	3170909
3171030	3171030
3108503	3108503
3120300	3120300
3127800	3127800
3132008	3132008
3136579	3136579
3146255	3146255
3107307	3107307
3123809	3123809
3126604	3126604
3128253	3128253
3145455	3145455
3120102	3120102
3121001	3121001
3121605	3121605
3125408	3125408
3125507	3125507
3127602	3127602
3153301	3153301
3165909	3165909
3102852	3102852
3104452	3104452
3106507	3106507
3112307	3112307
3113503	3113503
3116100	3116100
3126505	3126505
3132503	3132503
3135456	3135456
3136520	3136520
3138351	3138351
3141801	3141801
3169703	3169703
3171071	3171071
3103405	3103405
3113008	3113008
3119500	3119500
3134004	3134004
3145307	3145307
3146305	3146305
3152170	3152170
3171600	3171600
3102704	3102704
3117009	3117009
3133303	3133303
3141405	3141405
3148707	3148707
3101706	3101706
3105202	3105202
3122454	3122454
3125606	3125606
3134707	3134707
3135803	3135803
3136009	3136009
3136504	3136504
3140555	3140555
3143153	3143153
3146750	3146750
3155108	3155108
3156601	3156601
3157104	3157104
3158102	3158102
3160306	3160306
3104700	3104700
3115458	3115458
3126752	3126752
3126802	3126802
3132305	3132305
3137007	3137007
3139201	3139201
3145356	3145356
3146206	3146206
3148509	3148509
3152402	3152402
3165552	3165552
3168606	3168606
3100906	3100906
3106606	3106606
3113701	3113701
3120151	3120151
3127057	3127057
3138906	3138906
3144300	3144300
3157658	3157658
3166709	3166709
3170305	3170305
3109808	3109808
3112604	3112604
3129103	3129103
3131406	3131406
3134202	3134202
3159803	3159803
3103504	3103504
3103751	3103751
3111804	3111804
3115003	3115003
3115805	3115805
3130705	3130705
3142809	3142809
3152808	3152808
3169604	3169604
3170206	3170206
3100104	3100104
3119302	3119302
3120706	3120706
3123502	3123502
3124807	3124807
3127909	3127909
3131604	3131604
3143104	3143104
3148103	3148103
3156403	3156403
3166808	3166808
3103801	3103801
3114303	3114303
3128907	3128907
3137502	3137502
3141207	3141207
3148004	3148004
3155504	3155504
3159704	3159704
3162104	3162104
3168903	3168903
3111101	3111101
3114550	3114550
3116902	3116902
3127008	3127008
3127107	3127107
3133402	3133402
3134400	3134400
3138625	3138625
3150703	3150703
3151602	3151602
3161304	3161304
3170438	3170438
3100708	3100708
3111408	3111408
3117306	3117306
3118205	3118205
3121258	3121258
3170107	3170107
3171105	3171105
3104007	3104007
3111507	3111507
3129509	3129509
3145000	3145000
3149200	3149200
3149804	3149804
3153004	3153004
3156908	3156908
3157708	3157708
3168101	3168101
3100203	3100203
3107000	3107000
3115607	3115607
3143500	3143500
3146404	3146404
3152006	3152006
3169356	3169356
3104809	3104809
3109204	3109204
3119104	3119104
3120904	3120904
3125705	3125705
3131109	3131109
3136405	3136405
3142502	3142502
3143609	3143609
3153202	3153202
3160603	3160603
3103900	3103900
3107406	3107406
3123205	3123205
3124708	3124708
3135308	3135308
3137205	3137205
3138302	3138302
3138807	3138807
3140506	3140506
3142403	3142403
3153707	3153707
3166600	3166600
3103207	3103207
3105004	3105004
3109600	3109600
3109907	3109907
3112505	3112505
3118908	3118908
3126406	3126406
3127206	3127206
3131000	3131000
3134608	3134608
3135704	3135704
3139706	3139706
3141108	3141108
3146909	3146909
3147402	3147402
3149606	3149606
3153608	3153608
3158508	3158508
3159001	3159001
3167202	3167202
3102407	3102407
3117504	3117504
3118106	3118106
3122603	3122603
3132800	3132800
3143708	3143708
3147501	3147501
3156007	3156007
3160207	3160207
3160504	3160504
3164803	3164803
3166501	3166501
3167103	3167103
3126000	3126000
3145802	3145802
3147105	3147105
3151404	3151404
3163102	3163102
3106200	3106200
3106705	3106705
3109006	3109006
3110004	3110004
3117876	3117876
3118601	3118601
3124104	3124104
3129806	3129806
3130101	3130101
3136652	3136652
3137601	3137601
3140159	3140159
3140704	3140704
3144805	3144805
3149309	3149309
3153905	3153905
3154606	3154606
3154804	3154804
3156700	3156700
3157807	3157807
3162922	3162922
3162955	3162955
3165537	3165537
3171204	3171204
3102308	3102308
3105400	3105400
3106002	3106002
3107703	3107703
3115359	3115359
3121803	3121803
3125903	3125903
3131703	3131703
3136207	3136207
3136603	3136603
3144706	3144706
3155702	3155702
3157203	3157203
3158003	3158003
3161007	3161007
3161908	3161908
3163409	3163409
3168309	3168309
3106408	3106408
3108107	3108107
3120607	3120607
3132206	3132206
3133709	3133709
3135407	3135407
3142304	3142304
3150406	3150406
3155306	3155306
3121704	3121704
3131901	3131901
3140001	3140001
3146107	3146107
3114907	3114907
3115409	3115409
3118007	3118007
3118304	3118304
3120409	3120409
3121407	3121407
3123908	3123908
3133907	3133907
3145901	3145901
3153806	3153806
3159100	3159100
3160900	3160900
3108800	3108800
3113800	3113800
3116803	3116803
3122207	3122207
3123106	3123106
3127503	3127503
3128006	3128006
3140605	3140605
3148400	3148400
3156809	3156809
3157500	3157500
3162807	3162807
3165503	3165503
3166105	3166105
3171808	3171808
3100609	3100609
3112059	3112059
3126950	3126950
3136553	3136553
3148608	3148608
3158201	3158201
3163508	3163508
3164100	3164100
3164506	3164506
3101805	3101805
3110806	3110806
3112653	3112653
3119203	3119203
3122108	3122108
3123700	3123700
3125804	3125804
3126901	3126901
3127305	3127305
3127701	3127701
3132701	3132701
3133204	3133204
3135076	3135076
3140100	3140100
3144201	3144201
3144904	3144904
3150000	3150000
3161601	3161601
3161650	3161650
3163003	3163003
3163300	3163300
3167707	3167707
3169505	3169505
3171501	3171501
3171907	3171907
3115706	3115706
3131802	3131802
3139607	3139607
3141504	3141504
3144672	3144672
3161056	3161056
3162575	3162575
3100500	3100500
3103009	3103009
3106309	3106309
3119401	3119401
3131307	3131307
3135001	3135001
3136108	3136108
3140308	3140308
3141702	3141702
3144359	3144359
3149952	3149952
3158953	3158953
3168705	3168705
3107802	3107802
3109253	3109253
3113404	3113404
3120003	3120003
3122504	3122504
3123858	3123858
3129301	3129301
3130556	3130556
3130903	3130903
3131158	3131158
3150158	3150158
3150539	3150539
3157252	3157252
3159357	3159357
3160959	3160959
3162609	3162609
3164472	3164472
3168408	3168408
3170057	3170057
3170578	3170578
3101102	3101102
3102209	3102209
3117405	3117405
3118403	3118403
3120839	3120839
3127370	3127370
3131208	3131208
3134103	3134103
3144003	3144003
3151909	3151909
3154309	3154309
3159506	3159506
3168051	3168051
3105103	3105103
3119807	3119807
3123403	3123403
3130309	3130309
3141306	3141306
3151503	3151503
3164308	3164308
3168200	3168200
3170602	3170602
3114204	3114204
3116605	3116605
3117603	3117603
3122306	3122306
3130200	3130200
3133808	3133808
3145208	3145208
3149705	3149705
3160405	3160405
3161809	3161809
3164605	3164605
3104205	3104205
3110400	3110400
3119955	3119955
3126109	3126109
3133501	3133501
3146503	3146503
3148905	3148905
3150505	3150505
3100807	3100807
3111200	3111200
3111903	3111903
3112000	3112000
3120201	3120201
3149903	3149903
3158805	3158805
3108008	3108008
3114006	3114006
3114501	3114501
3130002	3130002
3145604	3145604
3147709	3147709
3150604	3150604
3159902	3159902
3161205	3161205
3101904	3101904
3107604	3107604
3112406	3112406
3112802	3112802
3115102	3115102
3116407	3116407
3121209	3121209
3126307	3126307
3129707	3129707
3133758	3133758
3147907	3147907
3152907	3152907
3162203	3162203
3162948	3162948
3104106	3104106
3109501	3109501
3128303	3128303
3128709	3128709
3132909	3132909
3134806	3134806
3136900	3136900
3143005	3143005
3143203	3143203
3144102	3144102
3145109	3145109
3163904	3163904
3164704	3164704
3165107	3165107
3101607	3101607
3102001	3102001
3104304	3104304
3114402	3114402
3114709	3114709
3117108	3117108
3122405	3122405
3125200	3125200
3139003	3139003
3147204	3147204
3151701	3151701
3166907	3166907
3107109	3107109
3110905	3110905
3111309	3111309
3111606	3111606
3113909	3113909
3118700	3118700
3123601	3123601
3128105	3128105
3130507	3130507
3142601	3142601
3158300	3158300
3160801	3160801
3165206	3165206
3169307	3169307
3169406	3169406
3170701	3170701
3101409	3101409
3102605	3102605
3105301	3105301
3108404	3108404
3110301	3110301
3111002	3111002
3129905	3129905
3130606	3130606
3134905	3134905
3143401	3143401
3146008	3146008
3151800	3151800
3159209	3159209
3107901	3107901
3108305	3108305
3109105	3109105
3110509	3110509
3110608	3110608
3117900	3117900
3119906	3119906
3124401	3124401
3124500	3124500
3125101	3125101
3127404	3127404
3131505	3131505
3133600	3133600
3143807	3143807
3152501	3152501
3165404	3165404
3165578	3165578
3165800	3165800
3169059	3169059
3169109	3169109
3109709	3109709
3113602	3113602
3117207	3117207
3117801	3117801
3119005	3119005
3129202	3129202
3144409	3144409
3149101	3149101
3159605	3159605
3162005	3162005
3162302	3162302
3163201	3163201
3164407	3164407
3167400	3167400
3169802	3169802
3101300	3101300
3104908	3104908
3110707	3110707
3114105	3114105
3115508	3115508
3117702	3117702
3133006	3133006
3133105	3133105
3135902	3135902
3137809	3137809
3145505	3145505
3147600	3147600
3152600	3152600
3163706	3163706
3164902	3164902
3167806	3167806
3101201	3101201
3102803	3102803
3103603	3103603
3107208	3107208
3107505	3107505
3114808	3114808
3120805	3120805
3138500	3138500
3141900	3141900
3147808	3147808
3165305	3165305
3166402	3166402
3167004	3167004
3108909	3108909
3118502	3118502
3120508	3120508
3121100	3121100
3122801	3122801
3132404	3132404
3139904	3139904
3140407	3140407
3147303	3147303
3150901	3150901
3151008	3151008
3171709	3171709
3172202	3172202
3114600	3114600
3130408	3130408
3130804	3130804
3134301	3134301
3134509	3134509
3138203	3138203
3138708	3138708
3144607	3144607
3154705	3154705
3115201	3115201
3119708	3119708
3123007	3123007
3137403	3137403
3139102	3139102
3144508	3144508
3150307	3150307
3152709	3152709
3154200	3154200
3156106	3156106
3157336	3157336
3158706	3158706
3162500	3162500
3165008	3165008
3168804	3168804
3101631	3101631
3102902	3102902
3105608	3105608
3105905	3105905
3112208	3112208
3113107	3113107
3113206	3113206
3121506	3121506
3129400	3129400
3154408	3154408
3157302	3157302
3166204	3166204
3100401	3100401
3105707	3105707
3122702	3122702
3128204	3128204
3135506	3135506
3145851	3145851
3150208	3150208
3152105	3152105
3154002	3154002
3154903	3154903
3155009	3155009
3157401	3157401
3160108	3160108
3164001	3164001
3165560	3165560
3166303	3166303
3170503	3170503
3171154	3171154
3100302	3100302
3102050	3102050
3112109	3112109
3112901	3112901
3116001	3116001
3123528	3123528
3137700	3137700
3138674	3138674
3139409	3139409
3139508	3139508
3140530	3140530
3140902	3140902
3148756	3148756
3153509	3153509
3154150	3154150
3157906	3157906
3158904	3158904
3162559	3162559
3163607	3163607
3167608	3167608
3102100	3102100
3102506	3102506
3103702	3103702
3108701	3108701
3110202	3110202
3111705	3111705
3116308	3116308
3116704	3116704
3124005	3124005
3137908	3137908
3148301	3148301
3148806	3148806
3150802	3150802
3152303	3152303
3153103	3153103
3155207	3155207
3163805	3163805
3166006	3166006
3168507	3168507
3171303	3171303
3103108	3103108
3105509	3105509
3110103	3110103
3113305	3113305
3122009	3122009
3124203	3124203
3124906	3124906
3125309	3125309
3125952	3125952
3142106	3142106
3142205	3142205
3143906	3143906
3145877	3145877
3148202	3148202
3149002	3149002
3156452	3156452
3161403	3161403
3164431	3164431
3169208	3169208
3171402	3171402
3104601	3104601
3121902	3121902
3123304	3123304
3128402	3128402
3128808	3128808
3129004	3129004
3141603	3141603
3151305	3151305
3155801	3155801
3156304	3156304
3161502	3161502
3165701	3165701
3167301	3167301
3167905	3167905
3169000	3169000
3169901	3169901
3172004	3172004
3103306	3103306
3106101	3106101
3106804	3106804
3106903	3106903
3115904	3115904
3116209	3116209
3119609	3119609
3121308	3121308
3125002	3125002
3127388	3127388
3128501	3128501
3136702	3136702
3138609	3138609
3139805	3139805
3140209	3140209
3140803	3140803
3145406	3145406
3145703	3145703
3146602	3146602
3149408	3149408
3149507	3149507
3150109	3150109
3155405	3155405
3155900	3155900
3156205	3156205
3157278	3157278
3158607	3158607
3159308	3159308
3159407	3159407
3160702	3160702
3162906	3162906
3165602	3165602
3167509	3167509
3101508	3101508
3104403	3104403
3115300	3115300
3122900	3122900
3124609	3124609
3132602	3132602
3138005	3138005
3138401	3138401
3146701	3146701
3151107	3151107
3154101	3154101
3158409	3158409
3160009	3160009
3172103	3172103
3200169	3200169
3200904	3200904
3202108	3202108
3203304	3203304
3200136	3200136
3201001	3201001
3203908	3203908
3204708	3204708
3205150	3205150
3205176	3205176
3200359	3200359
3200805	3200805
3201506	3201506
3202256	3202256
3203353	3203353
3204005	3204005
3204658	3204658
3203502	3203502
3203601	3203601
3204104	3204104
3204252	3204252
3201605	3201605
3203056	3203056
3204054	3204054
3204906	3204906
3200607	3200607
3202207	3202207
3202504	3202504
3203130	3203130
3203205	3203205
3204351	3204351
3205010	3205010
3200102	3200102
3201159	3201159
3201704	3201704
3201902	3201902
3203163	3203163
3203346	3203346
3205069	3205069
3202702	3202702
3202900	3202900
3204500	3204500
3204559	3204559
3204609	3204609
3204955	3204955
3201308	3201308
3205002	3205002
3205101	3205101
3205200	3205200
3205309	3205309
3200300	3200300
3200409	3200409
3202405	3202405
3202603	3202603
3204203	3204203
3204401	3204401
3200201	3200201
3201803	3201803
3202009	3202009
3202306	3202306
3202454	3202454
3202553	3202553
3202652	3202652
3203007	3203007
3203700	3203700
3200508	3200508
3200706	3200706
3201100	3201100
3201209	3201209
3201407	3201407
3203106	3203106
3203403	3203403
3203809	3203809
3204807	3204807
3205036	3205036
3202801	3202801
3203320	3203320
3204302	3204302
3300605	3300605
3302056	3302056
3302205	3302205
3302304	3302304
3303104	3303104
3304102	3304102
3306156	3306156
3300159	3300159
3300902	3300902
3302106	3302106
3303005	3303005
3304706	3304706
3305133	3305133
3301009	3301009
3301157	3301157
3304755	3304755
3304805	3304805
3305000	3305000
3300936	3300936
3301405	3301405
3302403	3302403
3304151	3304151
3300225	3300225
3300951	3300951
3303708	3303708
3305406	3305406
3306008	3306008
3301108	3301108
3301207	3301207
3301504	3301504
3302452	3302452
3300506	3300506
3301603	3301603
3303401	3303401
3305703	3305703
3304607	3304607
3305307	3305307
3305901	3305901
3301306	3301306
3304524	3304524
3305604	3305604
3300209	3300209
3300233	3300233
3300258	3300258
3300704	3300704
3301876	3301876
3305208	3305208
3305505	3305505
3300407	3300407
3302254	3302254
3303955	3303955
3304003	3304003
3304110	3304110
3304128	3304128
3304201	3304201
3304409	3304409
3306305	3306305
3300308	3300308
3304508	3304508
3306107	3306107
3300100	3300100
3303807	3303807
3301801	3301801
3302809	3302809
3302908	3302908
3303609	3303609
3303856	3303856
3306206	3306206
3303906	3303906
3305158	3305158
3305802	3305802
3300803	3300803
3304300	3304300
3302007	3302007
3302601	3302601
3305554	3305554
3300456	3300456
3301702	3301702
3301850	3301850
3301900	3301900
3302270	3302270
3302502	3302502
3302700	3302700
3302858	3302858
3303203	3303203
3303302	3303302
3303500	3303500
3304144	3304144
3304557	3304557
3304904	3304904
3305109	3305109
3305752	3305752
3502606	3402606
3503950	3403950
3513850	3413850
3514205	3414205
3524808	3424808
3529104	3429104
3529658	3429658
3532843	3432843
3535200	3435200
3535903	3435903
3540259	3440259
3540408	3440408
3544509	3444509
3545704	3445704
3546108	3446108
3546603	3446603
3547205	3447205
3547403	3447403
3547650	3447650
3549003	3449003
3554904	3454904
3555802	3455802
3556958	3456958
3515202	3415202
3515509	3415509
3518008	3418008
3520707	3420707
3528205	3428205
3529609	3429609
3530003	3430003
3534757	3434757
3536901	3436901
3549201	3449201
3555307	3455307
3501202	3401202
3501806	3401806
3510708	3410708
3512902	3412902
3536257	3436257
3540309	3440309
3544202	3444202
3556107	3456107
3557105	3457105
3500204	3400204
3500907	3400907
3504602	3404602
3504800	3404800
3511300	3411300
3517505	3417505
3517901	3417901
3519402	3419402
3519808	3419808
3521150	3421150
3524501	3424501
3525706	3425706
3529500	3429500
3530300	3430300
3530409	3430409
3532801	3432801
3533007	3433007
3533908	3433908
3534005	3434005
3534203	3434203
3535002	3435002
3536604	3436604
3539608	3439608
3540804	3440804
3549805	3449805
3553401	3453401
3555356	3455356
3555604	3455604
3557154	3457154
3503703	3403703
3509304	3409304
3511102	3411102
3511201	3411201
3514924	3414924
3514957	3414957
3533254	3433254
3535101	3435101
3535705	3435705
3538105	3438105
3545605	3445605
3551900	3451900
3552601	3452601
3504206	3404206
3515905	3415905
3516804	3416804
3516903	3416903
3518909	3418909
3528304	3428304
3532868	3432868
3533304	3433304
3549250	3449250
3528106	3428106
3531001	3431001
3531407	3431407
3532504	3432504
3532603	3432603
3532702	3432702
3539905	3439905
3551306	3451306
3555703	3455703
3521507	3421507
3521903	3421903
3528858	3428858
3533502	3433502
3544806	3444806
3556008	3456008
3505500	3405500
3512001	3412001
3512100	3412100
3517406	3417406
3521309	3421309
3524204	3424204
3529708	3429708
3531902	3431902
3533601	3433601
3534302	3434302
3544905	3444905
3549409	3449409
3503000	3403000
3508207	3408207
3517703	3417703
3520103	3420103
3524105	3424105
3513207	3413207
3516200	3416200
3523701	3423701
3525409	3425409
3536307	3436307
3537008	3437008
3542701	3442701
3543105	3443105
3543600	3443600
3549508	3449508
3506102	3406102
3510104	3410104
3515608	3415608
3518602	3418602
3524303	3424303
3531308	3431308
3531506	3431506
3539004	3439004
3539509	3439509
3546504	3446504
3553104	3453104
3553203	3453203
3553658	3453658
3553708	3453708
3554409	3454409
3556800	3456800
3556909	3456909
3505609	3405609
3507803	3407803
3513108	3413108
3514601	3414601
3518859	3418859
3525102	3425102
3527603	3427603
3540200	3440200
3540903	3440903
3543402	3443402
3547502	3447502
3547601	3447601
3550902	3450902
3551405	3451405
3551504	3451504
3551702	3451702
3501004	3401004
3505906	3405906
3509403	3409403
3510906	3410906
3546256	3446256
3547908	3447908
3502101	3402101
3511003	3411003
3517802	3417802
3520442	3420442
3523008	3423008
3530102	3430102
3532108	3432108
3533205	3433205
3537404	3437404
3552304	3452304
3552551	3452551
3502804	3402804
3506201	3406201
3518206	3418206
3526506	3426506
3544400	3444400
3548054	3448054
3556305	3456305
3501103	3401103
3504404	3404404
3505104	3405104
3506409	3406409
3506508	3406508
3507704	3407704
3507753	3407753
3508108	3408108
3511904	3411904
3512506	3412506
3516507	3416507
3517109	3417109
3527256	3427256
3527702	3427702
3537305	3437305
3537701	3437701
3548401	3448401
3555208	3455208
3508801	3408801
3517000	3417000
3517208	3417208
3517307	3417307
3525805	3425805
3527108	3427108
