cod_mun_ibge	cod_mun_mdic
3541604	3441604
3544608	3444608
3500709	3400709
3503406	3403406
3503604	3403604
3504305	3404305
3504701	3404701
3506003	3406003
3507456	3407456
3508306	3408306
3514502	3414502
3518107	3418107
3519105	3419105
3526803	3426803
3527504	3427504
3536570	3436570
3538907	3438907
3539400	3439400
3540101	3440101
3541109	3441109
3542503	3442503
3555505	3455505
3555901	3455901
3505203	3405203
3505302	3405302
3506805	3406805
3507308	3407308
3514106	3414106
3520004	3420004
3522000	3422000
3522901	3422901
3525300	3425300
3528007	3428007
3529807	3429807
3536703	3436703
3500550	3400550
3503109	3403109
3504503	3404503
3511409	3411409
3519253	3419253
3521804	3421804
3523503	3423503
3535804	3435804
3502309	3402309
3506904	3406904
3507506	3407506
3512308	3412308
3536109	3436109
3541059	3441059
3550100	3450100
3501707	3401707
3503208	3403208
3506706	3406706
3507407	3407407
3514007	3414007
3516853	3416853
3519600	3419600
3522703	3422703
3529302	3429302
3532058	3432058
3532900	3432900
3543709	3443709
3546900	3446900
3552700	3452700
3554755	3454755
3502002	3402002
3513702	3413702
3514304	3414304
3519303	3419303
3542909	3442909
3548906	3448906
3507902	3407902
3512704	3412704
3521101	3421101
3523602	3423602
3543907	3443907
3554706	3454706
3503307	3403307
3512209	3412209
3512407	3412407
3521408	3421408
3526704	3426704
3526902	3426902
3546207	3446207
3546702	3446702
3500600	3400600
3510401	3410401
3511706	3411706
3525854	3425854
3530904	3430904
3538709	3438709
3542107	3442107
3544004	3444004
3545159	3445159
3547007	3447007
3550407	3450407
3554508	3454508
3500303	3400303
3539301	3439301
3540705	3440705
3546306	3446306
3500402	3400402
3508702	3408702
3510807	3410807
3513900	3413900
3515186	3415186
3523800	3423800
3530508	3430508
3548104	3448104
3549102	3449102
3549706	3449706
3550803	3450803
3553302	3453302
3553609	3453609
3556404	3456404
3503802	3403802
3515152	3415152
3522604	3422604
3530706	3430706
3530805	3430805
3548005	3448005
3557303	3457303
3501608	3401608
3509502	3409502
3512803	3412803
3514908	3414908
3519055	3419055
3519071	3419071
3520509	3420509
3524709	3424709
3531803	3431803
3533403	3433403
3536505	3436505
3537107	3437107
3545803	3445803
3552403	3452403
3556206	3456206
3556701	3456701
3500501	3400501
3501905	3401905
3527009	3427009
3531209	3431209
3536802	3436802
3538204	3438204
3551603	3451603
3552106	3452106
3514403	3414403
3526001	3426001
3531605	3431605
3533106	3433106
3534807	3434807
3535408	3435408
3536406	3436406
3547106	3447106
3549300	3449300
3555109	3455109
3500105	3400105
3515806	3415806
3516002	3416002
3520806	3420806
3521606	3421606
3527405	3427405
3528908	3428908
3534609	3434609
3534906	3434906
3536000	3436000
3540853	3440853
3543808	3443808
3544707	3444707
3545100	3445100
3500808	3400808
3501301	3401301
3502408	3402408
3508900	3408900
3509106	3409106
3515129	3415129
3515301	3415301
3515350	3415350
3520608	3420608
3525607	3425607
3528700	3428700
3529203	3429203
3530201	3430201
3532207	3432207
3538303	3438303
3539202	3439202
3541208	3441208
3541307	3441307
3541406	3441406
3541505	3441505
3542206	3442206
3542404	3442404
3543238	3443238
3544251	3444251
3545506	3445506
3547700	3447700
3548302	3448302
3552908	3452908
3553906	3453906
3554300	3454300
3503356	3403356
3505807	3405807
3519006	3419006
3519204	3419204
3541802	3441802
3542008	3442008
3555000	3455000
3501400	3401400
3501509	3401509
3514700	3414700
3515657	3415657
3516606	3416606
3516705	3416705
3527801	3427801
3529005	3429005
3533700	3433700
3534104	3434104
3534500	3434500
3540002	3440002
3556602	3456602
3504008	3404008
3507209	3407209
3509809	3409809
3510005	3410005
3513306	3413306
3516101	3416101
3519501	3419501
3519907	3419907
3527900	3427900
3528809	3428809
3532157	3432157
3535309	3435309
3535507	3435507
3537156	3437156
3539707	3439707
3541703	3441703
3553955	3453955
3506300	3406300
3510153	3410153
3515194	3415194
3515400	3415400
3520905	3420905
3528601	3428601
3533809	3433809
3534708	3434708
3538808	3438808
3543204	3443204
3545407	3445407
3546405	3446405
3550506	3450506
3551207	3451207
3553005	3453005
3554201	3454201
3554607	3454607
3557204	3457204
3505005	3405005
3507159	3407159
3508009	3408009
3512605	3412605
3521705	3421705
3522406	3422406
3522802	3422802
3523206	3423206
3532827	3432827
3543501	3443501
3553807	3453807
3553856	3453856
3500758	3400758
3502200	3402200
3509452	3409452
3518503	3418503
3522307	3422307
3507001	3407001
3511508	3411508
3511607	3411607
3526407	3426407
3537503	3437503
3540507	3440507
3541653	3441653
3554003	3454003
3554656	3454656
3502705	3402705
3505351	3405351
3510203	3410203
3517604	3417604
3521200	3421200
3522158	3422158
3522653	3422653
3542800	3442800
3543006	3443006
3543253	3443253
3519709	3419709
3537800	3437800
3537909	3437909
3550209	3450209
3553500	3453500
3501152	3401152
3502754	3402754
3502903	3402903
3508405	3408405
3510302	3410302
3521002	3421002
3523909	3423909
3528403	3428403
3540606	3440606
3545209	3445209
3545308	3445308
3550605	3450605
3551108	3451108
3552205	3452205
3557006	3457006
3509601	3409601
3524006	3424006
3525904	3425904
3527306	3427306
3556503	3456503
3504107	3404107
3507100	3407100
3507605	3407605
3523404	3423404
3525201	3425201
3525508	3425508
3532009	3432009
3532405	3432405
3538600	3438600
3554953	3454953
3556354	3456354
3509700	3409700
3531704	3431704
3548203	3448203
3548609	3448609
3508504	3408504
3520202	3420202
3524402	3424402
3538006	3438006
3546009	3446009
3549904	3449904
3554102	3454102
3554805	3454805
3502507	3402507
3508603	3408603
3509957	3409957
3513405	3413405
3518404	3418404
3526605	3426605
3527207	3427207
3538501	3438501
3540754	3440754
3541901	3441901
3544301	3444301
3503158	3403158
3503505	3403505
3504909	3404909
3549607	3449607
3552007	3452007
3513603	3413603
3524907	3424907
3526308	3426308
3532306	3432306
3535606	3435606
3542305	3442305
3550001	3450001
3510500	3410500
3520400	3420400
3550704	3450704
3555406	3455406
3505401	3405401
3509254	3409254
3509908	3409908
3514809	3414809
3520301	3420301
3520426	3420426
3524600	3424600
3526100	3426100
3529906	3429906
3536208	3436208
3542602	3442602
3551801	3451801
3522109	3422109
3523305	3423305
3531100	3431100
3537206	3437206
3537602	3437602
3505708	3405708
3509205	3409205
3510609	3410609
3522505	3422505
3525003	3425003
3534401	3434401
3539103	3439103
3547304	3447304
3509007	3409007
3516309	3416309
3516408	3416408
3528502	3428502
3503901	3403901
3518800	3418800
3546801	3446801
3513009	3413009
3515004	3415004
3515103	3415103
3522208	3422208
3526209	3426209
3549953	3449953
3552809	3452809
3556453	3456453
3513801	3413801
3529401	3429401
3543303	3443303
3544103	3444103
3547809	3447809
3548708	3448708
3548807	3448807
3550308	3450308
3506607	3406607
3515707	3415707
3518305	3418305
3523107	3423107
3530607	3430607
3539806	3439806
3545001	3445001
3552502	3452502
3506359	3406359
3513504	3413504
3518701	3418701
3541000	3441000
3548500	3448500
3551009	3451009
4100608	4100608
4100905	4100905
4106704	4106704
4107108	4107108
4108908	4108908
4110300	4110300
4111308	4111308
4112603	4112603
4113502	4113502
4115002	4115002
4115903	4115903
4116505	4116505
4117107	4117107
4118006	4118006
4118105	4118105
4118303	4118303
4118402	4118402
4119707	4119707
4120200	4120200
4121000	4121000
4123303	4123303
4123709	4123709
4123956	4123956
4124202	4124202
4124608	4124608
4124905	4124905
4125902	4125902
4126702	4126702
4127304	4127304
4100509	4100509
4100707	4100707
4103370	4103370
4103479	4103479
4106605	4106605
4107256	4107256
4107520	4107520
4108320	4108320
4109906	4109906
4110607	4110607
4111555	4111555
4114708	4114708
4115101	4115101
4117206	4117206
4118857	4118857
4118907	4118907
4125357	4125357
4126900	4126900
4128104	4128104
4128625	4128625
4128807	4128807
4105508	4105508
4105607	4105607
4109104	4109104
4110409	4110409
4112405	4112405
4113007	4113007
4122602	4122602
4125555	4125555
4126108	4126108
4126801	4126801
4127908	4127908
4100459	4100459
4103008	4103008
4103909	4103909
4108601	4108601
4112207	4112207
4112959	4112959
4116109	4116109
4116802	4116802
4120655	4120655
4121356	4121356
4128005	4128005
4101705	4101705
4102505	4102505
4104303	4104303
4106555	4106555
4107504	4107504
4107553	4107553
4107702	4107702
4110805	4110805
4113734	4113734
4114005	4114005
4118808	4118808
4121109	4121109
4122503	4122503
4127205	4127205
4101150	4101150
4102109	4102109
4102208	4102208
4103404	4103404
4105102	4105102
4105904	4105904
4108106	4108106
4109203	4109203
4110003	4110003
4110904	4110904
4111902	4111902
4113601	4113601
4113809	4113809
4114104	4114104
4116307	4116307
4116406	4116406
4116901	4116901
4120408	4120408
4123402	4123402
4123600	4123600
4124509	4124509
4128302	4128302
4100806	4100806
4102802	4102802
4108007	4108007
4116000	4116000
4120002	4120002
4120333	4120333
4120507	4120507
4126504	4126504
4107306	4107306
4107801	4107801
4107900	4107900
4111100	4111100
4111605	4111605
4117404	4117404
4125308	4125308
4114203	4114203
4114807	4114807
4115200	4115200
4117503	4117503
4126256	4126256
4101408	4101408
4101507	4101507
4103503	4103503
4103800	4103800
4112108	4112108
4114906	4114906
4115754	4115754
4117297	4117297
4122701	4122701
4103701	4103701
4109807	4109807
4113700	4113700
4119657	4119657
4122404	4122404
4126678	4126678
4103206	4103206
4103305	4103305
4106852	4106852
4107603	4107603
4113106	4113106
4115507	4115507
4122107	4122107
4101655	4101655
4101853	4101853
4104402	4104402
4108551	4108551
4108700	4108700
4111506	4111506
4112504	4112504
4113429	4113429
4113759	4113759
4114500	4114500
4117271	4117271
4122172	4122172
4122651	4122651
4125001	4125001
4125803	4125803
4101903	4101903
4112702	4112702
4117214	4117214
4121307	4121307
4123204	4123204
4124707	4124707
4126009	4126009
4128401	4128401
4100103	4100103
4101101	4101101
4102406	4102406
4106001	4106001
4106407	4106407
4111001	4111001
4113403	4113403
4116604	4116604
4117008	4117008
4121901	4121901
4123105	4123105
4123907	4123907
4124301	4124301
4126405	4126405
4102703	4102703
4103602	4103602
4111803	4111803
4112900	4112900
4121802	4121802
4124103	4124103
4106100	4106100
4107009	4107009
4107751	4107751
4109708	4109708
4111704	4111704
4112306	4112306
4119202	4119202
4126207	4126207
4104709	4104709
4109005	4109005
4112801	4112801
4120705	4120705
4122909	4122909
4124004	4124004
4125407	4125407
4126603	4126603
4127809	4127809
4128500	4128500
4110078	4110078
4117305	4117305
4121703	4121703
4127106	4127106
4127502	4127502
4128534	4128534
4101606	4101606
4112009	4112009
4119400	4119400
4126306	4126306
4104659	4104659
4104907	4104907
4117701	4117701
4119905	4119905
4102000	4102000
4107157	4107157
4107538	4107538
4108205	4108205
4108809	4108809
4110656	4110656
4112751	4112751
4114609	4114609
4115358	4115358
4115853	4115853
4117222	4117222
4117453	4117453
4117909	4117909
4118451	4118451
4120853	4120853
4123501	4123501
4125456	4125456
4125753	4125753
4127403	4127403
4127700	4127700
4127957	4127957
4101051	4101051
4103057	4103057
4103354	4103354
4103453	4103453
4104055	4104055
4104600	4104600
4104808	4104808
4105003	4105003
4106308	4106308
4107124	4107124
4109302	4109302
4109757	4109757
4110052	4110052
4113452	4113452
4116703	4116703
4123824	4123824
4124020	4124020
4127858	4127858
4105300	4105300
4108304	4108304
4110953	4110953
4115606	4115606
4115804	4115804
4116059	4116059
4121257	4121257
4124053	4124053
4125704	4125704
4126355	4126355
4128559	4128559
4101002	4101002
4102752	4102752
4104501	4104501
4119004	4119004
4119806	4119806
4120358	4120358
4121406	4121406
4123808	4123808
4102604	4102604
4103024	4103024
4103156	4103156
4106571	4106571
4107207	4107207
4107405	4107405
4107850	4107850
4108403	4108403
4114351	4114351
4115408	4115408
4116950	4116950
4117255	4117255
4119251	4119251
4121604	4121604
4122800	4122800
4123006	4123006
4124400	4124400
4125209	4125209
4128609	4128609
4103222	4103222
4105409	4105409
4106506	4106506
4111209	4111209
4115309	4115309
4118501	4118501
4124806	4124806
4126272	4126272
4126652	4126652
4128708	4128708
4103040	4103040
4113254	4113254
4115739	4115739
4117800	4117800
4119608	4119608
4123857	4123857
4103958	4103958
4104428	4104428
4104451	4104451
4107546	4107546
4108452	4108452
4108650	4108650
4109401	4109401
4110201	4110201
4113304	4113304
4115457	4115457
4117057	4117057
4119301	4119301
4120150	4120150
4120903	4120903
4121752	4121752
4122156	4122156
4127965	4127965
4128658	4128658
4105706	4105706
4106456	4106456
4109658	4109658
4114401	4114401
4117602	4117602
4107736	4107736
4108957	4108957
4110102	4110102
4110508	4110508
4111407	4111407
4120606	4120606
4127007	4127007
4110706	4110706
4113908	4113908
4121505	4121505
4122008	4122008
4102901	4102901
4106803	4106803
4108502	4108502
4118600	4118600
4118709	4118709
4120309	4120309
4128203	4128203
4101309	4101309
4125100	4125100
4125605	4125605
4100202	4100202
4105201	4105201
4128633	4128633
4113205	4113205
4120101	4120101
4100400	4100400
4101804	4101804
4102307	4102307
4103107	4103107
4104006	4104006
4104204	4104204
4104253	4104253
4105805	4105805
4106209	4106209
4106902	4106902
4107652	4107652
4111258	4111258
4114302	4114302
4119152	4119152
4119509	4119509
4120804	4120804
4122206	4122206
4125506	4125506
4127882	4127882
4101200	4101200
4109500	4109500
4109609	4109609
4115705	4115705
4116208	4116208
4118204	4118204
4119954	4119954
4100301	4100301
4104105	4104105
4119103	4119103
4121208	4121208
4122305	4122305
4127601	4127601
4200804	4200804
4202081	4202081
4202099	4202099
4202156	4202156
4204905	4204905
4205001	4205001
4206405	4206405
4206603	4206603
4207650	4207650
4208401	4208401
4211009	4211009
4212007	4212007
4212239	4212239
4214151	4214151
4215075	4215075
4215208	4215208
4215554	4215554
4216255	4216255
4216701	4216701
4217204	4217204
4218756	4218756
4200507	4200507
4200556	4200556
4202578	4202578
4203105	4203105
4203501	4203501
4204103	4204103
4204202	4204202
4204350	4204350
4204400	4204400
4204707	4204707
4204756	4204756
4205357	4205357
4205431	4205431
4206652	4206652
4207759	4207759
4207858	4207858
4208955	4208955
4210506	4210506
4210902	4210902
4211405	4211405
4211454	4211454
4211652	4211652
4212106	4212106
4212908	4212908
4213153	4213153
4214201	4214201
4215356	4215356
4215687	4215687
4215695	4215695
4215752	4215752
4216008	4216008
4216909	4216909
4217154	4217154
4217303	4217303
4217550	4217550
4217758	4217758
4217956	4217956
4218855	4218855
4200101	4200101
4202537	4202537
4204459	4204459
4205175	4205175
4205308	4205308
4205605	4205605
4207684	4207684
4209177	4209177
4209458	4209458
4210555	4210555
4211850	4211850
4212270	4212270
4213401	4213401
4216107	4216107
4219101	4219101
4219507	4219507
4219705	4219705
4200408	4200408
4201604	4201604
4203006	4203006
4203154	4203154
4203907	4203907
4204004	4204004
4205209	4205209
4205506	4205506
4206702	4206702
4206751	4206751
4206801	4206801
4207577	4207577
4208609	4208609
4209003	4209003
4209201	4209201
4209706	4209706
4210035	4210035
4210050	4210050
4210704	4210704
4211801	4211801
4213005	4213005
4214409	4214409
4215406	4215406
4217907	4217907
4218509	4218509
4219176	4219176
4219309	4219309
4200754	4200754
4201273	4201273
4201653	4201653
4204301	4204301
4207601	4207601
4207700	4207700
4207809	4207809
4208005	4208005
4209854	4209854
4211876	4211876
4212601	4212601
4213104	4213104
4213906	4213906
4217501	4217501
4219606	4219606
4202131	4202131
4203808	4203808
4207908	4207908
4208104	4208104
4210100	4210100
4210308	4210308
4211108	4211108
4212205	4212205
4213609	4213609
4215679	4215679
4218251	4218251
4218301	4218301
4203303	4203303
4215000	4215000
4215802	4215802
4201307	4201307
4202057	4202057
4204509	4204509
4205803	4205803
4206504	4206504
4208450	4208450
4208906	4208906
4209102	4209102
4210605	4210605
4216206	4216206
4217402	4217402
4200051	4200051
4202875	4202875
4203600	4203600
4204806	4204806
4205555	4205555
4211058	4211058
4213302	4213302
4213351	4213351
4215505	4215505
4216057	4216057
4219150	4219150
4219853	4219853
4201000	4201000
4202438	4202438
4202503	4202503
4202602	4202602
4203253	4203253
4203402	4203402
4204152	4204152
4204178	4204178
4204558	4204558
4209300	4209300
4211751	4211751
4211892	4211892
4212056	4212056
4215059	4215059
4216503	4216503
4216800	4216800
4218905	4218905
4218954	4218954
4200309	4200309
4201901	4201901
4202859	4202859
4205100	4205100
4206900	4206900
4209151	4209151
4209508	4209508
4209904	4209904
4210852	4210852
4213708	4213708
4214003	4214003
4214102	4214102
4214508	4214508
4214607	4214607
4214805	4214805
4215307	4215307
4217808	4217808
4218608	4218608
4219358	4219358
4219408	4219408
4201257	4201257
4201703	4201703
4202206	4202206
4202404	4202404
4202701	4202701
4202909	4202909
4205159	4205159
4205902	4205902
4206306	4206306
4207502	4207502
4210001	4210001
4213203	4213203
4214706	4214706
4215109	4215109
4218202	4218202
4202008	4202008
4202107	4202107
4202453	4202453
4203204	4203204
4207106	4207106
4208203	4208203
4208302	4208302
4211306	4211306
4212502	4212502
4212809	4212809
4213500	4213500
4216354	4216354
4200200	4200200
4201802	4201802
4204194	4204194
4207403	4207403
4208500	4208500
4212700	4212700
4219200	4219200
4200903	4200903
4203709	4203709
4209805	4209805
4210209	4210209
4211504	4211504
4216305	4216305
4218004	4218004
4201208	4201208
4202305	4202305
4205407	4205407
4206009	4206009
4211900	4211900
4212304	4212304
4215703	4215703
4216602	4216602
4217253	4217253
4200606	4200606
4200705	4200705
4201109	4201109
4214300	4214300
4215901	4215901
4201505	4201505
4202800	4202800
4203956	4203956
4205704	4205704
4206108	4206108
4206207	4206207
4207205	4207205
4207304	4207304
4208807	4208807
4209409	4209409
4211702	4211702
4212403	4212403
4212650	4212650
4214904	4214904
4215455	4215455
4215604	4215604
4217006	4217006
4217105	4217105
4218400	4218400
4218707	4218707
4204251	4204251
4204608	4204608
4205456	4205456
4207007	4207007
4209607	4209607
4211207	4211207
4211603	4211603
4217600	4217600
4218350	4218350
4219002	4219002
4220000	4220000
4201406	4201406
4201950	4201950
4202073	4202073
4205191	4205191
4208708	4208708
4210407	4210407
4210803	4210803
4211256	4211256
4212254	4212254
4213807	4213807
4215653	4215653
4216404	4216404
4217709	4217709
4218103	4218103
4218806	4218806
4300307	4300307
4304309	4304309
4310405	4310405
4313425	4313425
4315008	4315008
4315057	4315057
4315073	4315073
4317202	4317202
4317905	4317905
4318499	4318499
4321808	4321808
4322103	4322103
4322301	4322301
4301859	4301859
4302204	4302204
4302378	4302378
4302600	4302600
4304002	4304002
4306007	4306007
4306320	4306320
4306734	4306734
4307450	4307450
4309605	4309605
4309704	4309704
4312302	4312302
4313011	4313011
4315404	4315404
4319109	4319109
4320230	4320230
4321402	4321402
4321477	4321477
4321907	4321907
4323705	4323705
4300505	4300505
4300646	4300646
4303400	4303400
4305801	4305801
4306072	4306072
4306429	4306429
4306924	4306924
4307302	4307302
4308508	4308508
4309126	4309126
4310504	4310504
4311601	4311601
4312708	4312708
4313441	4313441
4313466	4313466
4313805	4313805
4314498	4314498
4314704	4314704
4315552	4315552
4315909	4315909
4316204	4316204
4320206	4320206
4321329	4321329
4321857	4321857
4321956	4321956
4323101	4323101
4323507	4323507
4300901	4300901
4301552	4301552
4301701	4301701
4301925	4301925
4302055	4302055
4303806	4303806
4304853	4304853
4305116	4305116
4306130	4306130
4306957	4306957
4306973	4306973
4307005	4307005
4307203	4307203
4307559	4307559
4308052	4308052
4308250	4308250
4308706	4308706
4308904	4308904
4310462	4310462
4310702	4310702
4310900	4310900
4311908	4311908
4312005	4312005
4314134	4314134
4314787	4314787
4315313	4315313
4319703	4319703
4320602	4320602
4321634	4321634
4322905	4322905
4301800	4301800
4303202	4303202
4309803	4309803
4311700	4311700
4312203	4312203
4313607	4313607
4316600	4316600
4317954	4317954
4318424	4318424
4318606	4318606
4322186	4322186
4303301	4303301
4303707	4303707
4305207	4305207
4309506	4309506
4312179	4312179
4315107	4315107
4316303	4316303
4316477	4316477
4319307	4319307
4319372	4319372
4320578	4320578
4302501	4302501
4305009	4305009
4306353	4306353
4306932	4306932
4307831	4307831
4309001	4309001
4314555	4314555
4315958	4315958
4317509	4317509
4317707	4317707
4318903	4318903
4319158	4319158
4319208	4319208
4320321	4320321
4322343	4322343
4323754	4323754
4300208	4300208
4300455	4300455
4301503	4301503
4302584	4302584
4305405	4305405
4305702	4305702
4305871	4305871
4305900	4305900
4310207	4310207
4310413	4310413
4313334	4313334
4313904	4313904
4314308	4314308
4317806	4317806
4319737	4319737
4300471	4300471
4301958	4301958
4302154	4302154
4304705	4304705
4305157	4305157
4305306	4305306
4305850	4305850
4310850	4310850
4311429	4311429
4312955	4312955
4313490	4313490
4313706	4313706
4314456	4314456
4316428	4316428
4317756	4317756
4318457	4318457
4319364	4319364
4320107	4320107
4300059	4300059
4303558	4303558
4304903	4304903
4304952	4304952
4305371	4305371
4305504	4305504
4305975	4305975
4306304	4306304
4307054	4307054
4308854	4308854
4309902	4309902
4311809	4311809
4312138	4312138
4312625	4312625
4312674	4312674
4314100	4314100
4314779	4314779
4316105	4316105
4316733	4316733
4317558	4317558
4318051	4318051
4320503	4320503
4320909	4320909
4322558	4322558
4323358	4323358
4323408	4323408
4300554	4300554
4302220	4302220
4302238	4302238
4304101	4304101
4306106	4306106
4307500	4307500
4308458	4308458
4310009	4310009
4310876	4310876
4311155	4311155
4315354	4315354
4316436	4316436
4316451	4316451
4316709	4316709
4305603	4305603
4311270	4311270
4312658	4312658
4320305	4320305
4321006	4321006
4321469	4321469
4323200	4323200
4302006	4302006
4308300	4308300
4309951	4309951
4311254	4311254
4312427	4312427
4318465	4318465
4320800	4320800
4322152	4322152
4300661	4300661
4300703	4300703
4301404	4301404
4306452	4306452
4309258	4309258
4309407	4309407
4310306	4310306
4310579	4310579
4312351	4312351
4312757	4312757
4312807	4312807
4312906	4312906
4313300	4313300
4314001	4314001
4315172	4315172
4315206	4315206
4318440	4318440
4319711	4319711
4320404	4320404
4322350	4322350
4323606	4323606
4302303	4302303
4303608	4303608
4303673	4303673
4304622	4304622
4307401	4307401
4310439	4310439
4311122	4311122
4311304	4311304
4312377	4312377
4312617	4312617
4314464	4314464
4318200	4318200
4318622	4318622
4322509	4322509
4300802	4300802
4302105	4302105
4302253	4302253
4304804	4304804
4305108	4305108
4305934	4305934
4305959	4305959
4307864	4307864
4307906	4307906
4308201	4308201
4308607	4308607
4312385	4312385
4313086	4313086
4313359	4313359
4314548	4314548
4317251	4317251
4319000	4319000
4322806	4322806
4323309	4323309
4304655	4304655
4310553	4310553
4311130	4311130
4311205	4311205
4314472	4314472
4315321	4315321
4317400	4317400
4322202	4322202
4322376	4322376
4302907	4302907
4306379	4306379
4310538	4310538
4311106	4311106
4312104	4312104
4313037	4313037
4316907	4316907
4319125	4319125
4319406	4319406
4319604	4319604
4319802	4319802
4321493	4321493
4323457	4323457
4300109	4300109
4306700	4306700
4308003	4308003
4308409	4308409
4310751	4310751
4313102	4313102
4315503	4315503
4318432	4318432
4320651	4320651
4301206	4301206
4304200	4304200
4307815	4307815
4309159	4309159
4309571	4309571
4309753	4309753
4311239	4311239
4312153	4312153
4314068	4314068
4316808	4316808
4320263	4320263
4320677	4320677
4320701	4320701
4322533	4322533
4322608	4322608
4322707	4322707
4301008	4301008
4302402	4302402
4302451	4302451
4304614	4304614
4304697	4304697
4305587	4305587
4305835	4305835
4306205	4306205
4306759	4306759
4306809	4306809
4307807	4307807
4308078	4308078
4308433	4308433
4310363	4310363
4311403	4311403
4312054	4312054
4312609	4312609
4313003	4313003
4314159	4314159
4315131	4315131
4315156	4315156
4315453	4315453
4315800	4315800
4316758	4316758
4320453	4320453
4320859	4320859
4321303	4321303
4321451	4321451
4321626	4321626
4322855	4322855
4323770	4323770
4303004	4303004
4305132	4305132
4313391	4313391
4313953	4313953
4314027	4314027
4314076	4314076
4315701	4315701
4300570	4300570
4301651	4301651
4302352	4302352
4302659	4302659
4304689	4304689
4308102	4308102
4309555	4309555
4311643	4311643
4311791	4311791
4312401	4312401
4314035	4314035
4314753	4314753
4314803	4314803
4316501	4316501
4318481	4318481
4318614	4318614
4319356	4319356
4319505	4319505
4319752	4319752
4322251	4322251
4322541	4322541
4304408	4304408
4306403	4306403
4309100	4309100
4310108	4310108
4310801	4310801
4311627	4311627
4312476	4312476
4313201	4313201
4314423	4314423
4315149	4315149
4315750	4315750
4316006	4316006
4316956	4316956
4321204	4321204
4321709	4321709
4301107	4301107
4301750	4301750
4302709	4302709
4305355	4305355
4308805	4308805
4312252	4312252
4318408	4318408
4322004	4322004
4322525	4322525
4300604	4300604
4300877	4300877
4303103	4303103
4303905	4303905
4304606	4304606
4306767	4306767
4307609	4307609
4307708	4307708
4309050	4309050
4309209	4309209
4309308	4309308
4311981	4311981
4313060	4313060
4313375	4313375
4313409	4313409
4314050	4314050
4314902	4314902
4318705	4318705
4319901	4319901
4320008	4320008
4320552	4320552
4323002	4323002
4301057	4301057
4301636	4301636
4304630	4304630
4304671	4304671
4304713	4304713
4305454	4305454
4306551	4306551
4310330	4310330
4310652	4310652
4311734	4311734
4311775	4311775
4312443	4312443
4312500	4312500
4313508	4313508
4313656	4313656
4317608	4317608
4321352	4321352
4321436	4321436
4321501	4321501
4321600	4321600
4321667	4321667
4321832	4321832
4323804	4323804
4300851	4300851
4301909	4301909
4303509	4303509
4305173	4305173
4305447	4305447
4306502	4306502
4320354	4320354
4321105	4321105
4300406	4300406
4301875	4301875
4308656	4308656
4310603	4310603
4311718	4311718
4311759	4311759
4315305	4315305
4318002	4318002
4318101	4318101
4322400	4322400
4316402	4316402
4316972	4316972
4317103	4317103
4318309	4318309
4300034	4300034
4301602	4301602
4306601	4306601
4309654	4309654
4311502	4311502
4300638	4300638
4302808	4302808
4304358	4304358
4306908	4306908
4314175	4314175
4314506	4314506
4314605	4314605
4317004	4317004
4301073	4301073
4304507	4304507
4304663	4304663
4305124	4305124
4306056	4306056
4312450	4312450
4314209	4314209
4314407	4314407
4318804	4318804
4322327	4322327
4301305	4301305
4307104	4307104
4311007	4311007
4305439	4305439
4315602	4315602
4317301	4317301
4318507	4318507
5003207	5203207
5005202	5205202
5006903	5206903
5000708	5200708
5001102	5201102
5003488	5203488
5005608	5205608
5000252	5200252
5002605	5202605
5003306	5203306
5003900	5203900
5006408	5206408
5007406	5207406
5007695	5207695
5007935	5207935
5001508	5201508
5002704	5202704
5003108	5203108
5004908	5204908
5007307	5207307
5007505	5207505
5007901	5207901
5008008	5208008
5002902	5202902
5002951	5202951
5003256	5203256
5006275	5206275
5001003	5201003
5004403	5204403
5006309	5206309
5007802	5207802
5000203	5200203
5002308	5202308
5007109	5207109
5007554	5207554
5008305	5208305
5000807	5200807
5001904	5201904
5002001	5202001
5006200	5206200
5007976	5207976
5002100	5202100
5002159	5202159
5002209	5202209
5002803	5202803
5004106	5204106
5005004	5205004
5005806	5205806
5000609	5200609
5000906	5200906
5001243	5201243
5002407	5202407
5003504	5203504
5003702	5203702
5003801	5203801
5004502	5204502
5005152	5205152
5005251	5205251
5005400	5205400
5006002	5206002
5006606	5206606
5007208	5207208
5008404	5208404
5000856	5200856
5003157	5203157
5003454	5203454
5003751	5203751
5004007	5204007
5004304	5204304
5004601	5204601
5004700	5204700
5004809	5204809
5005103	5205103
5005681	5205681
5005707	5205707
5006259	5206259
5006358	5206358
5006358	5207703
5007950	5207950
5101407	5101407
5101902	5101902
5102850	5102850
5103254	5103254
5103379	5103379
5105150	5105150
5105176	5105176
5107578	5107578
5100250	5100250
5100805	5100805
5102793	5102793
5106158	5106158
5106299	5106299
5108956	5108956
5103205	5103205
5104104	5104104
5105606	5105606
5106216	5106216
5106265	5106265
5106422	5106422
5108055	5108055
5108808	5108808
5102637	5102637
5102686	5102686
5103304	5103304
5103502	5103502
5107875	5107875
5105101	5105101
5106273	5106273
5106802	5106802
5107305	5107305
5107941	5107941
5108907	5108907
5104526	5104526
5104542	5104542
5105259	5105259
5105903	5105903
5106224	5106224
5106240	5106240
5107768	5107768
5107925	5107925
5108006	5108006
5103056	5103056
5103700	5103700
5104559	5104559
5105580	5105580
5106190	5106190
5107248	5107248
5107909	5107909
