CO_SH4
8518
8523
7307
0207
9004
7103
4823
8462
8473
8421
7315
8412
9606
9403
8544
4202
4908
0105
0910
2106
3208
3209
8439
8436
7604
7326
4808
4104
3926
3808
2516
7412
0904
7202
8536
7407
8308
6403
9033
8424
8483
9998
9401
6804
7318
7204
4009
4016
3304
3901
7005
7007
4901
8422
9603
0206
1005
4821
3306
8708
8433
4011
1701
4010
3004
6206
8701
5207
0303
0304
9026
8529
8517
0407
4818
7117
9032
8409
8530
8607
8547
6204
8466
5004
8511
7304
8431
7113
7228
3924
6907
8414
2916
3923
3403
4811
8504
7013
8543
8537
2519
0807
8432
0511
2830
3906
3506
7302
3401
6203
4421
1515
2709
3102
1704
8539
8428
3402
8482
9029
2601
8204
5903
8419
8413
7320
9607
3503
0805
8425
3204
7220
8212
3206
8512
4911
7317
8501
6404
8301
0803
4412
3814
6104
5911
1202
2005
6109
7017
2304
7418
8310
7211
8214
8534
8480
7306
1006
2309
0201
1103
4802
3921
3307
2804
7616
7311
8459
6110
6112
8461
7409
9031
9018
8703
5703
4408
2525
8716
4409
9027
8509
0713
9999
9404
3910
1201
2204
7222
3105
4819
2208
2909
8484
0302
2820
8302
0202
8211
8418
8516
3917
3303
8481
3925
6211
4411
6108
1302
3902
3903
7226
3809
4403
3916
3507
3404
7323
7615
8533
8479
7321
3907
7310
9021
8711
7324
0510
1702
2610
2831
2834
2918
4002
3006
7009
5201
9405
3811
8305
9608
9609
5402
2927
3920
6303
1301
2922
2844
4401
7208
7303
3305
8526
8474
3301
8467
7217
3002
6004
7415
9015
9030
6914
8505
8507
3922
4407
6307
4107
9017
1804
8427
0301
8438
8448
2712
8803
2931
6301
4418
8542
5806
7606
3214
5810
2301
9003
6402
3805
8423
0203
4809
3215
3915
5603
2923
6208
3824
9604
7325
8113
6805
7411
9611
9001
4810
7608
8408
0714
2839
2710
4302
1104
8309
4804
8477
5502
0804
2905
8538
8487
2514
8702
8215
3212
1905
6205
1601
2206
0401
7219
8207
3913
6117
2308
8532
8527
8426
2507
2914
5801
4015
8443
6308
5211
7319
0504
5515
6106
8502
9703
2930
2933
2934
6114
5508
8208
2713
1901
8429
3816
3302
2929
4005
2603
2836
4504
1805
1518
3919
8541
5401
8307
8201
9705
1602
6111
6802
4006
6302
2207
2101
1102
6103
6912
8535
6810
2921
2915
2827
4008
6212
3815
2205
0210
0901
3207
3806
7019
1902
8525
8407
9503
7215
6405
9025
0806
1520
6209
6813
6406
8453
2009
7601
7016
6202
8464
6006
9022
8415
7901
8205
7308
0506
3101
2849
9209
0811
4012
3211
8430
6217
6815
1521
6904
1806
7413
8528
2103
3801
6115
3701
5112
9014
8704
8545
8521
8515
8108
5906
7207
5210
3909
2403
2001
3213
9402
2526
8707
6105
2829
8202
2401
4112
4813
2102
8306
7609
